AATS5s,ATSC2dv,ATSC3dv,ATSC7dv,ATSC5m,ATSC6m,ATSC4pe,ATSC3i,AATSC4dv,AATSC5dv,Atomic_Number,AtomicRadius,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Relative Molecular Weight,Permittivity,MPC,Boiling Point (°C),Target
6.083333333,-6.326530612,-20.7755102,0.0,43.10140224,80.6431326,-1.049444898,-5.761308638,-1.177228786,0.695578231,30.0,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,0.37,153.0,0.77102
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,13.0,184.0,8.3,42.0,5.986,2.7,106.17,2.38,0.17,138.0,0.4868
5.619047619,6.536296296,-34.58864198,-30.04246914,17.1281794,289.8112614,-1.919036,-18.63677144,-0.574554906,-0.58680776,48.0,158.0,7.2,-70.0,8.994,8.69,87.12,32.2,0.25,165.1,0.51286
6.222222222,-4.211072664,-30.1349481,-11.15570934,268.30865,-142.4357142,-1.284416609,-24.15715809,-0.47321322,1.258362168,29.0,140.0,6.7,119.0,7.726,8.933,41.05,37.5,0.26,81.6,0.42498
6.089439787,-15.0,-14.0,0.0,0.0,0.0,0.276033333,-1.484482744,4.0,0.983015531,27.0,192.0,7.5,64.0,7.881,8.86,100.16,2.02,0.28,81.0,0.29264
6.939393939,5.326530612,-48.48979592,-59.26530612,539.7217501,-54.9712958,-4.208271429,-17.17443023,-0.918367347,1.734693878,29.0,140.0,6.7,119.0,7.726,8.933,41.05,37.5,0.26,81.6,0.20266
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,27.0,192.0,7.5,64.0,7.881,8.86,73.09,36.7,0.37,153.0,0.21094
3.81712963,1.750297265,-61.79310345,34.89179548,-113.0903355,355.1154057,-3.370697979,-13.30086095,-1.511296076,-0.034284582,27.0,192.0,7.5,64.0,7.881,8.86,87.12,37.8,0.25,166.0,0.09312
9.730639731,3.08,-39.83,46.29,-54.73138075,-103.1468025,0.20628,-17.00759267,-0.21,-0.244545455,62.0,229.0,28.8,16.0,5.644,7.52,73.09,36.7,0.37,153.0,0.18736
9.730639731,3.08,-39.83,46.29,-54.73138075,-103.1468025,0.20628,-17.00759267,-0.21,-0.244545455,64.0,237.0,23.5,13.0,6.15,7.9,73.09,36.7,0.37,153.0,0.18722
9.730639731,3.08,-39.83,46.29,-54.73138075,-103.1468025,0.20628,-17.00759267,-0.21,-0.244545455,68.0,235.0,22.7,30.0,6.108,9.07,73.09,36.7,0.37,153.0,0.18318
3.374485597,1.0,-45.5,4.75,-50.24567372,530.5430741,-1.999238776,-13.72631812,-1.116666667,0.305555556,30.0,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,0.37,153.0,0.0578
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,27.0,192.0,7.5,64.0,7.881,8.86,32.04,32.7,0.32,65.0,0.12496
5.132132132,2.0,-72.0,-76.0,900.4250681,-387.2845392,-4.511168166,-21.43958889,-0.475,1.162162162,63.0,233.0,27.7,83.0,5.67,5.24,73.09,36.7,0.37,153.0,0.2934
5.132132132,2.0,-72.0,-76.0,900.4250681,-387.2845392,-4.511168166,-21.43958889,-0.475,1.162162162,63.0,233.0,27.7,83.0,5.67,5.24,73.09,36.7,0.37,153.0,0.29824
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,62.0,229.0,28.8,16.0,5.644,7.52,73.09,36.7,0.37,153.0,0.12828
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,63.0,233.0,27.7,83.0,5.67,5.24,73.09,36.7,0.37,153.0,0.12602
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,63.0,233.0,27.7,83.0,5.67,5.24,73.09,36.7,0.37,153.0,0.12502
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,64.0,237.0,23.5,13.0,6.15,7.9,73.09,36.7,0.37,153.0,0.12268
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,65.0,221.0,25.5,112.0,5.864,8.23,73.09,36.7,0.37,153.0,0.1222
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,66.0,229.0,24.5,34.0,5.939,8.55,73.09,36.7,0.37,153.0,0.12424
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,67.0,216.0,23.6,33.0,6.022,8.8,73.09,36.7,0.37,153.0,0.12274
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,68.0,235.0,22.7,30.0,6.108,9.07,73.09,36.7,0.37,153.0,0.12312
5.956521739,8.061728395,-24.37037037,-14.81481481,128.7722934,4.396809432,-2.387660494,-13.6613542,-1.152006173,0.402039721,63.0,233.0,27.7,83.0,5.67,5.24,45.09,3.9,0.2,3.2,0.0768
5.956521739,8.061728395,-24.37037037,-14.81481481,128.7722934,4.396809432,-2.387660494,-13.6613542,-1.152006173,0.402039721,64.0,237.0,23.5,13.0,6.15,7.9,45.09,3.9,0.2,3.2,0.07396
5.956521739,8.061728395,-24.37037037,-14.81481481,128.7722934,4.396809432,-2.387660494,-13.6613542,-1.152006173,0.402039721,65.0,221.0,25.5,112.0,5.864,8.23,45.09,3.9,0.2,3.2,0.07364
5.619047619,6.536296296,-34.58864198,-30.04246914,17.1281794,289.8112614,-1.919036,-18.63677144,-0.574554906,-0.58680776,27.0,192.0,7.5,64.0,7.881,8.86,73.09,36.7,0.37,153.0,0.22642
5.0,1.28,9.88,0.0,12.58941408,0.0,-0.443152,-6.989882639,-2.76,-0.76,30.0,139.0,6.4,-60.0,9.394,7.134,60.05,6.15,0.23,118.0,0.12392
5.0,1.28,9.88,0.0,12.58941408,0.0,-0.443152,-6.989882639,-2.76,-0.76,25.0,197.0,9.4,-50.0,7.434,7.3,60.05,6.15,0.23,118.0,0.1421
7.862068966,9.01,-33.17,13.5,235.4877128,-522.9619364,-1.7113,-16.76817217,-0.12,0.445172414,48.0,158.0,7.2,-70.0,8.994,8.69,87.12,32.2,0.25,165.1,0.48732
7.862068966,9.01,-33.17,13.5,235.4877128,-522.9619364,-1.7113,-16.76817217,-0.12,0.445172414,48.0,158.0,7.2,-70.0,8.994,8.69,32.04,32.7,0.32,65.0,0.4975
7.862068966,9.01,-33.17,13.5,235.4877128,-522.9619364,-1.7113,-16.76817217,-0.12,0.445172414,29.0,140.0,6.7,119.0,7.726,8.933,87.12,32.2,0.25,165.1,0.46488
7.862068966,9.01,-33.17,13.5,235.4877128,-522.9619364,-1.7113,-16.76817217,-0.12,0.445172414,27.0,192.0,7.5,64.0,7.881,8.86,87.12,32.2,0.25,165.1,0.47368
21.79166667,0.0,-44.0,9.0,269.7211129,-219.2622782,-1.2638,-3.07852192,-0.166666667,4.625,26.0,194.0,8.4,15.0,7.902,7.874,59.04,6.02,0.26,77.0,0.30696
3.05026455,-6.633217993,-80.28373702,-33.34256055,148.3771986,511.8979713,-2.7619609,-21.2120641,-0.719723183,0.171033119,57.0,240.0,31.1,45.0,5.577,6.15,73.09,36.7,0.37,153.0,0.39728
4.208994709,0.888888889,-42.44444444,-25.77777778,302.011838,-21.964198,-1.979622222,-13.71323248,-0.811965812,0.706349206,30.0,139.0,6.4,-60.0,9.394,7.134,87.12,37.8,0.25,166.0,0.50842
3.374485597,1.0,-45.5,4.75,-50.24567372,530.5430741,-1.999238776,-13.72631812,-1.116666667,0.305555556,27.0,192.0,7.5,64.0,7.881,8.86,73.09,36.7,0.37,153.0,0.30374
6.083333333,-6.326530612,-20.7755102,0.0,43.10140224,80.6431326,-1.049444898,-5.761308638,-1.177228786,0.695578231,25.0,197.0,9.4,-50.0,7.434,7.3,32.04,32.7,0.32,65.0,0.1518
6.939393939,5.326530612,-48.48979592,-59.26530612,539.7217501,-54.9712958,-4.208271429,-17.17443023,-0.918367347,1.734693878,27.0,192.0,7.5,64.0,7.881,8.86,73.09,36.7,0.37,153.0,0.25704
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,28.0,163.0,6.8,112.0,7.64,8.912,73.09,36.7,0.37,153.0,0.43468
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,30.0,139.0,6.4,-60.0,9.394,7.134,89.13,37.7,0.2,174.0,0.44124
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,30.0,139.0,6.4,-60.0,9.394,7.134,101.14,36.7,0.2,152.0,0.46106
5.956521739,8.061728395,-24.37037037,-14.81481481,128.7722934,4.396809432,-2.387660494,-13.6613542,-1.152006173,0.402039721,27.0,192.0,7.5,64.0,7.881,8.86,87.12,32.2,0.25,165.1,0.4174
3.374485597,1.0,-45.5,4.75,-50.24567372,530.5430741,-1.999238776,-13.72631812,-1.116666667,0.305555556,66.0,229.0,24.5,34.0,5.939,8.55,73.09,36.7,0.37,153.0,0.67212
21.79166667,0.0,-44.0,9.0,269.7211129,-219.2622782,-1.2638,-3.07852192,-0.166666667,4.625,72.0,212.0,16.2,2.0,6.825,13.3,46.07,24.3,0.3,78.37,0.3676
3.81712963,1.750297265,-61.79310345,34.89179548,-113.0903355,355.1154057,-3.370697979,-13.30086095,-1.511296076,-0.034284582,27.0,192.0,7.5,64.0,7.881,8.86,73.09,36.7,0.37,153.0,0.6141
2.5,-28.08,-29.42,1.69,87.61725472,77.00815584,-0.031066,5.60363627,-0.325294118,0.585,21.0,211.0,17.8,18.0,6.561,2.99,32.04,32.7,0.32,65.0,0.55768
5.16374269,3.847750865,-26.19377163,18.07958478,-51.18037078,248.8391495,-1.821666782,-8.349339334,-1.654491862,-0.142050628,50.0,217.0,7.7,107.0,7.344,7.287,32.04,32.7,0.32,65.0,0.1211
5.619047619,9.333333333,-17.11111111,-28.88888889,-58.02430904,271.6055111,-2.905322222,2.728500953,-2.397660819,-0.222222222,60.0,229.0,31.4,185.0,5.525,7.01,73.09,36.7,0.37,153.0,0.32538
6.083333333,-6.326530612,-20.7755102,0.0,43.10140224,80.6431326,-1.049444898,-5.761308638,-1.177228786,0.695578231,48.0,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,0.37,153.0,0.25112
3.81712963,1.750297265,-61.79310345,34.89179548,-113.0903355,355.1154057,-3.370697979,-13.30086095,-1.511296076,-0.034284582,27.0,192.0,7.5,64.0,7.881,8.86,73.09,36.7,0.37,153.0,0.38482
5.182222222,14.88888889,-12.77777778,35.66666667,-310.886279,-55.760216,-1.067288889,-2.779407101,-0.837606838,-0.768888889,12.0,173.0,10.6,-40.0,7.646,1.74,79.1,12.4,0.19,115.0,0.34368
4.208994709,0.888888889,-42.44444444,-25.77777778,302.011838,-21.964198,-1.979622222,-13.71323248,-0.811965812,0.706349206,30.0,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,0.37,153.0,0.18208
5.934240363,14.33136095,2.49112426,-0.384615385,-216.6469288,-382.1874904,-0.16000355,-8.323233611,-0.388639053,-0.910397295,48.0,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,0.37,153.0,0.18918
5.619047619,6.536296296,-34.58864198,-30.04246914,17.1281794,289.8112614,-1.919036,-18.63677144,-0.574554906,-0.58680776,57.0,240.0,31.1,45.0,5.577,6.15,73.09,36.7,0.37,153.0,0.0404
6.939393939,5.326530612,-48.48979592,-59.26530612,539.7217501,-54.9712958,-4.208271429,-17.17443023,-0.918367347,1.734693878,30.0,139.0,6.4,-60.0,9.394,7.134,101.14,36.7,0.2,152.0,0.48004
6.939393939,5.326530612,-48.48979592,-59.26530612,539.7217501,-54.9712958,-4.208271429,-17.17443023,-0.918367347,1.734693878,28.0,163.0,6.8,112.0,7.64,8.912,87.12,32.2,0.25,165.1,0.40222
3.374485597,1.0,-45.5,4.75,-50.24567372,530.5430741,-1.999238776,-13.72631812,-1.116666667,0.305555556,30.0,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,0.37,153.0,0.63088
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,30.0,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,0.37,153.0,0.48576
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,30.0,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,0.37,153.0,0.39794
3.374485597,1.0,-45.5,4.75,-50.24567372,530.5430741,-1.999238776,-13.72631812,-1.116666667,0.305555556,30.0,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,0.37,153.0,0.39886
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,25.0,197.0,9.4,-50.0,7.434,7.3,32.04,32.7,0.32,65.0,0.13264
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,30.0,139.0,6.4,-60.0,9.394,7.134,89.13,37.7,0.2,174.0,0.5133
3.625,-22.93877551,-36.31746032,11.62811791,-58.351888,22.921636,-1.355368481,3.312192454,-1.404140151,-0.996882086,27.0,192.0,7.5,64.0,7.881,8.86,73.09,36.7,0.37,153.0,0.19492
3.049095607,-13.11111111,-36.33333333,5.0,16.02032455,305.4643367,-0.875777778,-3.720835241,-0.789598109,0.413436693,28.0,163.0,6.8,112.0,7.64,8.912,73.09,36.7,0.37,153.0,0.44608
1.902298851,-25.91676576,-32.25208086,-3.405469679,76.88580041,182.2579589,0.026475149,-2.986244747,-0.288318895,0.159334126,30.0,139.0,6.4,-60.0,9.394,7.134,32.04,32.7,0.32,65.0,0.06064
2.5,-28.08,-29.42,1.69,87.61725472,77.00815584,-0.031066,5.60363627,-0.325294118,0.585,29.0,140.0,6.7,119.0,7.726,8.933,73.09,36.7,0.37,153.0,0.235
4.588374486,21.77777778,-3.555555556,140.4444444,-297.1101868,929.853764,-4.989431217,-24.47663291,-1.444444444,-1.125925926,27.0,192.0,7.5,64.0,7.881,8.86,88.11,2.25,0.26,101.0,0.19642
4.588374486,21.77777778,-3.555555556,140.4444444,-297.1101868,929.853764,-4.989431217,-24.47663291,-1.444444444,-1.125925926,48.0,158.0,7.2,-70.0,8.994,8.69,88.11,2.25,0.26,101.0,0.2007
6.939393939,5.326530612,-48.48979592,-59.26530612,539.7217501,-54.9712958,-4.208271429,-17.17443023,-0.918367347,1.734693878,30.0,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,0.37,153.0,0.57108
10.93265993,16.24,-26.68,26.04,-15.04985567,72.8642989,-4.03428,-11.36796128,-1.585,-0.136969697,30.0,139.0,6.4,-60.0,9.394,7.134,46.07,24.3,0.3,78.37,0.0868
6.5,-5.884297521,-61.68595041,0.0,-221.0698163,71.43784074,3.333150413,-2.49472335,5.43553719,-7.537190083,28.0,163.0,6.8,112.0,7.64,8.912,32.04,32.7,0.32,65.0,0.54068
5.041666667,19.7037037,-67.62962963,-57.77777778,450.227394,136.932714,-5.2824,-20.14249843,-0.946502058,0.549382716,48.0,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,0.37,153.0,0.34306
6.089439787,-15.0,-14.0,0.0,0.0,0.0,0.276033333,-1.484482744,4.0,0.983015531,30.0,139.0,6.4,-60.0,9.394,7.134,129.22,19.9,0.2,152.0,0.42886
6.089439787,-17.75,-13.75,0.0,0.0,0.0,0.3240125,-0.600939763,6.25,0.983015531,30.0,139.0,6.4,-60.0,9.394,7.134,32.04,32.7,0.32,65.0,0.4032
2.5,-28.08,-29.42,1.69,87.61725472,77.00815584,-0.031066,5.60363627,-0.325294118,0.585,27.0,192.0,7.5,64.0,7.881,8.86,78.11,2.2,0.16,80.1,0.3409
5.956521739,8.061728395,-24.37037037,-14.81481481,128.7722934,4.396809432,-2.387660494,-13.6613542,-1.152006173,0.402039721,30.0,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,0.37,153.0,0.17588
5.132132132,2.0,-72.0,-76.0,900.4250681,-387.2845392,-4.511168166,-21.43958889,-0.475,1.162162162,30.0,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,0.37,153.0,0.52216
6.083333333,-6.326530612,-20.7755102,0.0,43.10140224,80.6431326,-1.049444898,-5.761308638,-1.177228786,0.695578231,29.0,140.0,6.7,119.0,7.726,8.933,73.09,36.7,0.37,153.0,0.3147
3.81712963,1.750297265,-61.79310345,34.89179548,-113.0903355,355.1154057,-3.370697979,-13.30086095,-1.511296076,-0.034284582,30.0,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,0.37,153.0,0.13144
2.5,-28.08,-29.42,1.69,87.61725472,77.00815584,-0.031066,5.60363627,-0.325294118,0.585,48.0,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,0.37,153.0,0.12328
5.619047619,9.333333333,-17.11111111,-28.88888889,-58.02430904,271.6055111,-2.905322222,2.728500953,-2.397660819,-0.222222222,30.0,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,0.37,153.0,0.48238
5.619047619,9.333333333,-17.11111111,-28.88888889,-58.02430904,271.6055111,-2.905322222,2.728500953,-2.397660819,-0.222222222,30.0,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,0.37,153.0,0.48238
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,48.0,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,0.37,153.0,0.13434
6.939393939,5.326530612,-48.48979592,-59.26530612,539.7217501,-54.9712958,-4.208271429,-17.17443023,-0.918367347,1.734693878,48.0,158.0,7.2,-70.0,8.994,8.69,87.12,37.8,0.25,166.0,0.36452
6.089439787,-15.0,-14.0,0.0,0.0,0.0,0.276033333,-1.484482744,4.0,0.983015531,30.0,139.0,6.4,-60.0,9.394,7.134,101.14,36.7,0.2,152.0,0.357
4.588374486,21.77777778,-3.555555556,140.4444444,-297.1101868,929.853764,-4.989431217,-24.47663291,-1.444444444,-1.125925926,55.0,343.0,59.6,46.0,3.894,1.93,73.09,36.7,0.37,153.0,0.2483
3.515151515,-9.0,-3.0,-65.25,99.502764,-378.735348,-1.238475,-29.09014543,-0.315217391,-0.295454545,30.0,139.0,6.4,-60.0,9.394,7.134,123.11,35.3,0.21,210.0,0.48426
3.515151515,-9.0,-3.0,-65.25,99.502764,-378.735348,-1.238475,-29.09014543,-0.315217391,-0.295454545,30.0,139.0,6.4,-60.0,9.394,7.134,123.11,35.3,0.21,210.0,0.4258
5.956521739,8.061728395,-24.37037037,-14.81481481,128.7722934,4.396809432,-2.387660494,-13.6613542,-1.152006173,0.402039721,25.0,197.0,9.4,-50.0,7.434,7.3,73.09,36.7,0.37,153.0,0.19862
6.083333333,-6.326530612,-20.7755102,0.0,43.10140224,80.6431326,-1.049444898,-5.761308638,-1.177228786,0.695578231,28.0,163.0,6.8,112.0,7.64,8.912,46.07,24.3,0.3,78.37,0.29556
4.866666667,-4.326530612,-12.20408163,6.612244898,25.32871978,-76.6296337,-0.249644898,-13.41592119,-0.575725027,-0.373469388,26.0,194.0,8.4,15.0,7.902,7.874,41.05,37.5,0.26,81.6,0.14234
3.374485597,1.0,-45.5,4.75,-50.24567372,530.5430741,-1.999238776,-13.72631812,-1.116666667,0.305555556,30.0,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,0.37,153.0,0.63456
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,21.0,211.0,17.8,18.0,6.561,2.99,32.04,32.7,0.32,65.0,0.02656
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,21.0,211.0,17.8,18.0,6.561,2.99,32.04,32.7,0.32,65.0,0.02648
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,21.0,211.0,17.8,18.0,6.561,2.99,32.04,32.7,0.32,65.0,0.00916
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,21.0,211.0,17.8,18.0,6.561,2.99,32.04,32.7,0.32,65.0,0.0266
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,21.0,211.0,17.8,18.0,6.561,2.99,32.04,32.7,0.32,65.0,0.0262
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,21.0,211.0,17.8,18.0,6.561,2.99,32.04,32.7,0.32,65.0,0.01752
2.5,-28.08,-29.42,1.69,87.61725472,77.00815584,-0.031066,5.60363627,-0.325294118,0.585,12.0,173.0,10.6,-40.0,7.646,1.74,73.09,36.7,0.37,153.0,0.30794
5.182222222,14.88888889,-12.77777778,35.66666667,-310.886279,-55.760216,-1.067288889,-2.779407101,-0.837606838,-0.768888889,48.0,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,0.37,153.0,0.12664
3.374485597,1.0,-45.5,4.75,-50.24567372,530.5430741,-1.999238776,-13.72631812,-1.116666667,0.305555556,48.0,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,0.37,153.0,0.3288
12.08333333,0.788927336,-21.42906574,18.71280277,-14.6617404,-149.0975894,-1.08829308,-11.03563284,-0.603030665,0.094146482,48.0,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,0.37,153.0,0.36924
12.08333333,0.788927336,-21.42906574,18.71280277,-14.6617404,-149.0975894,-1.08829308,-11.03563284,-0.603030665,0.094146482,30.0,139.0,6.4,-60.0,9.394,7.134,87.12,37.8,0.25,166.0,0.4575
12.08333333,0.788927336,-21.42906574,18.71280277,-14.6617404,-149.0975894,-1.08829308,-11.03563284,-0.603030665,0.094146482,30.0,139.0,6.4,-60.0,9.394,7.134,87.12,37.8,0.25,166.0,0.34432
5.619047619,6.536296296,-34.58864198,-30.04246914,17.1281794,289.8112614,-1.919036,-18.63677144,-0.574554906,-0.58680776,70.0,242.0,21.0,-2.0,6.254,6.9,46.07,24.3,0.3,78.37,0.15992
4.387152778,3.511966701,-55.38189386,-75.10093652,472.9017234,151.7267787,-3.170322477,-17.78670351,-0.692790248,0.916915973,30.0,139.0,6.4,-60.0,9.394,7.134,87.12,32.2,0.25,165.1,0.12564
7.862068966,9.01,-33.17,13.5,235.4877128,-522.9619364,-1.7113,-16.76817217,-0.12,0.445172414,30.0,139.0,6.4,-60.0,9.394,7.134,45.09,3.9,0.2,3.2,0.48528
6.089439787,-8.64,-1.12,0.0,0.0,0.0,0.0,0.431820984,-0.924871318,0.983015531,27.0,192.0,7.5,64.0,7.881,8.86,46.03,59.0,0.24,100.8,0.06778
6.089439787,-8.64,-1.12,0.0,0.0,0.0,0.0,0.431820984,-0.924871318,0.983015531,29.0,140.0,6.7,119.0,7.726,8.933,46.03,59.0,0.24,100.8,0.12534
3.374485597,1.0,-45.5,4.75,-50.24567372,530.5430741,-1.999238776,-13.72631812,-1.116666667,0.305555556,26.0,194.0,8.4,15.0,7.902,7.874,73.09,36.7,0.37,153.0,0.70864
4.127572016,15.52,-42.97,58.3,-112.6919219,-175.0118944,-1.009616,-1.811831412,-0.74,-1.345555556,12.0,173.0,10.6,-40.0,7.646,1.74,87.12,32.2,0.25,165.1,0.4449
3.374485597,1.0,-45.5,4.75,-50.24567372,530.5430741,-1.999238776,-13.72631812,-1.116666667,0.305555556,49.0,193.0,9.7,29.0,5.786,7.31,73.09,36.7,0.37,153.0,0.575
6.089439787,-15.0,-14.0,0.0,0.0,0.0,0.276033333,-1.484482744,4.0,0.983015531,62.0,229.0,28.8,16.0,5.644,7.52,68.08,13.1,0.26,188.0,0.16658
3.049095607,-13.11111111,-36.33333333,5.0,16.02032455,305.4643367,-0.875777778,-3.720835241,-0.789598109,0.413436693,48.0,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,0.37,153.0,0.23912
3.049095607,-13.11111111,-36.33333333,5.0,16.02032455,305.4643367,-0.875777778,-3.720835241,-0.789598109,0.413436693,48.0,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,0.37,153.0,0.19744
3.049095607,-13.11111111,-36.33333333,5.0,16.02032455,305.4643367,-0.875777778,-3.720835241,-0.789598109,0.413436693,48.0,158.0,7.2,-70.0,8.994,8.69,87.12,32.2,0.25,165.1,0.24434
3.049095607,-13.11111111,-36.33333333,5.0,16.02032455,305.4643367,-0.875777778,-3.720835241,-0.789598109,0.413436693,48.0,158.0,7.2,-70.0,8.994,8.69,87.12,32.2,0.25,165.1,0.26158
6.089439787,1.0,-48.0,0.0,0.0,0.0,0.47401875,1.412091599,4.0,0.983015531,12.0,173.0,10.6,-40.0,7.646,1.74,46.07,24.3,0.3,78.37,0.16234
2.406504065,-37.61111111,-66.55555556,5.083333333,-112.7578171,432.3434331,-0.44345,4.078073776,-0.361111111,0.194444444,27.0,192.0,7.5,64.0,7.881,8.86,41.05,37.5,0.26,81.6,0.06974
6.089439787,-8.64,-1.12,0.0,0.0,0.0,0.0,0.431820984,-0.924871318,0.983015531,30.0,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,0.37,153.0,0.28328
17.63333333,4.816326531,-69.40816327,5.897959184,396.3788525,-224.7112336,-2.263012245,-2.150515384,-0.816326531,5.369387755,67.0,216.0,23.6,33.0,6.022,8.8,138.12,13.2,0.28,211.0,0.17814
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,23.0,179.0,12.4,51.0,6.746,6.0,92.14,2.3,0.23,82.0,0.51212
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,23.0,179.0,12.4,51.0,6.746,6.0,78.11,2.2,0.16,80.1,0.49238
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,23.0,179.0,12.4,51.0,6.746,6.0,84.16,2.02,0.17,80.7,0.49456
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,23.0,179.0,12.4,51.0,6.746,6.0,82.15,2.02,0.18,83.0,0.51344
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,23.0,179.0,12.4,51.0,6.746,6.0,82.15,2.02,0.18,83.0,0.51216
4.874396135,7.061728395,-31.37037037,22.85185185,-48.09848646,299.9556375,-2.510160494,-13.6613542,-1.742283951,-0.081052067,30.0,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,0.37,153.0,0.14614
