AATS8Z,ATSC2d,ATSC4d,ATSC8d,ATSC1p,ATSC3p,ATSC1i,AATSC0m,AATSC7i,GATS3c,GATS8c,GATS4dv,GATS1p,SpMAD_Dzm,MINdO,AETA_eta_FL,ZMIC1,piPC10,GGI10,Diameter,ATS4dv,AATS5v,ATSC2s,ATSC1Z,ATSC0p,ATSC7i,GATS7Z,GATS3m,GATS5m,SpMAD_DzZ,SpDiam_Dzv,SpMAD_Dzv,VR1_Dzp,VR2_Dzp,RNCG,Xp-6dv,MAXdssC,MIC4,PEOE_VSA5,EState_VSA2,AtomicNumber,AtomicMass,AtomicRadius,IonizationEnergy,Density,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),Relative molecular weight,permittivity,LogP,HBD,HBA,MPC,boiling_point,PH,temperature,time,Cost,PV
26.44,-8.222222222,-2.24691358,-1.308641975,2.06825354,-4.053316831,12.36135611,32.45407781,0.253091482,0.600497003,0.616761645,1.152147064,0.710009195,7.96542529,11.0698079,0.295363453,64.51144864,7.94657333,0.363228242,11.0,1.0,86.85232572,6.348781179,5.142857143,2.572836741,0.0,1.168751983,1.677428745,1.051324804,2.430478486,16.77938182,3.282788429,19.99660532,2.856657903,0.406943335,0.0,-1.189788479,25.72773316,0.0,0.0,29.0,63.55,140.0,7.726,8.933,4.48,6.7,119.0,73.0938,36.7,-1.01,0.0,1.0,0.22,153.0,6.989312977,65.0,24.0,9.09544188643605,0.9541733138581652
16.81818182,-12.11418685,7.152249135,7.837370242,2.04876031,-3.769315624,12.38648055,32.94325277,-0.330574364,0.573957074,0.79091139,1.075410922,0.757516053,9.615210349,11.19423781,0.302594029,94.96151371,8.707717989,0.297520661,14.0,348.0,202.0685773,46.31972789,-24.85714286,4.556662903,15.12841755,2.472072072,0.932176824,0.565358935,4.854247232,55.42264308,5.738535095,67.90829389,4.527219593,0.210290681,0.289572821,-1.374444444,28.0923986,0.0,16.69035448,66.0,162.5,229.0,5.939,8.55,3.1,24.5,34.0,73.0938,36.7,-1.01,0.0,1.0,0.22,153.0,1.0,80.0,24.0,97.11904400405555,2.349548600889495
19.89830508,-16.34911243,6.523668639,16.12278107,1.871982895,-5.684038385,5.154344461,31.55214939,-0.260295484,0.641172246,0.911054416,1.162029423,0.787998649,14.23589522,11.28190082,0.310602614,137.3371196,9.330584266,0.396082032,22.0,630.0,200.2131536,59.14071511,-13.80622837,12.02257316,-37.6854775,0.910687789,0.918828681,0.973124161,9.614721244,217.8775064,10.0898902,231.4541068,7.013760813,0.158079404,1.555514643,-1.006453482,35.13895629,0.0,16.69035448,29.0,63.55,140.0,7.726,8.933,4.48,6.7,119.0,73.0938,36.7,-1.01,0.0,1.0,0.22,153.0,2.8,85.0,48.0,51.77739362090735,2.3337657519268813
22.60869565,-4.286989796,-2.570153061,-0.195153061,1.406666341,-2.443465544,8.010279631,32.94342679,-0.46440281,0.666059994,1.680857951,1.18353305,0.709614192,5.543250238,10.91162541,0.296032828,46.77360618,8.400123329,0.0,10.0,1092.0,176.0520698,117.3333333,-48.0,7.112516871,22.14348344,1.377314815,0.984613061,0.879505192,6.867395157,117.0988172,7.944668052,137.0540589,5.710585787,0.109353986,1.144125467,-2.045241875,25.00348062,0.0,0.0,27.0,58.93319,192.0,7.881,8.86,4.3,7.5,64.0,18.015,78.5,-1.38,1.0,1.0,0.82,100.0,14.0,85.0,16.0,30.697169272161545,1.5799382657195515
22.20054845647461,-10.821545903225587,4.895026869654297,-16.142638852037415,2.5613545005302734,-4.611107908858399,15.074095389914064,33.07444824219726,0.10996765115234375,0.5783152624804688,0.9705578749238282,1.0414064584492189,0.7495427251191407,9.063319863009767,11.370930147265625,0.29776525442675783,95.06708474913086,8.372264500836915,0.5528768588164062,11.7861328125,208.599609375,136.65627025015624,30.604124119582032,-12.144771776603516,4.461538436040039,4.387695519861328,0.7261824008085938,1.0046646174716796,1.177628815044922,4.457598176489258,54.49834368426758,5.19126252881836,59.2325989819043,4.08963714721875,0.2963113224033203,0.27479737385546876,-1.1260955754111328,31.09956886185547,0.014937544359375,10.705400875175782,32.216796875,72.21929006835937,174.08984375,8.1211240234375,8.4857373046875,4.2705078125,8.209375,32.2626953125,70.98912812500001,35.956250000000004,-0.960341796875,0.0673828125,0.998046875,0.227734375,147.4275390625,6.877200620140625,81.494140625,33.609375,1.0352063026555811,0.7419808098308417
18.0602140121875,-10.043478264625001,5.075844850234375,1.9432024360468754,1.791122988640625,-3.7310717394687503,9.91242547690625,32.38288377203125,-0.1806731731875,0.588528350421875,1.01097021275,1.058121852671875,0.750573914640625,8.650494684796875,10.729032076718749,0.29062544084374997,83.03769968453125,8.0238027436875,0.23132205887500001,12.6875,223.796875,146.1943754453125,28.051832168203127,-11.574217639296874,5.323198359872876,0.8375559828437501,1.01605697253125,0.9114815294062499,1.02475918421875,4.697369109593749,59.876671640781254,5.381029288984375,65.81133183609376,4.239894761437501,0.278050542140625,0.35152306729687494,-1.0826185750000001,31.51293174859375,0.0,7.5628168715625,37.359375,85.6452990625,155.46875,8.19840625,7.8675468749999995,4.10421875,8.795312500000001,-11.921875,65.90283125,29.546875000000004,-0.715625,0.34375,0.96875,0.284375,130.55,5.917819656421875,84.140625,46.875,1.032046791618015,0.5218850446562443
17.901777988974608,-11.292684109221678,2.4049320216035155,-7.348657883375976,2.0397854565732425,-4.033664040432617,12.460032642218751,29.61503712774414,-0.007884520589843756,0.5745046865585937,0.6680397519158097,0.9633989250703126,0.7100140407480469,9.267630776064452,10.5717021296875,0.28252065984863284,99.83246717639649,8.285569074391603,0.36399307135546877,14.1650390625,190.087890625,140.90675709632814,18.622176523265622,-4.949817143126953,4.8061354274111325,-0.6674933488183594,0.755267413171875,0.8866475901435547,1.0152096244082032,4.6301456784541015,57.86326200786134,5.181630329080078,61.66463306416992,4.134662565105469,0.3072687886572265,0.35937673892578126,-0.9650931383212891,32.398939634707034,0.014937544359375,2.816116398535156,30.708984375,67.43088366210938,153.6328125,7.3447646484375,7.886831054687501,3.9683203125000004,6.7109375,50.0673828125,43.12987109375,34.962109375000004,-0.821240234375,0.6455078125,0.935546875,0.34015625000000005,94.0892578125,10.13674260492578,89.189453125,107.578125,1.122804917338101,0.8109301496244925
20.586256062245532,-11.71106944787553,5.255887017380126,-12.480637140015013,2.506164901825397,-4.78087816107329,13.956925618051466,32.61303805715116,0.07458556011961769,0.5927558128623835,0.7517632435689754,1.0343143120725609,0.7621991519890117,9.739595405397484,11.358602979549783,0.2985288649450749,104.01910279129206,8.614703762959698,0.5291996792718089,13.521570652511313,195.98940106232973,142.38261289241848,23.82604159248203,-7.527925258912497,4.988019020957786,2.2619759012168794,0.826022583393828,0.9999108423805536,1.1426819320060582,4.676439810836815,59.4198536001387,5.376997955247013,61.56954377003085,4.20845547833591,0.31302373403943656,0.32030227419148466,-1.079611813743182,32.467668788567295,0.049066089111767776,6.479167126191171,33.383585837182906,73.5145143088138,167.14514611180672,8.150309868454933,8.511250082981363,4.309990297555924,7.723266380009536,34.66685962677002,59.12460749511719,44.0659085240302,-0.8881127393245697,0.35383331775665283,0.9967467784881592,0.29929482460021967,124.11401248958072,7.942931376636171,85.02947222681102,63.93189902695789,1.107744885809069,0.777693297561866
18.20879771839963,-12.714296791678478,2.788494924111532,-8.506240542556434,2.2514505508509206,-4.55438407039837,13.563989074934984,30.347452850891216,0.029401915242830663,0.5717664173367127,0.5850975433062828,0.9884778077722574,0.7108282966063972,10.068096661195678,10.573449547446744,0.30976647550908243,110.50485700769087,8.745536938718885,0.42509713093824103,15.35219955444336,200.63687133789062,148.0902466737104,18.9371587768106,-4.476026758393868,5.23157087643305,0.25639102139574566,0.811925619609291,0.9158519228450493,1.0333961194069385,4.8544877423611705,63.78014051326564,5.423082109763473,65.51224975021087,4.290227231316573,0.3210120291708865,0.37812290206579013,-0.9677361008915519,34.25414582118613,0.008268650450279236,2.7979715854585114,29.764864188687547,64.40166295152187,156.2058032243808,7.535053090572357,8.211577763557434,4.137265963554382,6.7635621437520985,66.42120265960693,39.979807336807255,35.98723793029785,-0.8352930927276612,0.7341432571411133,0.9595470428466797,0.3428404426574707,87.52161788147438,11.11131332555065,92.81683779924725,123.19984982143117,11.222484227910172,0.9702678836949399
20.314416728766794,-11.975070735123957,4.5692066912027745,-11.34370664026897,2.4864590959184976,-4.788156482534621,14.348092532963296,32.46799718001226,0.06900243300530515,0.5846529859708156,0.7856500409266894,1.0399769935637466,0.7501609608634006,9.788393146874023,11.266633743241577,0.30928766673680186,104.31784089884141,8.603878249283504,0.5094752862873727,15.141651196041943,211.5473773843161,146.2858410357846,24.289331504221195,-7.431604735989804,5.096982835230959,2.604781668709963,0.8376205156128007,0.9949237107669908,1.1108375942543633,4.81393229239738,63.023881909160906,5.489065395215084,65.69940074364811,4.28330655818343,0.3104310828720555,0.3489743708996411,-1.080195363694413,32.87932907329804,0.03689360073867655,6.680068634554189,33.08115748659536,72.73558884010852,165.75265609177154,8.062032779633999,8.526121574775512,4.295710187554359,7.900693706523105,42.14796555042267,57.72173129673005,37.2647905002532,-0.8947828036546707,0.3760361075401306,0.9942318201065063,0.2963335275650025,129.3310078430271,8.474706188912847,88.83883614567603,73.4854127019002,1.163653604042807,0.87846233160824
