mof,AATS8m,ATSC6c,ATSC2d,ATSC4d,ATSC8d,ATSC1p,ATSC3p,ATSC1i,ATSC3i,AATSC0m,AATSC8v,GATS3c,GATS4dv,GATS1v,GATS5p,BCUTm-1l,MINdssC,AETA_eta_FL,ZMIC1,GGI10,AtomicNumber,AtomicMass,AtomicRadius,Mulliken EN,Polarizability,Electron affinity,IonizationEnergy,Density,Mr,Boiling point,Permittivity,LogP,HBD,HBA,MPC,pH,Temperature,Time,Target
QIWCOQ_clean,81.31413576,-0.264793458,-18.24793388,13.85123967,-2.644628099,1.472259774,-5.996939954,13.14481033,7.544781948,32.79552284,2.056748641,0.706860842,1.007520247,0.783322542,0.820579088,11.69551325,-1.05085302,0.297778555,124.8861474,0.966048362,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2.4,100,48,1635.280995
RAZGOQ_clean,1.016064,-0.245813499,-1.777777778,-18.66666667,0.888888889,1.317524469,-1.424079737,7.288704339,-9.862777593,40.18891489,64.74451918,0.7457462,1.072135417,0.790931631,0.851221741,11.76898912,-1.613611111,0.218090268,51.69925001,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,14,25,252,384.2924989
RONWIA_clean,53.11604345,0,0,0,0,-0.274997807,0,-3.499322693,0,32.66933622,12.40347996,0.732577445,1.07858334,1.069928838,0.986918241,11.9639622,-1.201626316,0.440371521,7.39649167,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,3,5,252,1442.107053
SEYNAM_clean,53.11604345,0.087784461,-2.198347107,0.247933884,0,0.097328297,-0.344356039,0.057448453,-2.49472335,43.30019117,12.40347996,1.280850935,0.261904762,0.933062397,0.046960282,11.86317731,-1.3125,0.256637908,23.35109319,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,25,252,171.5570643
TAPKAY_clean,10.0180416,0.490987573,-11.30484694,2.455357143,3.100765306,-2.487163497,-12.00610861,0.262683886,-25.65758723,73.75532139,0.652874102,1.098437451,1.056706923,0.912120264,0.938473467,11.73683219,-1.201626316,0.214389861,40.70029791,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,160,120,42.07915794
VETMIS_clean,64.68419335,0.132479847,-29.08333333,-13.83333333,26.75,4.278971253,-6.510757069,14.11801481,-21.33311925,31.32424805,-2.006335376,0.728532146,1.06262993,0.730293769,0.99477401,11.66466594,-1.026615671,0.30477907,285.2214835,1.510866238,29,63.546,140,4.48,6.7,119,7.726,8.933,87.12,165,37.8,-0.77,0,1,0.25,0,85,72,5702.672467
VOFFED_clean,51.70665914,0.007993095,-4.714625446,-1.868014269,-1.136741974,-0.322748633,-1.396955745,-7.034199815,-2.986244747,31.94871591,-13.24990373,0.838828755,0.867817618,0.990230135,0.90862692,11.73187325,-1.201626316,0.275123094,33.8842467,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,90,24,601.3252792
LATPIG_clean,53.11604345,0,-0.703125,0.78125,0,-0.448363995,-0.58535886,-9.186189497,-0.600939763,35.48540873,12.40347996,0.832056377,0,0.946355843,0.986918241,11.97935676,-1.201626316,0.339917219,13.75,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,60,24,784.8335308
QUQFIS_clean,88.02301753,2.29844053,-12.96,8.64,-31.2,3.428810199,-5.970323615,20.61053292,-32.82925931,33.23412061,6.043474162,0.552391461,0.98738868,0.66831864,1.04545095,11.6717852,-1.420141844,0.294105668,118.2867643,0.843587389,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,65,24,2624.136911
RUGZAW_clean,59.8187772,-0.230253373,-8.364839319,5.444234405,3.206049149,1.055009632,-2.351118815,1.994416153,-13.6055966,32.14981842,-5.020703396,0.651485792,1.098346018,0.754761848,0.811426346,11.69231601,-0.986801177,0.311991486,72.20558505,0.214876033,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,70,72,1403.329354
WOGHEG_clean,75.28839164,0.112363174,-5.223140496,0.198347107,-2.545454545,0.834297769,-1.515820561,4.994786633,-8.369289313,36.18348982,10.10058546,0.652883673,1.034328358,0.788009219,0.922412466,11.695836,-1.034897119,0.291138999,39.71183116,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,80,24,411.8015523
IYOQAQ_clean,12.301632,0.97492078,-4.202268431,0.404536862,3.519848771,1.202944254,-2.673623196,19.84880231,-18.53818351,31.69362049,14.17098864,0.614703494,1.200838761,0.636528963,1.440340953,11.6952916,-1.224217687,0.300371788,35.92645673,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,80,48,549.0816398
QEBKUF_SL,72.6992599,0.411828903,-26.79041485,48.24881762,46.52439079,6.049715758,-7.747760706,36.50977269,-42.28232151,32.31914004,-3.726238868,0.548561846,1.022954784,0.721641965,0.829530199,11.66705844,-1.179457785,0.299573254,266.4881997,2.771962045,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,2,80,48,3329.752813
TEMPAE_clean,94.87615332,-0.418587846,3.28,-34.72,-11.92,1.096882932,-2.933165746,6.611023081,-15.82128015,35.34440695,-22.23239395,0.629184222,1.207246092,0.912726357,1.53336712,11.67289496,-0.951463881,0.25804215,49.41279171,0.066115702,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,80,48,2354.565595
USORUR_clean,86.45903909,1.613844725,-11.03703704,3.296296296,-7.296296296,0.805880996,-2.673287471,4.076910133,-16.53955142,33.988018,-1.100695071,1.062981435,1.195062978,0.772583169,0.938200351,11.70536326,-1.059752972,0.306445077,92.29414729,0.321395776,30,65.39,139,4.45,6.4,-60,9.394,7.134,101.147,177,9.2,-0.52,0,1,0.2,,80,72,3061.169871
ADASOP_clean,80.37975088,1.060365019,-15.1875,-8.25,7.5,1.996084405,-10.71806864,10.95828533,-62.36417298,35.62107631,-9.022976552,0.74745806,1.023802469,0.782175374,1.14206076,11.69594426,-1.377243503,0.287978015,104.8650406,0.470156107,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,85,12,3369.34013
WIJXIY_clean,81.87976074,-0.498639452,-4.286989796,-2.570153061,-0.195153061,1.406666341,-2.443465544,8.010279631,-16.38879479,32.94342679,-12.4435058,0.666059994,1.18353305,0.658384588,0.951029579,11.66826923,-0.993721183,0.296032828,46.77360618,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,101.147,177,9.2,-0.52,0,1,0.2,,85,16,3626.480258
NATFAS_clean,13.1048064,-0.220375506,-0.875,-11.25,5.625,1.607785695,-1.434921216,9.126289891,-9.325384487,33.54745824,18.48932439,0.654480144,1.043013891,0.601202732,1.081050527,11.6902141,-1.660334467,0.288201079,54.15839793,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,85,72,847.9131738
VIXTUT_clean,34.7672395,-0.033333545,-4.875739645,-0.01183432,0.781065089,-0.320913943,-1.672150744,-6.943192378,-3.734622442,31.92973033,0.844572563,0.871357617,0.786771982,0.951672677,0.723612308,11.72925583,-1.201626316,0.294774743,33.46661213,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,85,72,14.98990791
WOPHIU01_clean,74.94710191,0.576706477,-10.75739645,-3.396449704,-2.74704142,1.334025229,-7.434777533,7.376421027,-43.5796636,35.71335985,-4.678749331,0.755412542,1.008631128,0.794246614,1.012228226,11.69992408,-1.286926792,0.290645975,75.57721022,0.206101418,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,85,72,285.2655824
WOPHIU_clean,74.94710191,0.576706477,-10.75739645,-3.396449704,-2.74704142,1.334025229,-7.434777533,7.376421027,-43.5796636,35.71335985,-4.678749331,0.755412542,1.008631128,0.794246614,1.012228226,11.69992408,-1.286926792,0.290645975,75.57721022,0.206101418,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,85,72,123.7681032
PUWDOA_clean,60.36818889,0.097417667,-12.11418685,7.152249135,7.837370242,2.04876031,-3.769315624,12.38648055,-21.2120641,32.94325277,-3.294897112,0.573957074,1.075410922,0.730000936,0.825646086,11.67354494,-1.006453482,0.302594029,94.96151371,0.297520661,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,90,24,2196.888684
UWUTIQ_clean,80.756181,0.05004531,-4.767361111,-1.626736111,-0.685763889,0.414690494,-1.272218524,0.163673221,-3.720835241,33.12236148,-16.56632117,0.65728106,1.09034788,0.794113787,0.982830329,11.69223715,-0.906223755,0.316205373,37.00025104,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,90,24,1443.788389
OMUSAS_clean,40.14815383,0.138697773,40.32,3.84,44.13,3.527607153,12.09826015,20.58339271,65.59609297,32.69388245,-9.557414242,0.497260555,1.113849337,0.85944304,0.991485265,11.66926341,-0.941744231,0.233229459,148.3510002,0.981359045,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,90,48,3826.033088
ROTQIC_clean,88.98646802,0.356346327,4.066481994,-4.725761773,-18.70637119,0.175761733,0.240529757,-10.07526549,10.11303721,35.38839716,-10.54087214,0.823615009,1.297787944,0.848740617,0.970227327,11.66564285,-1.388279512,0.258316343,58.71219682,0.099173554,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,90,48,305.0405926
TAPHOJ_clean,37.54951636,0.090536976,-8.16,-0.48,1.6,-1.28634823,-3.909654271,-24.91576334,-6.496059526,32.82126249,7.779913145,0.990595243,0.776273885,1.080333494,0.757626676,11.73595071,-1.201626316,0.26163836,42.33674271,0.008366493,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,90,48,10.33788405
QOJKAB_clean,53.11604345,0,-0.777777778,0.111111111,0,-0.182821245,0.093543988,-2.043409413,0.607050309,45.50624822,12.40347996,1.160644902,0,0.768978108,0.986918241,11.99395378,-1.833333333,0.27616016,15.54135417,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,90,68,1320.481804
AVESOL_clean,94.42985792,1.831804663,-10.11815301,5.618379357,-33.0421005,2.723052506,-4.839108736,16.31044975,-26.93677022,33.54613823,3.382679316,0.5651138,1.011651882,0.667816851,1.087342141,11.67566697,-1.394238874,0.293653649,92.97512701,0.281195796,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,2,90,72,2102.768148
GALCAZ_clean,80.756181,0.050123031,-4.289224953,-0.446124764,-0.506616257,0.14368353,-1.566444308,-4.392898334,-12.16455845,32.90451017,-16.44682728,0.793222471,1.1647935,0.800670138,0.940450618,11.71997614,-0.968723755,0.321609259,32.71615085,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,11,90,72,893.9359083
REYPES_clean,34.7672395,-0.061443225,-4.444444444,0.666666667,1.333333333,-0.022742002,-2.078085138,-1.517333124,-22.66403021,33.02937774,1.924976895,1.223643051,0.943555426,0.862707483,0.580791653,11.74698745,-1.201626316,0.328898389,34.28371043,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,90,72,235.2128992
YOZQEK_clean,81.87976074,0.584232794,-1.738406659,-1.4078478,0.403091558,0.757743577,-2.616337785,6.988333172,-16.28510309,48.24186274,-11.11001389,0.570121809,1.211259256,0.686886539,1.353242636,11.68525362,-1.226684146,0.29278854,51.58192136,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,95,24,2819.999019
SARNOQ_clean,53.11604345,-0.031917899,-0.688271605,-4.25308642,0,0.732270301,-0.958707036,10.57626888,-16.19075257,22.23528039,12.40347996,1.053502591,0.735576923,0.484554494,0.869850567,11.79944746,-1.201626316,0.318262194,36.02222432,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,95,72,1412.078393
BOWZUK_clean,81.40735391,-0.261157587,-7.56,-11.04,-18.72,-1.818734849,0.03853724,-38.58146038,12.4653254,31.15258984,8.741672262,1.194876367,1.001299432,0.870555825,1.156831407,11.70903057,-1.201626316,0.322442863,83.06142365,0.189801041,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,12,1289.129545
LAZJIH_clean,13.1048064,-0.220375506,-0.875,-11.25,5.625,1.607785695,-1.434921216,9.126289891,-9.325384487,33.54745824,18.48932439,0.654480144,1.043013891,0.601202732,1.081050527,11.6902141,-1.660334467,0.288201079,54.15839793,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,48,1444.871363
VOLPET_clean,1.016064,0.764947356,-2.973333333,-3.382222222,0.537777778,1.530571154,-5.553225414,6.476948229,-18.63677144,63.03764033,93.98528538,0.598416783,1.077299221,0.58095194,0.59828359,11.7565876,-1.094907407,0.260281625,32.07349969,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,48,3180.260305
HIFGIO_SL,66.18859636,-0.016997612,-5.23553719,-11.75206612,-9.347107438,1.370974177,-3.223821299,8.24614946,-17.78418443,33.84414776,-2.415735581,0.595197442,1.137275028,0.818235983,1.05031024,11.6738744,-0.940177589,0.286030485,64.65770707,0.14855627,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,14,100,60,2164.726593
HUTTIA_clean,50.01408571,0.075293298,-5.2,-0.88,-0.96,-0.096368731,-2.450333046,-1.646452581,-17.77088557,33.32540704,5.536301281,0.932881559,0.826279659,0.959195759,0.633294516,11.73595199,-1.201626316,0.290483481,35.23625592,0.016324865,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,60,292.2892687
BAFCAP_clean,53.85710149,-0.855344213,25.52092921,-14.44758565,-10.17320476,-1.222465129,10.88855648,-9.746004189,69.45612368,37.50399862,1.018914097,0.759707799,0.942291309,1.040331435,1.229666146,11.68565422,-1.201591296,0.235396339,113.1896723,1.333027242,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,72,391.4801695
OHIHET_clean,73.01108926,-0.016340634,-4.38957476,-2.282578875,-3.796982167,-0.327849505,-1.157909607,-10.42696979,-1.676421286,31.61036755,-16.08720508,0.792116324,0.913469646,0.83797665,1.16120842,11.6976973,-1.201626316,0.318063287,35.54550378,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,100,72,108.6786522
QIVZEC_clean,41.88954823,0.036768908,-3.9375,-4.0625,-0.1875,-0.577992835,-1.188220124,-5.985599143,-8.288247749,32.63143234,-6.983776686,1.058467277,1.240438317,0.970068338,0.906062759,11.73260018,0.86648715,0.303174125,37.71691719,0.016324865,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,100,72,396.7409214
VOXQOQ_clean,53.11604345,0,-1.4,-0.36,0,-0.24692799,-0.338030963,3.063153887,-4.060834963,37.03984216,12.40347996,1.417569238,1.488095238,1.029847109,0.986918241,11.88995186,-1.201626316,0.291377293,15.18317422,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,80,692.3650843
XASNUD_clean,1.016064,2.000772516,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,-17.17443023,35.1171682,81.72840318,0.597938845,1.210144928,0.665297038,1.504254123,11.69541116,-1.374444444,0.29112234,43.31347594,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,0,100,120,1863.905264
XASPEP_clean,1.016064,2.000772516,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,-17.17443023,35.1171682,81.72840318,0.597938845,1.210144928,0.665297038,1.504254123,11.69541116,-1.374444444,0.29112234,43.31347594,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,0,100,120,1551.98719
IBUBIT_clean,53.11604345,0,-0.703125,0.78125,0,-0.448363995,-0.58535886,-9.186189497,-0.600939763,35.48540873,12.40347996,0.832056377,0,0.946355843,0.986918241,11.97935676,-1.201626316,0.339917219,13.75,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,144,2020.052629
NUCPEI_clean,87.95483344,1.413450806,-8.11815301,1.682209144,-3.863739249,2.723052506,-3.832684451,16.31044975,-21.46985753,33.54613823,2.26724126,0.573814361,1.018313748,0.667816851,1.106985194,11.67530069,-1.423482439,0.294136062,92.97512701,0.281195796,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,105,72,1498.48036
QUNWAZ_clean,53.11604345,-0.035544505,-2.32,-3.54,0,-0.312419267,-0.146509697,-6.672990632,5.60363627,31.17136264,12.40347996,0.904965454,0.891739675,0.854775937,1.147887577,11.70999665,-1.201626316,0.336279042,31.98506523,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,110,72,1173.56132
TOHYUM_clean,1.016064,0.640346379,-4.111111111,-1.777777778,0.444444444,0.82618979,-2.226927701,4.879682183,-13.6613542,36.15315736,75.66463763,0.633909222,1.278409091,0.736398353,1.108356189,11.70028359,-1.126759259,0.298157506,33.93016113,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,1,110,72,954.6110328
WIRKOZ_clean,55.63239505,-0.258898039,1.844290657,-2.240484429,0.105536332,1.414390319,-5.034947107,7.919099042,-29.82942807,32.8310926,2.023102044,0.764251885,1.076119008,0.778395603,0.879544541,11.67249114,-0.959896907,0.2885935,99.70431454,0.313233344,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,110,72,2086.080591
WIRMOB_clean,63.22631001,-0.172663167,14.73975309,6.056296296,-37.61777778,2.13323485,-4.870968987,12.03875322,-29.757584,31.65782655,-1.968515002,0.741465971,1.039938947,0.746802871,0.87392053,11.66525258,-0.962280729,0.284603231,139.7405826,0.559738802,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,110,72,1286.215634
XUKNIC_clean,60.95919576,0.828344419,-7.222684703,1.597294485,4.399583767,1.573870615,-3.076280144,9.44104643,-17.78670351,34.41735606,7.934098653,0.584430417,1.096593616,0.70543319,1.049385432,11.68292264,-1.234716553,0.29713132,58.98832991,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,1,110,80,2151.037204
REDYEG_clean,53.11604345,-0.028679387,-2.87755102,-1.076530612,0,0.118706081,-1.240526058,-2.403599661,-5.761308638,35.44306652,12.40347996,0.738056826,1.30875153,0.828023649,0.404065107,11.7355373,-0.919074074,0.318906442,19.93194522,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,74.12,108,15.8,0.76,1,1,0.27,,110,96,503.5114886
PODXEN_clean,81.40735391,-0.261157587,-7.56,-11.04,-18.72,-1.818734849,0.03853724,-38.58146038,12.4653254,31.15258984,8.741672262,1.194876367,1.001299432,0.870555825,1.156831407,11.70903057,-1.201626316,0.322442863,83.06142365,0.189801041,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,11,120,24,387.720846
XUKHUI_clean,69.21254169,0.279384245,-12.49657064,-2.72702332,-8.803840878,2.171920349,-7.168670034,10.82598544,-48.73836691,35.71185691,5.0919354,0.678353765,0.929693332,0.778854606,0.977013796,11.69956854,-1.229287167,0.28835939,74.0727016,0.272217121,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,24,768.7275754
HUVHOX_clean,77.16560878,-2.07446148,-3.755102041,-5.301020408,-3.698979592,-3.295340403,5.285811414,-34.65892614,-11.67756262,61.95719226,3.164892813,0.885437507,0.763119723,1.014983728,0.978371547,11.90153426,-1.549545208,0.237608036,52.60913144,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,40,489.3113222
OLEKUM_manual,16.126992,-0.451385656,-2.938271605,-3.75308642,2.419753086,1.118070607,-1.000737229,5.21019315,-11.32452737,90.38782669,15.20973491,0.746870795,1.333618689,0.52000802,1.360909663,11.70027883,-1.255704837,0.27964116,41.56123891,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,48,1565.674033
WIJXEU_clean,81.87976074,-0.498639452,-4.286989796,-2.570153061,-0.195153061,1.406666341,-2.443465544,8.010279631,-16.38879479,32.94342679,-12.4435058,0.666059994,1.18353305,0.658384588,0.951029579,11.66826923,-0.993721183,0.296032828,46.77360618,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,48,2609.325944
FURFOP_clean,62.68944836,-0.054063936,-4.244897959,-0.408163265,-0.816326531,-1.654043288,-2.021584024,-29.47152043,-8.036121353,33.8917678,3.20033183,0.78971564,0.929273828,1.162035688,0.913675321,11.84672057,-1.201626316,0.25312871,30.92040387,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,120,72,561.5014169
MEJQEZ_clean,53.11604345,-0.028679387,-2.87755102,-1.076530612,0,0.118706081,-1.240526058,-2.403599661,-5.761308638,35.44306652,12.40347996,0.738056826,1.30875153,0.828023649,0.404065107,11.7355373,-0.919074074,0.318906442,19.93194522,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,72,383.4295799
MEJQID_clean,53.11604345,-0.028679387,-2.87755102,-1.076530612,0,0.118706081,-1.240526058,-2.403599661,-5.761308638,35.44306652,12.40347996,0.738056826,1.30875153,0.828023649,0.404065107,11.7355373,-0.919074074,0.318906442,19.93194522,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,7,120,72,528.4657145
MEJQOJ_clean,53.11604345,-0.028679387,-2.87755102,-1.076530612,0,0.118706081,-1.240526058,-2.403599661,-5.761308638,35.44306652,12.40347996,0.738056826,1.30875153,0.828023649,0.404065107,11.7355373,-0.919074074,0.318906442,19.93194522,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,99.131,202,32,-0.38,0,1,0.31,7,120,72,570.9301269
OYEBIE_clean,34.7672395,-0.033333545,-4.875739645,-0.01183432,0.781065089,-0.320913943,-1.672150744,-6.943192378,-3.734622442,31.92973033,0.844572563,0.871357617,0.786771982,0.951672677,0.723612308,11.72925583,-1.201626316,0.294774743,33.46661213,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,72,108.3713769
REYCOP_clean,37.54951636,0.090536976,-8.16,-0.48,1.6,-1.28634823,-3.909654271,-24.91576334,-6.496059526,32.82126249,7.779913145,0.990595243,0.776273885,1.080333494,0.757626676,11.73595071,-1.201626316,0.26163836,42.33674271,0.008366493,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,72,17.29689993
TETZEZ_clean,48.72060853,-0.225566882,-7.706371191,0.770083102,3.523545706,-0.030029776,-2.770365676,-7.279671121,-20.35887862,32.65565335,6.637188774,1.198668985,1.097127497,0.822559939,0.727094827,11.70036602,-0.247877854,0.323386496,52.71662526,0.074482196,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,72,2434.183621
YOYBUL_clean,59.8187772,-0.230253373,-8.364839319,5.444234405,3.206049149,1.055009632,-2.351118815,1.994416153,-13.6055966,32.14981842,-5.020703396,0.651485792,1.098346018,0.754761848,0.811426346,11.69231601,-0.986801177,0.311991486,72.20558505,0.214876033,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,120,72,2050.874551
NEVJOP_clean,64.47380692,-0.686851234,-2.522460938,-5.137695313,9.372070313,0.809720156,0.19372622,-1.844656586,5.850042031,38.30275865,0.690453959,0.666454711,0.869173702,0.838400701,1.148376931,11.69975547,-1.428040438,0.277435959,47.75460508,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,72.106,66,7.6,0.46,0,1,0.28,14,120,96,385.6073764
UWELIS_clean,76.26780615,-0.35445555,-6.254942768,-1.703433923,-6.08012487,0.839443132,-3.278867393,0.928315349,-20.68070018,34.1620692,-3.590869412,0.762348166,1.104262103,0.752931432,0.928648603,11.69969219,-1.280083249,0.307548953,43.71046307,0.049382716,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,120,96,1776.782076
MAZSUD_clean,16.126992,-0.375085452,-5.111111111,0.888888889,1.777777778,0.82618979,-2.226927701,4.879682183,-13.6613542,36.15315736,-3.796086632,0.64561009,1.380681818,0.736398353,0.656084432,11.70043096,-1.063019652,0.298157506,33.93016113,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,120,980.0280127
RUGKOV_clean,53.11604345,0.056162159,-2.777777778,0.444444444,0,0.287561784,-2.087954626,2.961688848,-14.48912924,36.53934956,12.40347996,1.013792597,1.231229848,0.74582815,0.169491656,11.77231299,-0.959490741,0.301222355,17.59147917,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,336,2571.956438
FECYUJ_clean,79.6934388,0.157290171,-5.625,-1.25,-3.375,1.139410675,-2.38549814,6.871726703,-13.71323248,33.988018,22.0485913,0.593341485,1.147963057,0.704663487,0.994856746,11.66346283,-0.996100823,0.299009126,45.08220626,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,130,28,2002.810333
FONPUV_clean,70.35097291,-0.24891619,-5.222684703,-2.112382934,-1.443288241,1.573870615,-2.069855859,9.44104643,-12.31979082,34.41735606,5.129839987,0.610572535,1.129823726,0.70543319,0.975504353,11.68205177,-1.190509364,0.297889398,58.98832991,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,130,72,495.7472464
YILJAG_clean,53.11604345,-0.354506215,4.897959184,-22.53061224,0,0.139412692,-0.335365577,7.273237557,3.826571506,33.8917678,12.40347996,1.274584122,1.466652685,1.025941208,1.589274523,11.72312192,-1.201626316,0.241951672,33.86076539,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,130,72,2735.147117
