AATS8m,ATSC6c,ATSC2d,ATSC4d,ATSC8d,ATSC1p,ATSC3p,ATSC1i,ATSC3i,AATSC0m,AATSC8v,GATS3c,GATS4dv,GATS1v,GATS5p,BCUTm-1l,MINdssC,AETA_eta_FL,ZMIC1,GGI10,ATS4dv,AATS5v,ATSC2s,ATSC1Z,ATSC0p,ATSC7i,GATS7Z,GATS3m,GATS5m,SpMAD_DzZ,SpDiam_Dzv,SpMAD_Dzv,VR1_Dzp,VR2_Dzp,RNCG,Xp-6dv,MAXdssC,MIC4,PEOE_VSA5,EState_VSA2,Atomic number,Atomic mass,Atomic radius,Ionization energy,Density,Mulliken EN,Polarizability,Electron affinity,Relative molecular weight,Permittivity,LogP,HBD,HBA,MPC,Boiling point,pH,Temperature,Time,Cost,SSA
43.28649559553955,-0.3346831618234863,-6.004195764450196,-1.8711914451489258,-3.0053492911409916,1.8433381957893067,-3.1831803847584226,10.552575072411866,-19.950119420526857,35.47099672667237,-2.5853505809628903,0.773499070581665,1.013991993250122,0.6578209582221679,0.8581039982384033,11.686255241501465,-1.3112176202835695,0.2928389090627441,66.35703947744629,0.20324252420678712,156.082275390625,131.24487181949462,19.642650361944337,-7.561694423266845,3.7834427327218014,2.1343856096666265,0.6649474001558838,0.9898566234559327,1.0591829231824952,3.7203531564500736,40.36208191795825,4.395504105720215,46.3028027718689,3.704839227281372,0.3671199310090332,0.18982708584228516,-1.0510442516697998,32.515972603109134,0.00995836290625,6.480407464262695,34.71044921875,78.47986206542967,155.9637451171875,7.560331665039062,8.14171142578125,4.211478271484376,9.44346923828125,82.778076171875,50.44409721679688,33.7637939453125,-0.82845947265625,0.564208984375,1.0,0.28094482421875,103.406982421875,6.211649048703857,98.0780029296875,60.9970703125,1.0019900922846006,1335.1564342974723
63.178349428016666,1.0748699071043397,-9.898122287204467,5.489541549641297,-8.106570954397018,2.9536817854995423,-4.350102358337723,19.474847918179655,-27.49076876385736,33.20925837324127,13.795571899602294,0.6249240785944365,1.0801972033029936,0.6988697321813354,1.0195654144734039,11.678338329787293,-1.240958618615036,0.2999286489634094,108.84032277651916,0.6603352951220398,230.85338338212892,148.5986321747464,28.797017049516967,-13.70309921335318,4.297009165129288,3.4535637873579863,1.1809293499499054,0.9323980922325287,1.10275428648497,4.446389270417831,52.50653018546451,5.260423419604431,58.73389515579514,4.218424964750016,0.27784983383584594,0.2829530822954712,-1.1771002178554535,32.359385764907685,0.2004120535273438,7.900966249578247,31.86956787109375,69.99387543395996,157.16123962402344,8.243915481567383,8.060120178222656,4.309818572998047,7.975257873535156,29.747161865234375,70.4376269958496,37.46446838378906,-0.8862625122070313,0.151092529296875,1.0,0.2620956420898437,142.73510131835937,6.506082502694671,95.55442810058594,75.0816650390625,1.003042019880624,2262.7951306756245
71.24412095951601,0.2878374798601675,-10.326537717096269,4.653496784690482,-6.2503118857342574,2.3849828534814232,-3.876903996580474,14.423263377316086,-22.397078259345975,32.66985449600425,-2.0931472477900086,0.583899403448112,1.0596738175772207,0.7122626839640789,0.9207853310484997,11.668390139446725,-1.096921964775456,0.3009857218815508,105.19857121117882,0.4686926520239916,224.75061639149476,159.90874581288975,29.377927730287634,-11.844176797322099,4.760746345207029,5.964651027211917,1.575903187115499,0.9913799638300367,0.9114928324032923,4.720592541723946,57.60023750349151,5.427923611539726,61.78195829193787,4.231160792222999,0.288758994522151,0.3043420692347546,-1.1665958510876373,32.443221003527796,0.188073055249054,9.251598885007773,49.01129341125488,115.72808129930496,195.10559129714966,6.884587752819061,7.471944648742676,3.6969106340408326,17.275908422470096,55.82117938995361,62.57575779399872,39.6329550743103,-0.9868983554840087,0.23939990997314453,1.0,0.29224419593811035,135.29605693817138,7.064303214628605,85.35270929336548,59.75728988647461,1.0632152900581957,2667.6389996182984
69.8206088940795,0.28319130417528343,-10.37404005951618,5.121295943603725,-5.10581742976903,2.3234500731713617,-3.8130318926609776,14.042329233813195,-21.940245132557507,32.732768740111354,-1.7472068465371284,0.5937106481695833,1.0624849064099493,0.719643088456337,0.9010294061009436,11.669371891816045,-1.0805297069379416,0.30149757100658225,104.55547325208687,0.4431706594587269,255.82246971129302,164.51571192937203,31.928693106139633,-13.40467762147646,5.01782102136281,6.518038329123014,1.4944808623326005,0.9492060577041426,0.9454755990003443,4.874173934205161,63.75207734806756,5.614576674204578,68.61605427221127,4.40351084933514,0.2768262963238277,0.35245874952070233,-1.1560693957366532,33.65451256382827,0.2857762072800293,9.918826889223329,46.99572563171387,110.48370583084106,188.09540271759033,7.244613768577576,7.556648313522339,3.7914678096771244,15.888636112213135,36.31439971923828,65.07217759933471,37.20062885284424,-0.9452606391906738,0.20752525329589844,1.0,0.2611869430541992,136.63626441955566,6.435169642163853,87.39037036895752,53.175331115722656,1.4041737734370798,2723.3205745568675
70.52272786820009,0.28420597329514274,-10.300560651902831,4.831462357838197,-4.826642028149434,2.343897134850268,-3.828172462041051,14.116639640311618,-22.388314701707575,32.70614753047383,-1.9721238496297124,0.5845073895992734,1.0646355726290522,0.7134359555379086,0.9178948959740468,11.669260722135679,-1.0955234322892022,0.3013522584870893,103.48289537610799,0.44775794295495147,242.19982033967693,163.50429193409784,31.086887427152114,-12.701744998332234,4.896005205578188,5.8568007163545905,1.6074304194852245,0.9826292618571533,0.9059646910394592,4.827447768382371,60.93174118454262,5.54794888110146,65.5929399751351,4.313633143389576,0.27806243622079985,0.3272990539125723,-1.1769939051685328,32.362747127692785,0.12128730343427707,9.844323191624433,49.47755587100983,117.10199008537471,194.99907752871513,6.896794395506381,7.530213485866785,3.687503510415554,17.424212613701823,53.03880554437637,63.99488507164121,39.67911488711834,-0.9926375114917755,0.2057902216911316,1.0,0.28793637901544566,138.20946137905122,6.523362634015803,85.44767573475838,51.98541796207428,1.61072476668339,2734.800400452492
69.41354895547961,0.23682475935441974,-10.729185676630411,4.859258093526669,-4.998224301976215,2.380861560805136,-3.894644407280234,14.410264427611706,-22.33166195557818,32.558671579222896,-1.4482615760363562,0.5796341152545299,1.0587460032975091,0.71240375029039,0.9043344301664811,11.667710720466715,-1.0801819833821893,0.30125030852074763,106.60963085219396,0.4560955665789757,190.8184245427342,153.66277767714155,21.742353524392932,-6.712882390787264,5.120123732921685,4.878465970395876,1.395343596616121,0.9897279115672344,0.9381905278571177,5.057702031024959,61.696827438488846,5.6497441067332135,61.64282319818245,4.247399996914188,0.2984945555651789,0.3377079288232174,-1.1464024038829224,32.08205910392744,0.1424062279599495,6.466374629456418,46.910173416137695,109.86018203218937,186.30211448669434,7.323448238611221,7.683447476625442,3.8710115146636963,14.671378707885742,38.29666805267334,50.5010895131588,47.504248929023746,-1.051837592124939,0.4607505798339844,1.0,0.40669564962387084,121.94076128005982,8.905225170982465,92.90973424911499,87.92165660858154,1.7301179778902736,2831.980561215732
100.9993433,1.320795889,-8.222222222,-2.24691358,-1.308641975,2.06825354,-4.053316831,12.36135611,-23.31624002,32.45407781,-10.73879946,0.600497003,1.152147064,0.639874209,1.224004311,11.65472924,-1.335937022,0.295363453,64.51144864,0.363228242,1.0,86.85232572,6.348781179,5.142857143,2.572836741,0.0,1.168751983,1.677428745,1.051324804,2.430478486,16.77938182,3.282788429,19.99660532,2.856657903,0.406943335,0.0,-1.189788479,25.72773316,0.0,0.0,29.0,63.55,140.0,7.726,8.933,4.48,6.7,119.0,73.0938,36.7,-1.01,0.0,1.0,0.22,153.0,6.989312977,65.0,24.0,4.969380292379341,2982.114863207758
69.18328513825622,0.23545219876788331,-11.9398116178302,3.8431021776696777,-2.9574346123382265,2.2883427364922486,-4.206471010234772,13.648562989731506,-23.672951284730345,32.26157828853699,0.21299187324365265,0.5767665726911926,1.0644796876076965,0.706885274658081,0.9077198522552795,11.665476216708374,-1.0594569114316101,0.3017188562505493,106.79496391612794,0.41018038734918216,170.54913330078125,153.80815632761232,15.892826870655398,-2.4146578357886352,5.426428489347687,1.9951654434245913,1.2032877951077576,1.0074129810050354,0.9376047979775697,5.259487715739471,64.04902797875665,5.743813275150757,62.95933581625397,4.3064543916497495,0.31773238636541745,0.36989916914178467,-1.1033759460993346,32.35108794832367,0.024895907265625003,3.5869349389135743,42.67852783203125,98.36389053222656,175.37026977539062,7.688381988525391,8.23577099609375,4.087200622558594,11.366567993164063,39.2222900390625,39.16513582763672,49.65448608398438,-1.03854248046875,0.699462890625,1.0,0.46310485839843746,102.464697265625,10.584121541000975,98.12057495117188,110.935302734375,15.318195499635962,3073.9513840495347
70.1867550101541,0.36205170172677614,-11.033413348078003,4.816229588211366,5.370154100462174,2.084193549585114,-3.827193010715713,12.331443498423676,-22.576626411093933,32.52406261849396,-3.5724773359523927,0.5861560474336089,1.0978941834898226,0.7059075293156128,0.9203919768841096,11.666661666172791,-1.087332501321518,0.301320209592926,90.96514683567688,0.29691066436776736,307.8526916503906,168.77002981662628,37.08111517366028,-20.241558996530546,4.71254634449556,8.036425714437392,1.7758537197975006,0.9918609809352265,0.5936772549174042,4.912601767327194,68.89614904127566,5.783842681117126,74.45007611120835,4.358253684362991,0.2374424045679016,0.3284449802316284,-1.3859494845978242,29.53410432856918,0.011203158269531251,14.159269174672488,52.55035400390625,126.44588386169433,201.7389373779297,6.538854263305664,8.152686584472658,3.5536387634277347,19.62733917236328,56.654144287109375,61.957544744873054,44.753665161132815,-1.0726541137695311,0.201873779296875,1.0,0.33759735107421873,141.61171264648436,2.97381419404599,82.71476745605469,29.6710205078125,15.902403085263899,3103.0325150688514
66.99118096540758,0.2720409784099229,-11.39993218026937,5.622387607376281,6.018992169004438,2.0860711069952615,-3.8322766274497626,12.389147353164464,-22.56191493394239,32.65127347197456,-3.402109653503742,0.5846555963908331,1.0890586074983746,0.7145474699554326,0.8885115560777699,11.668793340825967,-1.0595591160026367,0.3018247529463645,93.37008242670889,0.3039579780455893,299.40237375100253,164.9196732311055,36.380486457176644,-20.78346496248112,4.579369393116866,8.481114812239886,1.8010853587300808,0.9689472100321818,0.5646583833394432,4.821337960151473,66.06287358340641,5.7139124618270625,71.86651312184662,4.299330798802229,0.23665616457569943,0.32259809533869194,-1.4063292075332283,29.21211543070991,0.030847952979812625,13.580632161908557,54.1551558971405,130.78841431461095,207.088793694973,6.431809675514698,8.036764405488968,3.4742693632841113,20.917496877908704,51.57676541805267,60.366474356627464,46.02462965250015,-1.0844389736652373,0.236017107963562,1.0,0.35774843573570253,140.19867246150972,3.1184139566274602,83.32734435796738,30.938150882720947,20.740489263751343,3251.3634195137565
