AATS4s,AATS6i,ATSC2dv,ATSC3dv,ATSC0Z,ATSC3v,ATSC4v,ATSC5v,ATSC6pe,ATSC7i,AATSC5dv,AATSC4Z,AATSC0v,MIC1,MID_O,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density_,Relative Molecular Weight,Permittivity,LogP,HBA,MPC,Boiling Point (°C),Target
4.274074074,157.6435699,1.0,-45.5,203.0,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,0.305555556,-2.116666667,46.91945671,23.78241367,6.836984153,2.75,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,0.956764
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,25.0,54.93804,197.0,3.72,9.4,-50.0,7.434,7.3,32.04,32.7,0.791,8.2,0.32,65.0,1.29939
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,89.13,37.7,-0.55,2.0,0.2,174.0,0.940397
3.804659498,157.9137083,-22.93877551,-36.31746032,193.8095238,-324.0474866,-499.4345506,496.5340144,3.037381859,-5.960558811,-0.996882086,-2.209055665,42.43416791,25.83941448,9.092553028,-0.651,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,2.0,0.37,153.0,1.47192
3.628841608,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,0.413436693,-1.725768322,48.34387423,26.90728889,3.418158314,2.4468,28.0,58.693,163.0,4.4,6.8,112.0,7.64,8.912,73.09,36.7,-0.85,2.0,0.37,153.0,0.931852
1.880070547,163.9321569,-25.91676576,-32.25208086,192.5517241,-372.5024683,-588.0280101,172.4550225,0.051761712,8.781807898,0.159334126,-0.732763339,52.83150211,24.24728209,0.0,2.6519,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,8.2,0.32,65.0,1.41565
2.490196078,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,0.585,-1.160588235,50.28462104,22.73366526,0.0,2.1436,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,73.09,36.7,-0.85,2.0,0.37,153.0,1.34511
5.59164952,151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,-634.3632205,270.910299,1.52801103,6.164419496,-1.125925926,-4.250491386,45.52257035,33.38430835,10.33647217,1.9158,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,88.11,2.25,0.734,21.6,0.26,101.0,1.29568
5.59164952,151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,-634.3632205,270.910299,1.52801103,6.164419496,-1.125925926,-4.250491386,45.52257035,33.38430835,10.33647217,1.9158,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,88.11,2.25,0.734,21.6,0.26,101.0,1.41413
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,0.91825
7.158333333,180.7044422,16.24,-26.68,142.8,-192.4783853,-380.8834544,-109.0408894,0.70296,8.011112935,-0.136969697,-1.95,34.66898892,36.82622382,10.26144391,0.9912,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,46.07,24.3,-0.31,1.0,0.3,78.37,1.49644
17.63333333,184.917652,-5.884297521,-61.68595041,102.9090909,-187.8921326,119.1619995,-51.03945649,0.298513223,0.0,-7.537190083,9.080991736,36.77743156,24.35835579,6.707444038,-0.4543,28.0,58.693,163.0,4.4,6.8,112.0,7.64,8.912,32.04,32.7,0.791,8.2,0.32,65.0,0.852646
4.016460905,177.8265536,19.7037037,-67.62962963,238.6666667,-616.4685823,-59.66304156,341.5998015,5.706592593,10.99426723,0.549382716,-1.555555556,44.14566778,24.84904209,10.25825415,0.2727,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,2.0,0.37,153.0,1.28519
1.0,169.7560012,-15.0,-14.0,66.0,-184.8704272,156.766852,0.0,0.0,0.0,0.983015531,9.0,45.11253556,23.44582195,0.0,0.4097,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,129.22,19.9,1.07,24.3,0.2,152.0,1.00533
1.0,169.7560012,-17.75,-13.75,60.0,-169.0754127,112.793618,0.0,0.0,0.0,0.983015531,12.25,37.55963231,25.648125,0.0,-0.1953,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,8.2,0.32,65.0,1.20255
2.490196078,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,0.585,-1.160588235,50.28462104,22.73366526,0.0,2.1436,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,78.11,2.2,2.13,0.0,0.16,80.1,1.0935
5.576388889,176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,-210.5786884,56.05095496,1.733906173,6.506242911,0.402039721,-2.023533951,42.93582616,26.3638878,6.828547389,1.083,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.24004
4.858333333,155.9380745,2.0,-72.0,248.0,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,1.162162162,-1.45,40.7487866,27.40525765,13.70205868,2.1464,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.01133
5.280701754,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0.0,0.695578231,-2.169709989,44.15534175,31.18866227,3.407582445,0.7798,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,73.09,36.7,-0.85,2.0,0.37,153.0,1.28409
4.60515873,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-0.034284582,-2.297010362,45.3051226,27.72198532,8.902059979,2.8753,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.27525
2.490196078,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,0.585,-1.160588235,50.28462104,22.73366526,0.0,2.1436,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,2.0,0.37,153.0,1.4279
7.286549708,177.2356928,9.333333333,-17.11111111,113.3333333,-100.623878,-180.6764756,-52.99056242,2.723422222,3.522932518,-0.222222222,-3.485380117,36.02428161,31.31628492,8.826741248,0.676,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.08367
7.286549708,177.2356928,9.333333333,-17.11111111,113.3333333,-100.623878,-180.6764756,-52.99056242,2.723422222,3.522932518,-0.222222222,-3.485380117,36.02428161,31.31628492,8.826741248,0.676,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.08367
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,2.0,0.37,153.0,1.44779
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,87.12,37.8,0.937,24.2,0.25,166.0,1.4254
1.0,169.7560012,-15.0,-14.0,66.0,-184.8704272,156.766852,0.0,0.0,0.0,0.983015531,9.0,45.11253556,23.44582195,0.0,0.4097,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,101.14,36.7,0.945,19.9,0.2,152.0,1.14185
5.59164952,151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,-634.3632205,270.910299,1.52801103,6.164419496,-1.125925926,-4.250491386,45.52257035,33.38430835,10.33647217,1.9158,55.0,132.905452,343.0,2.18,59.6,46.0,3.894,1.93,73.09,36.7,-0.85,2.0,0.37,153.0,1.52729
3.280193237,149.5113998,-9.0,-3.0,225.0,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.295454545,-0.358695652,45.17018207,26.09480132,0.0,3.0576,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,123.11,35.3,1.6,5.0,0.21,210.0,1.11825
3.280193237,149.5113998,-9.0,-3.0,225.0,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.295454545,-0.358695652,45.17018207,26.09480132,0.0,3.0576,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,123.11,35.3,1.6,5.0,0.21,210.0,1.31576
5.576388889,176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,-210.5786884,56.05095496,1.733906173,6.506242911,0.402039721,-2.023533951,42.93582616,26.3638878,6.828547389,1.083,25.0,54.93804,197.0,3.72,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,2.0,0.37,153.0,1.41892
5.280701754,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0.0,0.695578231,-2.169709989,44.15534175,31.18866227,3.407582445,0.7798,28.0,58.693,163.0,4.4,6.8,112.0,7.64,8.912,46.07,24.3,-0.31,1.0,0.3,78.37,1.28027
5.877192982,177.1021883,-4.326530612,-12.20408163,105.4285714,-262.6787193,-100.3556513,87.63283563,-0.496095918,0.869421309,-0.373469388,-1.132116004,44.15534175,31.18866227,3.407582445,0.7798,26.0,55.84,194.0,4.06,8.4,15.0,7.902,7.874,41.05,37.5,0.34,1.0,0.26,81.6,1.3991
4.274074074,157.6435699,1.0,-45.5,203.0,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,0.305555556,-2.116666667,46.91945671,23.78241367,6.836984153,2.75,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,0.608293
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,21.0,44.95591,211.0,3.34,17.8,18.0,6.561,2.99,32.04,32.7,0.791,8.2,0.32,65.0,1.23229
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,21.0,44.95591,211.0,3.34,17.8,18.0,6.561,2.99,32.04,32.7,0.791,8.2,0.32,65.0,1.23168
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,21.0,44.95591,211.0,3.34,17.8,18.0,6.561,2.99,32.04,32.7,0.791,8.2,0.32,65.0,1.27312
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,21.0,44.95591,211.0,3.34,17.8,18.0,6.561,2.99,32.04,32.7,0.791,8.2,0.32,65.0,1.23576
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,21.0,44.95591,211.0,3.34,17.8,18.0,6.561,2.99,32.04,32.7,0.791,8.2,0.32,65.0,1.24562
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,21.0,44.95591,211.0,3.34,17.8,18.0,6.561,2.99,32.04,32.7,0.791,8.2,0.32,65.0,1.25057
2.490196078,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,0.585,-1.160588235,50.28462104,22.73366526,0.0,2.1436,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,73.09,36.7,-0.85,2.0,0.37,153.0,1.14477
4.927350427,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.768888889,-1.055555556,45.02791735,25.13285217,6.862458426,2.2362,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,2.0,0.37,153.0,1.39397
4.274074074,157.6435699,1.0,-45.5,203.0,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,0.305555556,-2.116666667,46.91945671,23.78241367,6.836984153,2.75,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,2.0,0.37,153.0,1.12874
7.367816092,183.3292995,0.788927336,-21.42906574,126.9411765,-176.3645265,-413.5237524,-105.3155015,-1.597474048,1.631225119,0.094146482,-0.953943444,38.72707241,33.19105079,6.833332039,0.478,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,2.0,0.37,153.0,1.35364
7.367816092,183.3292995,0.788927336,-21.42906574,126.9411765,-176.3645265,-413.5237524,-105.3155015,-1.597474048,1.631225119,0.094146482,-0.953943444,38.72707241,33.19105079,6.833332039,0.478,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,87.12,37.8,0.937,24.2,0.25,166.0,1.0706
7.367816092,183.3292995,0.788927336,-21.42906574,126.9411765,-176.3645265,-413.5237524,-105.3155015,-1.597474048,1.631225119,0.094146482,-0.953943444,38.72707241,33.19105079,6.833332039,0.478,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,87.12,37.8,0.937,24.2,0.25,166.0,1.13004
6.986354776,177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,-357.3657579,-8.112786327,2.851008,5.342441632,-0.58680776,-7.392748538,42.01586201,35.50134612,6.816819862,1.1445,70.0,173.05,242.0,3.1,21.0,-2.0,6.254,6.9,46.07,24.3,-0.31,1.0,0.3,78.37,1.89854
4.607936508,156.5272456,3.511966701,-55.38189386,227.4193548,-574.6817201,-373.7814457,314.4336725,2.457642248,-9.204744818,0.916915973,-1.70062435,43.57578391,26.08862449,10.26908972,2.4482,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,87.12,32.2,-0.85,2.0,0.25,165.1,1.50427
4.902777778,180.9010091,9.01,-33.17,158.2,-553.7457065,31.02850549,-355.2791089,-1.4004,7.893712932,0.445172414,-0.16,42.37728459,30.24642141,6.828292156,0.6652,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,45.09,3.9,0.67,1.0,0.2,3.2,1.02718
5.581980186,169.7560012,-8.64,-1.12,50.8,27.7819722,0.0,0.0,0.0,0.0,0.983015531,-1.75733888,34.11764866,21.37334811,3.207106781,-0.2992,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,46.03,59.0,-0.39,2.0,0.24,100.8,1.3826
5.581980186,169.7560012,-8.64,-1.12,50.8,27.7819722,0.0,0.0,0.0,0.0,0.983015531,-1.75733888,34.11764866,21.37334811,3.207106781,-0.2992,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,46.03,59.0,-0.39,2.0,0.24,100.8,1.25081
4.274074074,157.6435699,1.0,-45.5,203.0,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,0.305555556,-2.116666667,46.91945671,23.78241367,6.836984153,2.75,26.0,55.84,194.0,4.06,8.4,15.0,7.902,7.874,73.09,36.7,-0.85,2.0,0.37,153.0,0.514269
3.435185185,174.4868462,15.52,-42.97,177.8,-142.4850075,37.38080356,21.53607572,-2.014978,1.714500575,-1.345555556,-0.328888889,44.1807585,23.46726078,6.757084721,0.716,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,87.12,32.2,-0.85,2.0,0.25,165.1,0.86206
4.274074074,157.6435699,1.0,-45.5,203.0,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,0.305555556,-2.116666667,46.91945671,23.78241367,6.836984153,2.75,49.0,114.818,193.0,3.1,9.7,29.0,5.786,7.31,73.09,36.7,-0.85,2.0,0.37,153.0,0.815895
1.0,169.7560012,-15.0,-14.0,66.0,-184.8704272,156.766852,0.0,0.0,0.0,0.983015531,9.0,45.11253556,23.44582195,0.0,0.4097,62.0,150.4,229.0,3.1,28.8,16.0,5.644,7.52,68.08,13.1,-0.31,2.0,0.26,188.0,1.65468
3.628841608,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,0.413436693,-1.725768322,48.34387423,26.90728889,3.418158314,2.4468,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,2.0,0.37,153.0,1.32404
3.628841608,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,0.413436693,-1.725768322,48.34387423,26.90728889,3.418158314,2.4468,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,2.0,0.37,153.0,1.37075
3.628841608,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,0.413436693,-1.725768322,48.34387423,26.90728889,3.418158314,2.4468,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,87.12,32.2,-0.85,2.0,0.25,165.1,1.34417
3.628841608,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,0.413436693,-1.725768322,48.34387423,26.90728889,3.418158314,2.4468,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,87.12,32.2,-0.85,2.0,0.25,165.1,1.30886
1.0,169.7560012,1.0,-48.0,76.0,-185.0902213,109.2563761,0.0,0.0,0.0,0.983015531,9.0,40.72487636,21.92038417,3.244016936,0.0909,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,46.07,24.3,-0.31,1.0,0.3,78.37,1.24003
2.643874644,162.7148785,-37.61111111,-66.55555556,233.0,-379.5085995,-594.4124697,-355.5091315,0.647344444,6.585107786,0.194444444,-0.912393162,49.49423033,26.72818312,0.0,3.725,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,41.05,37.5,0.34,1.0,0.26,81.6,1.32846
5.581980186,169.7560012,-8.64,-1.12,50.8,27.7819722,0.0,0.0,0.0,0.0,0.983015531,-1.75733888,34.11764866,21.37334811,3.207106781,-0.2992,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.81693
5.685185185,185.1842767,4.816326531,-69.40816327,131.4285714,-161.2722825,27.53220453,98.47365813,-1.427755102,0.438825239,5.369387755,-2.181405896,40.59679061,23.39163772,6.735810142,-0.0642,67.0,164.93033,216.0,3.1,23.6,33.0,6.022,8.8,138.12,13.2,2.1,2.0,0.28,211.0,2.36729
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,23.0,50.9415,179.0,3.6,12.4,51.0,6.746,6.0,92.14,2.3,2.3,1.0,0.23,82.0,1.01181
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,23.0,50.9415,179.0,3.6,12.4,51.0,6.746,6.0,78.11,2.2,2.13,0.0,0.16,80.1,1.02717
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,23.0,50.9415,179.0,3.6,12.4,51.0,6.746,6.0,84.16,2.02,3.44,2.0,0.17,80.7,1.02216
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,23.0,50.9415,179.0,3.6,12.4,51.0,6.746,6.0,82.15,2.02,3.21,2.0,0.18,83.0,1.00152
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,23.0,50.9415,179.0,3.6,12.4,51.0,6.746,6.0,82.15,2.02,3.21,2.0,0.18,83.0,1.00146
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.20903
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,46.07,24.3,-0.31,1.0,0.3,78.37,1.23753
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,46.07,24.3,-0.31,1.0,0.3,78.37,1.16939
4.363247863,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,0.706349206,-1.888888889,45.02791735,25.13285217,6.848610706,2.2362,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,2.0,0.37,153.0,1.07583
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,49.0,114.818,193.0,3.1,9.7,29.0,5.786,7.31,73.09,182.0,-0.1,2.0,0.26,163.0,1.12976
3.280193237,149.5113998,-9.0,-3.0,225.0,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.295454545,-0.358695652,45.17018207,26.09480132,0.0,3.0576,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,123.11,35.3,1.6,5.0,0.21,210.0,0.902736
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,58.0,140.116,235.0,3.1,29.6,635.0,5.539,6.77,73.09,36.7,-0.85,2.0,0.37,153.0,0.936927
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,106.17,2.38,2.56,1.18,0.17,138.0,1.2488
4.858333333,155.9380745,2.0,-72.0,248.0,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,1.162162162,-1.45,40.7487866,27.40525765,13.70205868,2.1464,25.0,54.93804,197.0,3.72,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,2.0,0.37,153.0,1.29793
4.858333333,155.9380745,2.0,-72.0,248.0,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,1.162162162,-1.45,40.7487866,27.40525765,13.70205868,2.1464,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,0.920894
4.160130719,153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,-516.8631436,-209.4552147,5.139740508,6.851353018,-0.35027428,-1.780135526,45.86190169,26.95971297,10.25961199,4.251,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,2.0,0.37,153.0,0.720923
3.628841608,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,0.413436693,-1.725768322,48.34387423,26.90728889,3.418158314,2.4468,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,60.1,18.8,-0.25,2.0,0.29,97.2,1.06872
3.628841608,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,0.413436693,-1.725768322,48.34387423,26.90728889,3.418158314,2.4468,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,78.11,2.2,2.13,0.0,0.16,80.1,1.07331
3.612794613,174.4275962,22.55555556,-37.47222222,203.3333333,-400.4185127,-402.6188913,279.5326761,-0.268666667,1.312761789,-0.858585859,-1.482323232,46.38898917,22.74207534,6.827180347,0.962,13.0,26.981538,184.0,3.23,8.3,42.0,5.986,2.7,106.17,2.38,3.2,1.0,0.19,144.0,1.09342
3.612794613,174.4275962,22.55555556,-37.47222222,203.3333333,-400.4185127,-402.6188913,279.5326761,-0.268666667,1.312761789,-0.858585859,-1.482323232,46.38898917,22.74207534,6.827180347,0.962,13.0,26.981538,184.0,3.23,8.3,42.0,5.986,2.7,106.17,2.38,2.56,1.18,0.17,138.0,1.07966
4.60515873,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-0.034284582,-2.297010362,45.3051226,27.72198532,8.902059979,2.8753,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,73.09,36.7,-0.85,2.0,0.37,153.0,1.16026
4.858333333,155.9380745,2.0,-72.0,248.0,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,1.162162162,-1.45,40.7487866,27.40525765,13.70205868,2.1464,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,87.12,37.8,0.937,24.2,0.25,166.0,0.75059
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,2.0,0.37,153.0,1.12811
2.490196078,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,0.585,-1.160588235,50.28462104,22.73366526,0.0,2.1436,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.28747
