code,SMILES,Metal,solvents,AATS4dv,AATS4s,AATS0i,AATS6i,ATSC2dv,ATSC3dv,ATSC0Z,ATSC3v,ATSC4v,ATSC5v,ATSC6pe,ATSC7i,AATSC4dv,AATSC5dv,AATSC4Z,AATSC0v,AATSC1v,MIC1,MID_O,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density_,Relative Molecular Weight,Permittivity,LogP,HBD,HBA,MPC,Boiling Point (°„C),Density
CADQAB,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Pr,dimethylformamide,9.4,9.055555556,161.8284238,174.4868462,3.08,-39.83,157.8,-361.7364237,-525.6095415,-40.33740763,-2.239168,3.574934718,-0.21,-0.244545455,-0.57,38.65938397,10.26209748,29.50728067,10.35516291,0.4942,59,140.90766,239,3.1,28.2,93,5.464,6.77,73.09,36.7,-0.85,1,2,0.37,153,1.49029
CAGSAG,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,"N,N-dimethylformamide",5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.08572
CAVRAU,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Zn,dimethylformamide,6.0625,5.576388889,159.2036613,176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,-210.5786884,56.05095496,1.733906173,6.506242911,-1.152006173,0.402039721,-2.023533951,42.93582616,5.672705364,26.3638878,6.828547389,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.994088
CAVREY,C1=C(C=C(C=C1C(=O)O)O)C(=O)O,Zn,dimethylformamide,7.527777778,5.595679012,160.5851153,178.4766186,-0.872576177,-39.95567867,148.9473684,-479.2679442,5.313848326,-171.0374962,-0.822231579,7.749371444,-0.159510619,1.383336885,-0.478224069,40.68554192,8.082498684,28.99300178,8.591393826,0.7886,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.02665
CAVWOO,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Dy,"N,N-dimethylformamide",8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,66,162.5,229,3.1,24.5,34,5.939,8.55,73.09,36.7,-0.85,1,2,0.37,153,1.75771
CAXZOS,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Co,"N,N-dimethylformamide",4.042553191,3.628841608,156.9972407,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,-0.789598109,0.413436693,-1.725768322,48.34387423,2.377550636,26.90728889,3.418158314,2.4468,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.933785
CECFEY,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.962712
CEDFIC,C1=C(C=C(C=C1C(=O)O)[N+](=O)[O-])C(=O)O,Gd,"N,N-dimethylformamide",9.1,6.325,163.1445443,181.0122309,10.24,-36.08,142.8,-417.6057987,1.141023058,5.968041315,3.502064,7.928130688,-1.185,1.504827586,-1.875,34.66898892,5.479189112,36.82622382,10.25825415,0.9912,64,157.2,237,3.1,23.5,13,6.15,7.9,73.09,36.7,-0.85,1,2,0.37,153,1.59114
CEHLAD,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,dimethylformamide,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.18548
CEJZAU,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Co,"N,N-dimethylformamide",5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1.03982
CEYPUT,C1=CN=CC=C1C(=O)O,Co,dimethylformamide,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1.20669
CEYPUT01,C1=CN=CC=C1C(=O)O,Co,"N,N-dimethylformamide",4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1.22825
CEYPUT02,C1=CN=CC=C1C(=O)O,Co,"N,N-dimethylformamide",4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1.20842
CIBTIT,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Mn,"N,N-dimethylacetamide",8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,25,54.93804,197,3.72,9.4,-50,7.434,7.3,87.12,32.2,-0.85,1,2,0.25,165.1,1.12286
CIFMIP,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Co,dimethylformamide,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1.25078
CIJBEE,C(=O)O,Co,"N,N-dimethylformamide",6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1.24631
CIQHES,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,Cd,"N,N-dimethylformamide",6.72,5.542222222,160.1984138,154.9477529,-1.668639053,-43.73964497,183.3846154,-400.3951207,-428.4866908,281.4722231,1.127684024,4.695555829,-1.231715976,0.138115168,-2.18556213,41.63504387,3.069537123,32.53998956,6.836984153,1.54,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,1.24434
CIQHIW,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,Cd,"N,N-dimethylformamide",6.72,5.542222222,160.1984138,154.9477529,-1.668639053,-43.73964497,183.3846154,-400.3951207,-428.4866908,281.4722231,1.127684024,4.695555829,-1.231715976,0.138115168,-2.18556213,41.63504387,3.069537123,32.53998956,6.836984153,1.54,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,1.16595
CIQHOC,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,Zn,"N,N-dimethylformamide",6.72,5.542222222,160.1984138,154.9477529,-1.668639053,-43.73964497,183.3846154,-400.3951207,-428.4866908,281.4722231,1.127684024,4.695555829,-1.231715976,0.138115168,-2.18556213,41.63504387,3.069537123,32.53998956,6.836984153,1.54,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.15139
CODGIO,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,Ni,"N,N-dimethylformamide",5,3.76984127,154.2092758,148.3284262,-6.633217993,-80.28373702,354.7058824,-754.9589994,-1059.364533,911.6421651,1.811200692,-37.6854775,-0.719723183,0.171033119,-1.525045312,47.67586017,4.931318336,22.88855258,10.25835384,5.7822,28,58.693,163,4.4,6.8,112,7.64,8.912,73.09,36.7,-0.85,1,2,0.37,153,1.09134
COMDOY,C1=CC(=CC=C1C(=O)O)C(=O)O,Ga,pyridine,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,31,69.723,187,3.2,8.1,41,5.999,5.91,79.1,12.4,0.68,1,1,0.19,115,1.24666
COMZAH,C1=CN=CC=C1CCC2=CC=NC=C2,Zn,dimethylformamide,1.703703704,1.969135802,160.1163163,160.2661121,-32.1183432,-38.14792899,172.6153846,-444.3049007,-627.7720807,674.3291608,-0.207481657,-20.64813252,-0.080648696,0.468639053,-0.952443568,52.40379981,-0.718313901,23.59893902,0,2.2618,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.18624
COQGAS,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,"N,N-dimethylformamide",5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.14065
CORZOA,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,In,"N,N-dimethylformamide",6.72,5.542222222,160.1984138,154.9477529,-1.668639053,-43.73964497,183.3846154,-400.3951207,-428.4866908,281.4722231,1.127684024,4.695555829,-1.231715976,0.138115168,-2.18556213,41.63504387,3.069537123,32.53998956,6.836984153,1.54,49,114.818,193,3.1,9.7,29,5.786,7.31,73.09,36.7,-0.85,1,2,0.37,153,0.744735
CUHLOJ,C1=CN=CC=C1C(=O)O,Co,"N,N-dimethylformamide",4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1.23978
CUHPUR,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,dimethylformamide,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.89237
CUPLIJ,C1=CN=CC=C1CCCC2=CC=NC=C2,Cd,ethanol,1.333333333,1.880070547,160.6777201,163.9321569,-25.91676576,-32.25208086,192.5517241,-372.5024683,-588.0280101,172.4550225,0.051761712,8.781807898,-0.288318895,0.159334126,-0.732763339,52.83150211,-0.600644385,24.24728209,0,2.6519,48,112.41,158,4.33,7.2,-70,8.994,8.69,46.07,24.3,-0.31,1,1,0.3,78.37,0.583005
CUPMAC,C1=CN=CC=C1CCCC2=CC=NC=C2,Mn,methanol,1.333333333,1.880070547,160.6777201,163.9321569,-25.91676576,-32.25208086,192.5517241,-372.5024683,-588.0280101,172.4550225,0.051761712,8.781807898,-0.288318895,0.159334126,-0.732763339,52.83150211,-0.600644385,24.24728209,0,2.6519,25,54.93804,197,3.72,9.4,-50,7.434,7.3,32.04,32.7,0.791,1,8.2,0.32,65,0.549316
CUWNIT,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Co,"N,N-dimethylformamide",5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1.21212
CUWNOZ,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Co,"N,N-dimethylformamide",5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1.08751
DAJHUS,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Co,benzene,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,27,58.93319,192,4.3,7.5,64,7.881,8.86,78.11,2.2,2.13,0,0,0.16,80.1,1.31103
DANZAV,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Cd,dimethylformamide,6.314285714,4.607936508,156.8967605,156.5272456,3.511966701,-55.38189386,227.4193548,-574.6817201,-373.7814457,314.4336725,2.457642248,-9.204744818,-0.692790248,0.916915973,-1.70062435,43.57578391,6.083768968,26.08862449,10.26908972,2.4482,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.778351
DAYYIN,C1=CN=CN1,Co,4-methylpyridine,0,1,171.3926447,169.7560012,-15,-14,66,-184.8704272,156.766852,0,0,0,4,0.983015531,9,45.11253556,-4.605803873,23.44582195,0,0.4097,27,58.93319,192,4.3,7.5,64,7.881,8.86,107.17,12.4,1.61,1,2.37,0.2,115,1.12027
DEDGIF,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.15544
DEJTIW,C1C(CC(CC1C(=O)O)C(=O)O)C(=O)O,Cd,isopropanol,3.333333333,4.016460905,165.6618053,177.8265536,19.7037037,-67.62962963,238.6666667,-616.4685823,-59.66304156,341.5998015,5.706592593,10.99426723,-0.946502058,0.549382716,-1.555555556,44.14566778,4.585490377,24.84904209,10.25825415,0.2727,48,112.41,158,4.33,7.2,-70,8.994,8.69,60.1,17.9,0.786,1,17.5,0.28,82,1.74639
DENFUA,C1=CN=C(C=N1)C(=O)O,Mn,methanol,7.142857143,6.761904762,166.6942374,177.1021883,-7.893491124,-10.73372781,94.92307692,-100.9977382,-170.8088774,29.00710386,-0.459860947,0.565988507,-0.598478445,-0.780407627,-1.246830093,38.87335564,-0.880811933,30.95322631,3.407582445,0.1748,25,54.93804,197,3.72,9.4,-50,7.434,7.3,32.04,32.7,0.791,1,8.2,0.32,65,1.51032
DENGAH,C1=CN=C(C=N1)C(=O)O,Mn,methanol,7.142857143,6.761904762,166.6942374,177.1021883,-7.893491124,-10.73372781,94.92307692,-100.9977382,-170.8088774,29.00710386,-0.459860947,0.565988507,-0.598478445,-0.780407627,-1.246830093,38.87335564,-0.880811933,30.95322631,3.407582445,0.1748,25,54.93804,197,3.72,9.4,-50,7.434,7.3,32.04,32.7,0.791,1,8.2,0.32,65,1.5469
DERBIO,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Co,"N,N-dimethylformamide",4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.928459
DIDBEZ,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Co,methanol,4.042553191,3.628841608,156.9972407,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,-0.789598109,0.413436693,-1.725768322,48.34387423,2.377550636,26.90728889,3.418158314,2.4468,27,58.93319,192,4.3,7.5,64,7.881,8.86,32.04,32.7,0.791,1,8.2,0.32,65,0.929043
DIDBOJ,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Co,"N,N-dimethylformamide",4.042553191,3.628841608,156.9972407,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,-0.789598109,0.413436693,-1.725768322,48.34387423,2.377550636,26.90728889,3.418158314,2.4468,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.920189
DIDBOJ01,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Co,"N,N-dimethylformamide",4.042553191,3.628841608,156.9972407,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,-0.789598109,0.413436693,-1.725768322,48.34387423,2.377550636,26.90728889,3.418158314,2.4468,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.920189
DIGPER,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Gd,dimethylformamide,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,64,157.2,237,3.1,23.5,13,6.15,7.9,73.09,36.7,-0.85,1,2,0.37,153,1.6437
DONNEA,C1=CC(=CC=C1C(=O)O)C(=O)O,Ga,pyridine,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,31,69.723,187,3.2,8.1,41,5.999,5.91,79.1,12.4,0.68,1,1,0.19,115,1.24485
DONNIE,C1=CC(=CC=C1C(=O)O)C(=O)O,Ga,pyridine,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,31,69.723,187,3.2,8.1,41,5.999,5.91,79.1,12.4,0.68,1,1,0.19,115,1.14518
DOQCUK,CC(=O)O,Mg,dimethylacetamide,0,1,170.5202365,169.7560012,1,-48,76,-185.0902213,109.2563761,0,0,0,4,0.983015531,9,40.72487636,-6.432994383,21.92038417,3.244016936,0.0909,12,24.305,173,3.75,10.6,-40,7.646,1.74,87.12,37.8,0.937,1,24.2,0.25,166,0.897244
DUMXEQ,C1=CN=CC=C1C(=O)O,Dy,"N,N-dimethylformamide",4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,66,162.5,229,3.1,24.5,34,5.939,8.55,73.09,36.7,-0.85,1,2,0.37,153,1.76954
DUMXEQ01,C1=CN=CC=C1C(=O)O,Dy,"N,N-dimethylformamide",4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,66,162.5,229,3.1,24.5,34,5.939,8.55,73.09,36.7,-0.85,1,2,0.37,153,1.76597
DUMXIU,C1=CN=CC=C1C(=O)O,Dy,acetonitrile,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,66,162.5,229,3.1,24.5,34,5.939,8.55,41.05,37.5,0.34,0,1,0.26,81.6,1.82931
DUPJAB,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,"N,N-dimethylformamide",5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,1.15008
DUZWOM,CC(=O)O,Mn,"N,N-dimethylformamide",0,1,170.5202365,169.7560012,1,-48,76,-185.0902213,109.2563761,0,0,0,4,0.983015531,9,40.72487636,-6.432994383,21.92038417,3.244016936,0.0909,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,1.51085
EBAVIP,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Co,dimethylacetamide,6.314285714,4.607936508,156.8967605,156.5272456,3.511966701,-55.38189386,227.4193548,-574.6817201,-373.7814457,314.4336725,2.457642248,-9.204744818,-0.692790248,0.916915973,-1.70062435,43.57578391,6.083768968,26.08862449,10.26908972,2.4482,27,58.93319,192,4.3,7.5,64,7.881,8.86,87.12,37.8,0.937,1,24.2,0.25,166,1.24102
EBAVOV,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Co,dimethylformamide,6.314285714,4.607936508,156.8967605,156.5272456,3.511966701,-55.38189386,227.4193548,-574.6817201,-373.7814457,314.4336725,2.457642248,-9.204744818,-0.692790248,0.916915973,-1.70062435,43.57578391,6.083768968,26.08862449,10.26908972,2.4482,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1.23466
EBAVUB,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Ni,dimethylformamide,6.314285714,4.607936508,156.8967605,156.5272456,3.511966701,-55.38189386,227.4193548,-574.6817201,-373.7814457,314.4336725,2.457642248,-9.204744818,-0.692790248,0.916915973,-1.70062435,43.57578391,6.083768968,26.08862449,10.26908972,2.4482,28,58.693,163,4.4,6.8,112,7.64,8.912,73.09,36.7,-0.85,1,2,0.37,153,1.22897
EBEWIT,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Gd,dimethylformamide,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,64,157.2,237,3.1,23.5,13,6.15,7.9,73.09,36.7,-0.85,1,2,0.37,153,1.63981
EBEXEQ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Gd,ethanol,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,64,157.2,237,3.1,23.5,13,6.15,7.9,46.07,24.3,-0.31,1,1,0.3,78.37,1.82271
EBEXEQ01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Gd,ethanol,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,64,157.2,237,3.1,23.5,13,6.15,7.9,46.07,24.3,-0.31,1,1,0.3,78.37,1.81428
ECODIK,C1=CN=CC=C1C(=O)O,Cu,ethanol,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,29,63.55,140,4.48,6.7,119,7.726,8.933,46.07,24.3,-0.31,1,1,0.3,78.37,1.3394
EDAFUM,C(=O)O,Co,acetone,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,27,58.93319,192,4.3,7.5,64,7.881,8.86,58.08,20.7,-0.24,0,1,0.17,56.05,1.77302
EDAGAT,C(=O)O,Co,acetonitrile,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,27,58.93319,192,4.3,7.5,64,7.881,8.86,41.05,37.5,0.34,0,1,0.26,81.6,1.84563
EDAGEX,C(=O)O,Co,tetrahydrofuran,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,27,58.93319,192,4.3,7.5,64,7.881,8.86,72.1,7.58,0.888,1,19.9,0.22,66,1.79444
EDEPAG,C1=CC(=CC=C1C(=O)O)C(=O)O,Eu,dimethylformamide,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,63,151.964,233,3.1,27.7,83,5.67,5.24,73.09,36.7,-0.85,1,2,0.37,153,1.786
