AATS6i,ATSC2dv,ATSC3dv,ATSC0Z,ATSC3v,ATSC6pe,AATSC5dv,AATSC0v,MID_O,SLogP,Atomic_Number,AtomicMass,AtomicRadius,electron affinity(kJ/mol),IonizationEnergy,Density_,Relative Molecular Weight,Permittivity,LogP,Boiling Point (°C),Target
155.9380745,2.0,-72.0,248.0,-759.8481655,2.212167474,1.162162162,40.7487866,13.70205868,2.1464,63.0,151.964,233.0,83.0,5.67,5.24,73.09,36.7,-0.85,153.0,1.30436
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,62.0,150.4,229.0,16.0,5.644,7.52,73.09,36.7,-0.85,153.0,1.69819
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,63.0,151.964,233.0,83.0,5.67,5.24,73.09,36.7,-0.85,153.0,1.71143
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,63.0,151.964,233.0,83.0,5.67,5.24,73.09,36.7,-0.85,153.0,1.71572
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,64.0,157.2,237.0,13.0,6.15,7.9,73.09,36.7,-0.85,153.0,1.76033
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,65.0,158.92535,221.0,112.0,5.864,8.23,73.09,36.7,-0.85,153.0,1.76396
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,66.0,162.5,229.0,34.0,5.939,8.55,73.09,36.7,-0.85,153.0,1.77294
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,67.0,164.93033,216.0,33.0,6.022,8.8,73.09,36.7,-0.85,153.0,1.78512
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,68.0,167.26,235.0,30.0,6.108,9.07,73.09,36.7,-0.85,153.0,1.8135
176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,1.733906173,0.402039721,42.93582616,6.828547389,1.083,63.0,151.964,233.0,83.0,5.67,5.24,45.09,3.9,0.67,3.2,1.68887
176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,1.733906173,0.402039721,42.93582616,6.828547389,1.083,64.0,157.2,237.0,13.0,6.15,7.9,45.09,3.9,0.67,3.2,1.70698
176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,1.733906173,0.402039721,42.93582616,6.828547389,1.083,65.0,158.92535,221.0,112.0,5.864,8.23,45.09,3.9,0.67,3.2,1.71594
177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,2.851008,-0.58680776,42.01586201,6.816819862,1.1445,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,1.26506
169.7560012,1.28,9.88,65.6,-216.6322378,0.0,-0.76,30.19776182,6.908609699,-1.3062,30.0,65.4,139.0,-60.0,9.394,7.134,60.05,6.15,0.98,118.0,2.01624
169.7560012,1.28,9.88,65.6,-216.6322378,0.0,-0.76,30.19776182,6.908609699,-1.3062,25.0,54.93804,197.0,-50.0,7.434,7.3,60.05,6.15,0.98,118.0,1.80938
180.9010091,9.01,-33.17,158.2,-553.7457065,-1.4004,0.445172414,42.37728459,6.828292156,0.6652,48.0,112.41,158.0,-70.0,8.994,8.69,87.12,32.2,-0.85,165.1,1.03027
180.9010091,9.01,-33.17,158.2,-553.7457065,-1.4004,0.445172414,42.37728459,6.828292156,0.6652,48.0,112.41,158.0,-70.0,8.994,8.69,32.04,32.7,0.791,65.0,1.02549
180.9010091,9.01,-33.17,158.2,-553.7457065,-1.4004,0.445172414,42.37728459,6.828292156,0.6652,29.0,63.55,140.0,119.0,7.726,8.933,87.12,32.2,-0.85,165.1,0.983447
180.9010091,9.01,-33.17,158.2,-553.7457065,-1.4004,0.445172414,42.37728459,6.828292156,0.6652,27.0,58.93319,192.0,64.0,7.881,8.86,87.12,32.2,-0.85,165.1,0.961979
185.1842767,0.0,-44.0,104.0,-133.043857,-1.5052,4.625,38.11370535,6.735810142,-0.2882,26.0,55.84,194.0,15.0,7.902,7.874,59.04,6.02,-0.17,77.0,1.36747
148.3284262,-6.633217993,-80.28373702,354.7058824,-754.9589994,1.811200692,0.171033119,47.67586017,10.25835384,5.7822,57.0,138.9055,240.0,45.0,5.577,6.15,73.09,36.7,-0.85,153.0,1.12927
160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-0.822288889,0.706349206,45.02791735,6.848610706,2.2362,30.0,65.4,139.0,-60.0,9.394,7.134,87.12,37.8,0.937,166.0,0.959059
157.6435699,1.0,-45.5,203.0,-407.0307408,1.491045918,0.305555556,46.91945671,6.836984153,2.75,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,1.46143
189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,0.124438776,0.695578231,44.15534175,3.407582445,0.7798,25.0,54.93804,197.0,-50.0,7.434,7.3,32.04,32.7,0.791,65.0,1.45626
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,1.36094
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,28.0,58.693,163.0,112.0,7.64,8.912,73.09,36.7,-0.85,153.0,1.0601
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,30.0,65.4,139.0,-60.0,9.394,7.134,89.13,37.7,-0.55,174.0,1.26326
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,30.0,65.4,139.0,-60.0,9.394,7.134,101.14,36.7,0.945,152.0,1.22326
176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,1.733906173,0.402039721,42.93582616,6.828547389,1.083,27.0,58.93319,192.0,64.0,7.881,8.86,87.12,32.2,-0.85,165.1,1.13331
157.6435699,1.0,-45.5,203.0,-407.0307408,1.491045918,0.305555556,46.91945671,6.836984153,2.75,66.0,162.5,229.0,34.0,5.939,8.55,73.09,36.7,-0.85,153.0,0.806783
185.1842767,0.0,-44.0,104.0,-133.043857,-1.5052,4.625,38.11370535,6.735810142,-0.2882,72.0,178.49,212.0,2.0,6.825,13.3,46.07,24.3,-0.31,78.37,2.18844
156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,4.347911296,-0.034284582,45.3051226,8.902059979,2.8753,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,0.656308
172.8966427,-28.08,-29.42,129.8,-120.0865862,-0.042336,0.585,50.28462104,0.0,2.1436,21.0,44.95591,211.0,18.0,6.561,2.99,32.04,32.7,0.791,65.0,0.722504
163.8190406,3.847750865,-26.19377163,126.9411765,-269.8647312,0.429416955,-0.142050628,38.72707241,6.827180347,0.478,50.0,118.71,217.0,107.0,7.344,7.287,32.04,32.7,0.791,65.0,1.41648
177.2356928,9.333333333,-17.11111111,113.3333333,-100.623878,2.723422222,-0.222222222,36.02428161,8.826741248,0.676,60.0,144.24,229.0,185.0,5.525,7.01,73.09,36.7,-0.85,153.0,1.59556
189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,0.124438776,0.695578231,44.15534175,3.407582445,0.7798,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,1.36682
156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,4.347911296,-0.034284582,45.3051226,8.902059979,2.8753,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,1.01495
167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-1.527833333,-0.768888889,45.02791735,6.862458426,2.2362,12.0,24.305,173.0,-40.0,7.646,1.74,79.1,12.4,0.68,115.0,1.07093
160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-0.822288889,0.706349206,45.02791735,6.848610706,2.2362,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.36013
157.7875841,14.33136095,2.49112426,183.3846154,49.85970613,-1.86244142,-0.910397295,41.63504387,6.854891369,1.54,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,1.38266
177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,2.851008,-0.58680776,42.01586201,6.816819862,1.1445,57.0,138.9055,240.0,45.0,5.577,6.15,73.09,36.7,-0.85,153.0,1.79763
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,30.0,65.4,139.0,-60.0,9.394,7.134,101.14,36.7,0.945,152.0,1.02626
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,28.0,58.693,163.0,112.0,7.64,8.912,87.12,32.2,-0.85,165.1,1.2141
157.6435699,1.0,-45.5,203.0,-407.0307408,1.491045918,0.305555556,46.91945671,6.836984153,2.75,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,0.673254
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,0.962773
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,0.955059
157.6435699,1.0,-45.5,203.0,-407.0307408,1.491045918,0.305555556,46.91945671,6.836984153,2.75,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,0.956764
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,25.0,54.93804,197.0,-50.0,7.434,7.3,32.04,32.7,0.791,65.0,1.29939
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,30.0,65.4,139.0,-60.0,9.394,7.134,89.13,37.7,-0.55,174.0,0.940397
157.9137083,-22.93877551,-36.31746032,193.8095238,-324.0474866,3.037381859,-0.996882086,42.43416791,9.092553028,-0.651,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,1.47192
163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,0.637311111,0.413436693,48.34387423,3.418158314,2.4468,28.0,58.693,163.0,112.0,7.64,8.912,73.09,36.7,-0.85,153.0,0.931852
163.9321569,-25.91676576,-32.25208086,192.5517241,-372.5024683,0.051761712,0.159334126,52.83150211,0.0,2.6519,30.0,65.4,139.0,-60.0,9.394,7.134,32.04,32.7,0.791,65.0,1.41565
172.8966427,-28.08,-29.42,129.8,-120.0865862,-0.042336,0.585,50.28462104,0.0,2.1436,29.0,63.55,140.0,119.0,7.726,8.933,73.09,36.7,-0.85,153.0,1.34511
151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,1.52801103,-1.125925926,45.52257035,10.33647217,1.9158,27.0,58.93319,192.0,64.0,7.881,8.86,88.11,2.25,0.734,101.0,1.29568
151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,1.52801103,-1.125925926,45.52257035,10.33647217,1.9158,48.0,112.41,158.0,-70.0,8.994,8.69,88.11,2.25,0.734,101.0,1.41413
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,0.91825
180.7044422,16.24,-26.68,142.8,-192.4783853,0.70296,-0.136969697,34.66898892,10.26144391,0.9912,30.0,65.4,139.0,-60.0,9.394,7.134,46.07,24.3,-0.31,78.37,1.49644
184.917652,-5.884297521,-61.68595041,102.9090909,-187.8921326,0.298513223,-7.537190083,36.77743156,6.707444038,-0.4543,28.0,58.693,163.0,112.0,7.64,8.912,32.04,32.7,0.791,65.0,0.852646
177.8265536,19.7037037,-67.62962963,238.6666667,-616.4685823,5.706592593,0.549382716,44.14566778,10.25825415,0.2727,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,1.28519
169.7560012,-15.0,-14.0,66.0,-184.8704272,0.0,0.983015531,45.11253556,0.0,0.4097,30.0,65.4,139.0,-60.0,9.394,7.134,129.22,19.9,1.07,152.0,1.00533
169.7560012,-17.75,-13.75,60.0,-169.0754127,0.0,0.983015531,37.55963231,0.0,-0.1953,30.0,65.4,139.0,-60.0,9.394,7.134,32.04,32.7,0.791,65.0,1.20255
172.8966427,-28.08,-29.42,129.8,-120.0865862,-0.042336,0.585,50.28462104,0.0,2.1436,27.0,58.93319,192.0,64.0,7.881,8.86,78.11,2.2,2.13,80.1,1.0935
176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,1.733906173,0.402039721,42.93582616,6.828547389,1.083,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.24004
155.9380745,2.0,-72.0,248.0,-759.8481655,2.212167474,1.162162162,40.7487866,13.70205868,2.1464,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.01133
189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,0.124438776,0.695578231,44.15534175,3.407582445,0.7798,29.0,63.55,140.0,119.0,7.726,8.933,73.09,36.7,-0.85,153.0,1.28409
156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,4.347911296,-0.034284582,45.3051226,8.902059979,2.8753,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.27525
172.8966427,-28.08,-29.42,129.8,-120.0865862,-0.042336,0.585,50.28462104,0.0,2.1436,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,1.4279
177.2356928,9.333333333,-17.11111111,113.3333333,-100.623878,2.723422222,-0.222222222,36.02428161,8.826741248,0.676,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.08367
177.2356928,9.333333333,-17.11111111,113.3333333,-100.623878,2.723422222,-0.222222222,36.02428161,8.826741248,0.676,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.08367
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,1.44779
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,48.0,112.41,158.0,-70.0,8.994,8.69,87.12,37.8,0.937,166.0,1.4254
169.7560012,-15.0,-14.0,66.0,-184.8704272,0.0,0.983015531,45.11253556,0.0,0.4097,30.0,65.4,139.0,-60.0,9.394,7.134,101.14,36.7,0.945,152.0,1.14185
151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,1.52801103,-1.125925926,45.52257035,10.33647217,1.9158,55.0,132.905452,343.0,46.0,3.894,1.93,73.09,36.7,-0.85,153.0,1.52729
149.5113998,-9.0,-3.0,225.0,-124.3567046,-1.00695,-0.295454545,45.17018207,0.0,3.0576,30.0,65.4,139.0,-60.0,9.394,7.134,123.11,35.3,1.6,210.0,1.11825
149.5113998,-9.0,-3.0,225.0,-124.3567046,-1.00695,-0.295454545,45.17018207,0.0,3.0576,30.0,65.4,139.0,-60.0,9.394,7.134,123.11,35.3,1.6,210.0,1.31576
176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,1.733906173,0.402039721,42.93582616,6.828547389,1.083,25.0,54.93804,197.0,-50.0,7.434,7.3,73.09,36.7,-0.85,153.0,1.41892
189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,0.124438776,0.695578231,44.15534175,3.407582445,0.7798,28.0,58.693,163.0,112.0,7.64,8.912,46.07,24.3,-0.31,78.37,1.28027
177.1021883,-4.326530612,-12.20408163,105.4285714,-262.6787193,-0.496095918,-0.373469388,44.15534175,3.407582445,0.7798,26.0,55.84,194.0,15.0,7.902,7.874,41.05,37.5,0.34,81.6,1.3991
157.6435699,1.0,-45.5,203.0,-407.0307408,1.491045918,0.305555556,46.91945671,6.836984153,2.75,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,0.608293
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,21.0,44.95591,211.0,18.0,6.561,2.99,32.04,32.7,0.791,65.0,1.23229
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,21.0,44.95591,211.0,18.0,6.561,2.99,32.04,32.7,0.791,65.0,1.23168
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,21.0,44.95591,211.0,18.0,6.561,2.99,32.04,32.7,0.791,65.0,1.27312
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,21.0,44.95591,211.0,18.0,6.561,2.99,32.04,32.7,0.791,65.0,1.23576
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,21.0,44.95591,211.0,18.0,6.561,2.99,32.04,32.7,0.791,65.0,1.24562
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,21.0,44.95591,211.0,18.0,6.561,2.99,32.04,32.7,0.791,65.0,1.25057
172.8966427,-28.08,-29.42,129.8,-120.0865862,-0.042336,0.585,50.28462104,0.0,2.1436,12.0,24.305,173.0,-40.0,7.646,1.74,73.09,36.7,-0.85,153.0,1.14477
167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-1.527833333,-0.768888889,45.02791735,6.862458426,2.2362,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,1.39397
157.6435699,1.0,-45.5,203.0,-407.0307408,1.491045918,0.305555556,46.91945671,6.836984153,2.75,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,1.12874
183.3292995,0.788927336,-21.42906574,126.9411765,-176.3645265,-1.597474048,0.094146482,38.72707241,6.833332039,0.478,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,1.35364
183.3292995,0.788927336,-21.42906574,126.9411765,-176.3645265,-1.597474048,0.094146482,38.72707241,6.833332039,0.478,30.0,65.4,139.0,-60.0,9.394,7.134,87.12,37.8,0.937,166.0,1.0706
183.3292995,0.788927336,-21.42906574,126.9411765,-176.3645265,-1.597474048,0.094146482,38.72707241,6.833332039,0.478,30.0,65.4,139.0,-60.0,9.394,7.134,87.12,37.8,0.937,166.0,1.13004
177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,2.851008,-0.58680776,42.01586201,6.816819862,1.1445,70.0,173.05,242.0,-2.0,6.254,6.9,46.07,24.3,-0.31,78.37,1.89854
156.5272456,3.511966701,-55.38189386,227.4193548,-574.6817201,2.457642248,0.916915973,43.57578391,10.26908972,2.4482,30.0,65.4,139.0,-60.0,9.394,7.134,87.12,32.2,-0.85,165.1,1.50427
180.9010091,9.01,-33.17,158.2,-553.7457065,-1.4004,0.445172414,42.37728459,6.828292156,0.6652,30.0,65.4,139.0,-60.0,9.394,7.134,45.09,3.9,0.67,3.2,1.02718
169.7560012,-8.64,-1.12,50.8,27.7819722,0.0,0.983015531,34.11764866,3.207106781,-0.2992,27.0,58.93319,192.0,64.0,7.881,8.86,46.03,59.0,-0.39,100.8,1.3826
169.7560012,-8.64,-1.12,50.8,27.7819722,0.0,0.983015531,34.11764866,3.207106781,-0.2992,29.0,63.55,140.0,119.0,7.726,8.933,46.03,59.0,-0.39,100.8,1.25081
157.6435699,1.0,-45.5,203.0,-407.0307408,1.491045918,0.305555556,46.91945671,6.836984153,2.75,26.0,55.84,194.0,15.0,7.902,7.874,73.09,36.7,-0.85,153.0,0.514269
174.4868462,15.52,-42.97,177.8,-142.4850075,-2.014978,-1.345555556,44.1807585,6.757084721,0.716,12.0,24.305,173.0,-40.0,7.646,1.74,87.12,32.2,-0.85,165.1,0.86206
157.6435699,1.0,-45.5,203.0,-407.0307408,1.491045918,0.305555556,46.91945671,6.836984153,2.75,49.0,114.818,193.0,29.0,5.786,7.31,73.09,36.7,-0.85,153.0,0.815895
169.7560012,-15.0,-14.0,66.0,-184.8704272,0.0,0.983015531,45.11253556,0.0,0.4097,62.0,150.4,229.0,16.0,5.644,7.52,68.08,13.1,-0.31,188.0,1.65468
163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,0.637311111,0.413436693,48.34387423,3.418158314,2.4468,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,1.32404
163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,0.637311111,0.413436693,48.34387423,3.418158314,2.4468,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,1.37075
163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,0.637311111,0.413436693,48.34387423,3.418158314,2.4468,48.0,112.41,158.0,-70.0,8.994,8.69,87.12,32.2,-0.85,165.1,1.34417
163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,0.637311111,0.413436693,48.34387423,3.418158314,2.4468,48.0,112.41,158.0,-70.0,8.994,8.69,87.12,32.2,-0.85,165.1,1.30886
169.7560012,1.0,-48.0,76.0,-185.0902213,0.0,0.983015531,40.72487636,3.244016936,0.0909,12.0,24.305,173.0,-40.0,7.646,1.74,46.07,24.3,-0.31,78.37,1.24003
162.7148785,-37.61111111,-66.55555556,233.0,-379.5085995,0.647344444,0.194444444,49.49423033,0.0,3.725,27.0,58.93319,192.0,64.0,7.881,8.86,41.05,37.5,0.34,81.6,1.32846
169.7560012,-8.64,-1.12,50.8,27.7819722,0.0,0.983015531,34.11764866,3.207106781,-0.2992,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.81693
185.1842767,4.816326531,-69.40816327,131.4285714,-161.2722825,-1.427755102,5.369387755,40.59679061,6.735810142,-0.0642,67.0,164.93033,216.0,33.0,6.022,8.8,138.12,13.2,2.1,211.0,2.36729
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,23.0,50.9415,179.0,51.0,6.746,6.0,92.14,2.3,2.3,82.0,1.01181
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,23.0,50.9415,179.0,51.0,6.746,6.0,78.11,2.2,2.13,80.1,1.02717
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,23.0,50.9415,179.0,51.0,6.746,6.0,84.16,2.02,3.44,80.7,1.02216
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,23.0,50.9415,179.0,51.0,6.746,6.0,82.15,2.02,3.21,83.0,1.00152
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,23.0,50.9415,179.0,51.0,6.746,6.0,82.15,2.02,3.21,83.0,1.00146
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.20903
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,30.0,65.4,139.0,-60.0,9.394,7.134,46.07,24.3,-0.31,78.37,1.23753
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,30.0,65.4,139.0,-60.0,9.394,7.134,46.07,24.3,-0.31,78.37,1.16939
160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-0.822288889,0.706349206,45.02791735,6.848610706,2.2362,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,1.07583
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,49.0,114.818,193.0,29.0,5.786,7.31,73.09,182.0,-0.1,163.0,1.12976
149.5113998,-9.0,-3.0,225.0,-124.3567046,-1.00695,-0.295454545,45.17018207,0.0,3.0576,30.0,65.4,139.0,-60.0,9.394,7.134,123.11,35.3,1.6,210.0,0.902736
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,58.0,140.116,235.0,635.0,5.539,6.77,73.09,36.7,-0.85,153.0,0.936927
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,30.0,65.4,139.0,-60.0,9.394,7.134,106.17,2.38,2.56,138.0,1.2488
155.9380745,2.0,-72.0,248.0,-759.8481655,2.212167474,1.162162162,40.7487866,13.70205868,2.1464,25.0,54.93804,197.0,-50.0,7.434,7.3,73.09,36.7,-0.85,153.0,1.29793
155.9380745,2.0,-72.0,248.0,-759.8481655,2.212167474,1.162162162,40.7487866,13.70205868,2.1464,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,0.920894
153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,5.139740508,-0.35027428,45.86190169,10.25961199,4.251,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,0.720923
163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,0.637311111,0.413436693,48.34387423,3.418158314,2.4468,27.0,58.93319,192.0,64.0,7.881,8.86,60.1,18.8,-0.25,97.2,1.06872
163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,0.637311111,0.413436693,48.34387423,3.418158314,2.4468,27.0,58.93319,192.0,64.0,7.881,8.86,78.11,2.2,2.13,80.1,1.07331
174.4275962,22.55555556,-37.47222222,203.3333333,-400.4185127,-0.268666667,-0.858585859,46.38898917,6.827180347,0.962,13.0,26.981538,184.0,42.0,5.986,2.7,106.17,2.38,3.2,144.0,1.09342
174.4275962,22.55555556,-37.47222222,203.3333333,-400.4185127,-0.268666667,-0.858585859,46.38898917,6.827180347,0.962,13.0,26.981538,184.0,42.0,5.986,2.7,106.17,2.38,2.56,138.0,1.07966
156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,4.347911296,-0.034284582,45.3051226,8.902059979,2.8753,29.0,63.55,140.0,119.0,7.726,8.933,73.09,36.7,-0.85,153.0,1.16026
155.9380745,2.0,-72.0,248.0,-759.8481655,2.212167474,1.162162162,40.7487866,13.70205868,2.1464,27.0,58.93319,192.0,64.0,7.881,8.86,87.12,37.8,0.937,166.0,0.75059
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,1.12811
