code,SMILES,Metal,AATS5s,AATS0i,AATS3i,ATSC2dv,ATSC3Z,ATSC2v,ATSC5v,ATSC8v,ATSC6are,ATSC3i,ATSC7i,AATSC3s,AATSC0Z,AATSC3Z,AATSC0m,AATSC2m,AATSC3m,PEOE_VSA7,EState_VSA2,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,SSA
AMURUX02,C(=O)O,Mg,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,196.064
AMURUX06,C(=O)O,Mg,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,161.33
AMURUX07,C(=O)O,Mg,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,169.196
AMURUX08,C(=O)O,Mg,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,188.593
AMURUX09,C(=O)O,Mg,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,193.703
AMURUX10,C(=O)O,Mg,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,195.386
AMURUX11,C(=O)O,Mg,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,198.173
ANAWIX,C1(=C(C(=C(C(=C1F)F)C(=O)O)F)F)C(=O)O,In,27.33816425,185.5672853,174.3109135,-3.530864198,-18.48148148,-3.909604166,-39.74826508,53.39404833,-3.638024691,-43.23549187,-0.629115848,-2.785758823,5.358024691,-0.560044893,26.35608235,-0.375275485,-2.189414079,0,0,1.6394,49,114.818,193,3.1,9.7,29,5.786,7.31,626.031
ANAWOD,C1(=C(C(=C(C(=C1F)F)C(=O)O)F)F)C(=O)O,In,27.33816425,185.5672853,174.3109135,-3.530864198,-18.48148148,-3.909604166,-39.74826508,53.39404833,-3.638024691,-43.23549187,-0.629115848,-2.785758823,5.358024691,-0.560044893,26.35608235,-0.375275485,-2.189414079,0,0,1.6394,49,114.818,193,3.1,9.7,29,5.786,7.31,974.851
APAZOI,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,La,4.387152778,156.8967605,147.4328748,3.511966701,-55.44640999,-127.6428303,314.4336725,293.5616502,2.80024974,-17.78670351,-9.204744818,-0.049994942,7.336108221,-0.866350156,34.41735606,0.654011749,-4.198412408,41.45873833,16.69035448,2.4482,57,138.9055,240,3.1,31.1,45,5.577,6.15,767.56904
APEBUU,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,6.65466
APOGOD,C(=O)O,Fe,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,4.90305
AQEQES,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Co,11.67102397,160.87749,148.445057,10.23611111,-48.02083333,24.2843839,-141.9674605,184.8932439,1.955833333,-9.325384487,12.00939528,-0.891409465,7.243055556,-1.06712963,33.54745824,2.879117987,-4.921468526,12.13273414,0,0.4794,27,58.93319,192,4.3,7.5,64,7.881,8.86,1376.68
AQUCOG,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Ni,9.730639731,161.8284238,151.69121,3.08,-49.63,-25.83376716,-40.33740763,-13.73447361,-2.6322,-17.00759267,3.574934718,-1.161771772,7.89,-1.341351351,36.66212565,2.545874964,-6.245226885,12.13273414,0,0.4942,28,58.693,163,4.4,6.8,112,7.64,8.912,1209.7
AQUCUM,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Ni,9.730639731,161.8284238,151.69121,3.08,-49.63,-25.83376716,-40.33740763,-13.73447361,-2.6322,-17.00759267,3.574934718,-1.161771772,7.89,-1.341351351,36.66212565,2.545874964,-6.245226885,12.13273414,0,0.4942,28,58.693,163,4.4,6.8,112,7.64,8.912,1205.72
AQUDIB,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Ni,9.730639731,161.8284238,151.69121,3.08,-49.63,-25.83376716,-40.33740763,-13.73447361,-2.6322,-17.00759267,3.574934718,-1.161771772,7.89,-1.341351351,36.66212565,2.545874964,-6.245226885,12.13273414,0,0.4942,28,58.693,163,4.4,6.8,112,7.64,8.912,1207.8
ARADEE,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,483.699
ARUCIB,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Co,5.956521739,159.2036613,151.4614135,8.061728395,-18.48148148,-139.4970291,56.05095496,75.66463763,2.162469136,-13.6613542,6.506242911,-0.174834767,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,18.19910121,11.12690298,1.083,27,58.93319,192,4.3,7.5,64,7.881,8.86,372.152
ASUJIJ,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Zn,11.67102397,160.87749,148.445057,10.23611111,-48.02083333,24.2843839,-141.9674605,184.8932439,1.955833333,-9.325384487,12.00939528,-0.891409465,7.243055556,-1.06712963,33.54745824,2.879117987,-4.921468526,12.13273414,0,0.4794,30,65.4,139,4.45,6.4,-60,9.394,7.134,81.8788
ASUKEE,C1=CN=CC=C1C2=CC=NC=C2,Cu,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,29,63.55,140,4.48,6.7,119,7.726,8.933,177.303
ASUKEE01,C1=CN=CC=C1C2=CC=NC=C2,Cu,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,29,63.55,140,4.48,6.7,119,7.726,8.933,194.326
ATIBAG,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,330.697
ATIBOU,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,318.206
ATIBOU01,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,429.072
ATIBOU02,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,433.613
ATIBUA,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,288.625
ATICAH,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,405.032
ATICEL,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,391.038
ATIRUS,C1=C(C=NC=C1C(=O)O)C(=O)O,Tb,6.222222222,162.6584682,152.8530399,-4.211072664,-38.5467128,-30.12566296,91.82694363,79.5168395,1.45769827,-24.15715809,4.96450468,-0.515372072,7.467128028,-1.329196993,34.82995965,-0.123804066,-6.405245579,6.066367068,11.12690298,0.478,65,158.92535,221,3.1,25.5,112,5.864,8.23,25.6159
ATOTIM,C1=CC(=CC=C1C(=O)O)C(=O)O,V,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,23,50.9415,179,3.6,12.4,51,6.746,6,1505.72
ATOWIQ,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,1878.51
ATOWOW,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,1877.52
ATOXEN,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,134.689
AVAQIX,C1=CN=CC=C1C(=O)O,Cd,6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,48,112.41,158,4.33,7.2,-70,8.994,8.69,350.152
AVAQIX01,C1=CN=CC=C1C(=O)O,Cd,6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,48,112.41,158,4.33,7.2,-70,8.994,8.69,321.714
AVASUM,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Co,3.81712963,156.9501357,152.3226421,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,5.061973841,-13.30086095,2.543059342,-0.115173735,7.4078478,-0.832342449,34.83832983,-0.011326782,-3.910457581,48.53093655,11.12690298,2.8753,27,58.93319,192,4.3,7.5,64,7.881,8.86,82.447
AVEROJ,C1=NC=NN1,Cd,6.089439787,180.2577321,176.7440981,-17.75,-29.75,-44.18353857,0,0,0,-0.600939763,0,-0.259486607,7.5,-4.25,35.48540873,-11.37954215,-20.29262072,0,0,-0.1953,48,112.41,158,4.33,7.2,-70,8.994,8.69,732.532
AVESEA,C1=NC=NN1,Cd,6.089439787,180.2577321,176.7440981,-17.75,-29.75,-44.18353857,0,0,0,-0.600939763,0,-0.259486607,7.5,-4.25,35.48540873,-11.37954215,-20.29262072,0,0,-0.1953,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.12404
AVIHIY,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ho,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,67,164.93033,216,3.1,23.6,33,6.022,8.8,665.116
AVIHOE,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Tm,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,69,168.93422,227,3.1,21.8,99,6.184,9.32,558.29
AVIPOL,C1=C(C=NC=C1C(=O)O)C(=O)O,Mg,6.222222222,162.6584682,152.8530399,-4.211072664,-38.5467128,-30.12566296,91.82694363,79.5168395,1.45769827,-24.15715809,4.96450468,-0.515372072,7.467128028,-1.329196993,34.82995965,-0.123804066,-6.405245579,6.066367068,11.12690298,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,525.544
AVUCEA,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Co,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,27,58.93319,192,4.3,7.5,64,7.881,8.86,1030.09
AXOHIE,C1=CN=CC=C1C2=CC=NC=C2,Cd,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,48,112.41,158,4.33,7.2,-70,8.994,8.69,2859.69
AXUBOL,C1=CC(=CC=C1C(=O)O)C(=O)O,Ni,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,28,58.693,163,4.4,6.8,112,7.64,8.912,1221.406
AYOXUJ,C1=C(C(=C(C(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,Co,14.89694042,161.4354329,147.5763713,14.47187929,-50.41152263,100.0420278,-788.6968901,388.1485136,1.611522634,-1.189091222,21.24453304,-1.259026153,6.899862826,-0.988461228,31.85681385,3.099595699,-4.396301241,6.066367068,0,0.1776,27,58.93319,192,4.3,7.5,64,7.881,8.86,353.989
AYOYIY,C(=C/C(=O)O)\C=C\C(=O)O,Co,5.694444444,163.2548245,161.8581408,1.3125,-49.625,-322.1088313,9.583532402,-38.74852468,-1.480625,-2.061937685,2.142741284,-1.240162037,8.484375,-2.067708333,39.58436611,-0.841463322,-9.537222547,0,0,0.268,27,58.93319,192,4.3,7.5,64,7.881,8.86,246.425
AZAFEO,C1=C(C(=CC(=C1Br)C(=O)O)Br)C(=O)O,Ca,4.930134341,154.1645745,146.3368551,4.096868702,-585.1481481,30.01104714,63.00171586,83.39983253,-0.01097284,-8.04165504,3.551957605,-0.283845639,93.35802469,-17.73176207,506.7824077,-17.6180147,-93.90595757,43.99262193,20.07234202,2.608,20,40.08,231,2.2,22.8,2,6.113,1.54,248.241
AZAFIS,C1=C(C(=CC(=C1Br)C(=O)O)Br)C(=O)O,Ca,4.930134341,154.1645745,146.3368551,4.096868702,-585.1481481,30.01104714,63.00171586,83.39983253,-0.01097284,-8.04165504,3.551957605,-0.283845639,93.35802469,-17.73176207,506.7824077,-17.6180147,-93.90595757,43.99262193,20.07234202,2.608,20,40.08,231,2.2,22.8,2,6.113,1.54,270.125
AZILEC,C(=C/C(=O)O)\C=C\C(=O)O,Co,5.694444444,163.2548245,161.8581408,1.3125,-49.625,-322.1088313,9.583532402,-38.74852468,-1.480625,-2.061937685,2.142741284,-1.240162037,8.484375,-2.067708333,39.58436611,-0.841463322,-9.537222547,0,0,0.268,27,58.93319,192,4.3,7.5,64,7.881,8.86,474.217
BADHIA,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,17.1713
BADHOG,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,17.2495
BADHUM,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,17.3847
BADJAU,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,9.34048
BADZAK,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,1890.74
BAHFAU,C1=CN=CC=C1C2=CC=NC=C2,Cu,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,29,63.55,140,4.48,6.7,119,7.726,8.933,2481.23
BAHGUN,C1=CN=CC=C1C(=O)O,Cu,6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,29,63.55,140,4.48,6.7,119,7.726,8.933,75.2713
BAHGUN01,C1=CN=CC=C1C(=O)O,Cu,6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,29,63.55,140,4.48,6.7,119,7.726,8.933,55.844
BAHGUN02,C1=CN=CC=C1C(=O)O,Cu,6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,29,63.55,140,4.48,6.7,119,7.726,8.933,52.0705
BAHGUN03,C1=CN=CC=C1C(=O)O,Cu,6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,29,63.55,140,4.48,6.7,119,7.726,8.933,69.1273
BAHGUN04,C1=CN=CC=C1C(=O)O,Cu,6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,29,63.55,140,4.48,6.7,119,7.726,8.933,74.3588
BAHMAZ,C1N2CN3CN1CN(C2)C3,Ag,1.5,173.8517369,155.2297034,-32.08264463,-191.6033058,719.4353383,-645.1347763,0,0.6912,-73.47897774,0,-0.021487603,7.338842975,-3.19338843,34.9651262,-1.645508028,-15.58810776,0,0,-1.0198,47,107.868,172,4.44,7.9,126,7.576,10.501,30.4529
BAQMOW,C1(=C(C(=O)C1=O)O)O,Mn,5,161.8817872,163.9723873,1.28,17.28,-68.35502905,103.2881151,0,0,-6.989882639,0,2.727037037,6.56,1.44,30.20835024,0.86586326,5.861820293,0,0,-1.3062,25,54.93804,197,3.72,9.4,-50,7.434,7.3,63.6602
BAQMUC,C1(=C(C(=O)C1=O)O)O,Zn,5,161.8817872,163.9723873,1.28,17.28,-68.35502905,103.2881151,0,0,-6.989882639,0,2.727037037,6.56,1.44,30.20835024,0.86586326,5.861820293,0,0,-1.3062,30,65.4,139,4.45,6.4,-60,9.394,7.134,71.2341
BARKUD,C1=C(C(=CC2=C1NC=N2)C(=O)O)C(=O)O,Cu,9.694444444,162.6162088,153.3750916,-0.401360544,-38.48072562,-8.62293503,42.70999751,249.7955978,-1.059655329,-8.786803928,7.476729583,-0.357157029,7.092970522,-0.962018141,33.18544314,0.434656485,-4.513855325,12.13273414,11.12690298,0.9593,29,63.55,140,4.48,6.7,119,7.726,8.933,1267.2
BASSOF,C1=C(C(=CC2=C1NC=N2)C(=O)O)C(=O)O,Dy,9.694444444,162.6162088,153.3750916,-0.401360544,-38.48072562,-8.62293503,42.70999751,249.7955978,-1.059655329,-8.786803928,7.476729583,-0.357157029,7.092970522,-0.962018141,33.18544314,0.434656485,-4.513855325,12.13273414,11.12690298,0.9593,66,162.5,229,3.1,24.5,34,5.939,8.55,11.5088
BASTUM,C1=C(C(=CC2=C1NC=N2)C(=O)O)C(=O)O,Ho,9.694444444,162.6162088,153.3750916,-0.401360544,-38.48072562,-8.62293503,42.70999751,249.7955978,-1.059655329,-8.786803928,7.476729583,-0.357157029,7.092970522,-0.962018141,33.18544314,0.434656485,-4.513855325,12.13273414,11.12690298,0.9593,67,164.93033,216,3.1,23.6,33,6.022,8.8,11.3499
BAXTUS,C1=C(C=C(C=C1C(=O)O)N)C(=O)O,Co,7.862068966,163.0911809,152.8982527,9.01,-66.27,4.290158193,-355.2791089,69.38641121,-1.191636,-16.76817217,7.893712932,-0.450960961,7.91,-1.791081081,37.02908443,4.203716805,-8.581103553,18.19910121,16.81428926,0.6652,27,58.93319,192,4.3,7.5,64,7.881,8.86,44.5172
BAYQOK,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,763.808
BAYQUQ,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,48,112.41,158,4.33,7.2,-70,8.994,8.69,2714.1
BAYRAX,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,648.189
BAZBIO,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Ni,4.208994709,155.944943,147.2871246,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-1.075555556,-13.71323248,5.481638718,-0.004444444,7.222222222,-0.822222222,33.988018,0.202953053,-4.00288144,35.0379167,11.12690298,2.2362,28,58.693,163,4.4,6.8,112,7.64,8.912,1478.2
BAZBIO01,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Ni,4.208994709,155.944943,147.2871246,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-1.075555556,-13.71323248,5.481638718,-0.004444444,7.222222222,-0.822222222,33.988018,0.202953053,-4.00288144,35.0379167,11.12690298,2.2362,28,58.693,163,4.4,6.8,112,7.64,8.912,1471.74
BAZBOU,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Co,4.208994709,155.944943,147.2871246,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-1.075555556,-13.71323248,5.481638718,-0.004444444,7.222222222,-0.822222222,33.988018,0.202953053,-4.00288144,35.0379167,11.12690298,2.2362,27,58.93319,192,4.3,7.5,64,7.881,8.86,1562.24
BAZBOU01,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Co,4.208994709,155.944943,147.2871246,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-1.075555556,-13.71323248,5.481638718,-0.004444444,7.222222222,-0.822222222,33.988018,0.202953053,-4.00288144,35.0379167,11.12690298,2.2362,27,58.93319,192,4.3,7.5,64,7.881,8.86,1538.314399
BAZBOU02,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Co,4.208994709,155.944943,147.2871246,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-1.075555556,-13.71323248,5.481638718,-0.004444444,7.222222222,-0.822222222,33.988018,0.202953053,-4.00288144,35.0379167,11.12690298,2.2362,27,58.93319,192,4.3,7.5,64,7.881,8.86,1509.085759
