code,SMILES,Metal,AATS5s,AATS6v,ATSC2dv,ATSC3dv,ATSC7dv,ATSC2s,ATSC3s,ATSC5m,ATSC6m,ATSC2v,ATSC5v,ATSC4pe,ATSC3i,AATSC4dv,AATSC5dv,AATSC2m,AATSC8v,PEOE_VSA10,SMR_VSA9,VSA_EState6,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,PV
AMURUX07,C(=O)O,Mg,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,12,24.305,173,3.75,10.6,-40,7.646,1.74,0.17756
AMURUX08,C(=O)O,Mg,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,12,24.305,173,3.75,10.6,-40,7.646,1.74,0.18568
AMURUX09,C(=O)O,Mg,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,12,24.305,173,3.75,10.6,-40,7.646,1.74,0.188
AMURUX10,C(=O)O,Mg,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,12,24.305,173,3.75,10.6,-40,7.646,1.74,0.23194
AMURUX11,C(=O)O,Mg,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,12,24.305,173,3.75,10.6,-40,7.646,1.74,0.2326
ANAWIX,C1(=C(C(=C(C(=C1F)F)C(=O)O)F)F)C(=O)O,In,27.33816425,173.7125213,-3.530864198,-14.48148148,8.62962963,-14.94375857,-91.93004115,-40.05604524,-265.8298615,-3.909604166,-39.74826508,1.789088889,-43.23549187,0.81558642,-0.251744498,-0.375275485,13.34851208,11.12690298,0,0,49,114.818,193,3.1,9.7,29,5.786,7.31,0.3356
ANAWOD,C1(=C(C(=C(C(=C1F)F)C(=O)O)F)F)C(=O)O,In,27.33816425,173.7125213,-3.530864198,-14.48148148,8.62962963,-14.94375857,-91.93004115,-40.05604524,-265.8298615,-3.909604166,-39.74826508,1.789088889,-43.23549187,0.81558642,-0.251744498,-0.375275485,13.34851208,11.12690298,0,0,49,114.818,193,3.1,9.7,29,5.786,7.31,0.44498
APAZOI,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,La,4.387152778,200.9464196,3.511966701,-55.38189386,-75.10093652,54.8314256,-3.199676263,472.9017234,151.7267787,-127.6428303,314.4336725,-3.170322477,-17.78670351,-0.692790248,0.916915973,0.654011749,7.934098653,0,11.12690298,9.47030712,57,138.9055,240,3.1,31.1,45,5.577,6.15,0.33056
APEBUU,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.00908
APOGOD,C(=O)O,Fe,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,26,55.84,194,4.06,8.4,15,7.902,7.874,0.011
AQEQES,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Co,11.67102397,162.5360885,10.23611111,-54.52083333,-6.847222222,56.21141975,-40.11342593,242.1141365,139.2319556,24.2843839,-141.9674605,-4.563447222,-9.325384487,-0.957799145,0.902369281,2.879117987,18.48932439,0,0,1.022962963,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.48424
AQUCOG,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Ni,9.730639731,123.3797369,3.08,-39.83,46.29,25.92444444,-42.98555556,-54.73138075,-103.1468025,-25.83376716,-40.33740763,0.20628,-17.00759267,-0.21,-0.244545455,2.545874964,-3.433618402,22.62592665,11.49902367,1.363333333,28,58.693,163,4.4,6.8,112,7.64,8.912,0.58892
AQUCUM,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Ni,9.730639731,123.3797369,3.08,-39.83,46.29,25.92444444,-42.98555556,-54.73138075,-103.1468025,-25.83376716,-40.33740763,0.20628,-17.00759267,-0.21,-0.244545455,2.545874964,-3.433618402,22.62592665,11.49902367,1.363333333,28,58.693,163,4.4,6.8,112,7.64,8.912,0.59244
AQUDIB,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Ni,9.730639731,123.3797369,3.08,-39.83,46.29,25.92444444,-42.98555556,-54.73138075,-103.1468025,-25.83376716,-40.33740763,0.20628,-17.00759267,-0.21,-0.244545455,2.545874964,-3.433618402,22.62592665,11.49902367,1.363333333,28,58.693,163,4.4,6.8,112,7.64,8.912,0.58602
ARADEE,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.28266
ARUCIB,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Co,5.956521739,122.4808275,8.061728395,-24.37037037,-14.81481481,33.38957476,-5.769547325,128.7722934,4.396809432,-139.4970291,56.05095496,-2.387660494,-13.6613542,-1.152006173,0.402039721,0.602016249,75.66463763,0,0,5.195555556,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.16762
ASUJIJ,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Zn,11.67102397,162.5360885,10.23611111,-54.52083333,-6.847222222,56.21141975,-40.11342593,242.1141365,139.2319556,24.2843839,-141.9674605,-4.563447222,-9.325384487,-0.957799145,0.902369281,2.879117987,18.48932439,0,0,1.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.08654
ASUKEE,C1=CN=CC=C1C2=CC=NC=C2,Cu,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,29,63.55,140,4.48,6.7,119,7.726,8.933,0.14048
ASUKEE01,C1=CN=CC=C1C2=CC=NC=C2,Cu,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,29,63.55,140,4.48,6.7,119,7.726,8.933,0.1383
ATIBAG,C(=O)O,Mn,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.26152
ATIBOU,C(=O)O,Mn,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.25814
ATIBOU01,C(=O)O,Mn,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.2912
ATIBOU02,C(=O)O,Mn,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.29352
ATIBUA,C(=O)O,Mn,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.25212
ATICAH,C(=O)O,Mn,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.28662
ATICEL,C(=O)O,Mn,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.27826
ATIRUS,C1=C(C=NC=C1C(=O)O)C(=O)O,Tb,6.222222222,137.7136747,-4.211072664,-30.1349481,-11.15570934,27.39600154,-14.94579008,268.30865,-142.4357142,-30.12566296,91.82694363,-1.284416609,-24.15715809,-0.47321322,1.258362168,-0.123804066,79.5168395,0,0,1.053240741,65,158.92535,221,3.1,25.5,112,5.864,8.23,0.0608
ATOTIM,C1=CC(=CC=C1C(=O)O)C(=O)O,V,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,23,50.9415,179,3.6,12.4,51,6.746,6,0.55826
ATOWIQ,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.5714
ATOWOW,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.57274
ATOXEN,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.13068
AVAQIX,C1=CN=CC=C1C(=O)O,Cd,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.26036
AVAQIX01,C1=CN=CC=C1C(=O)O,Cd,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.24776
AVASUM,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Co,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.07318
AVEROJ,C1=NC=NN1,Cd,6.089439787,146.7274789,-17.75,-13.75,0,-2.73828125,-1.81640625,0,0,-44.18353857,0,0.3240125,-0.600939763,6.25,0.983015531,-11.37954215,23.35832815,12.65464015,0,0,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.4632
AVESEA,C1=NC=NN1,Cd,6.089439787,146.7274789,-17.75,-13.75,0,-2.73828125,-1.81640625,0,0,-44.18353857,0,0.3240125,-0.600939763,6.25,0.983015531,-11.37954215,23.35832815,12.65464015,0,0,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.01448
AVIHIY,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ho,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,67,164.93033,216,3.1,23.6,33,6.022,8.8,0.38694
AVIHOE,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Tm,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,69,168.93422,227,3.1,21.8,99,6.184,9.32,0.3628
AVIPOL,C1=C(C=NC=C1C(=O)O)C(=O)O,Mg,6.222222222,137.7136747,-4.211072664,-30.1349481,-11.15570934,27.39600154,-14.94579008,268.30865,-142.4357142,-30.12566296,91.82694363,-1.284416609,-24.15715809,-0.47321322,1.258362168,-0.123804066,79.5168395,0,0,1.053240741,12,24.305,173,3.75,10.6,-40,7.646,1.74,0.23812
AVUCEA,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Co,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.35164
AXOHIE,C1=CN=CC=C1C2=CC=NC=C2,Cd,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.63206
AXUBOL,C1=CC(=CC=C1C(=O)O)C(=O)O,Ni,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,28,58.693,163,4.4,6.8,112,7.64,8.912,0.44396
AYOXUJ,C1=C(C(=C(C(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,Co,14.89694042,156.3873211,14.47187929,-47.52263374,-20.1399177,65.14982472,-64.21033379,337.5087267,-388.7132481,100.0420278,-788.6968901,-4.78078738,-1.189091222,-0.307270233,0.745333095,3.099595699,32.34570947,0,0,0.295648148,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.14848
AYOYIY,C(=C/C(=O)O)\C=C\C(=O)O,Co,5.694444444,152.5511044,1.3125,-34.875,39.625,34.36805556,-29.76388889,-37.844126,-60.35677856,-322.1088313,9.583532402,-0.66429375,-2.061937685,-0.421875,-0.78125,-0.841463322,-9.68713117,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.14664
AZAFEO,C1=C(C(=CC(=C1Br)C(=O)O)Br)C(=O)O,Ca,4.930134341,179.8292183,4.096868702,-22.78270589,20.35751664,35.40163043,-9.366906086,2726.521886,-1275.059821,30.01104714,63.00171586,-1.421390123,-8.04165504,-1.650395223,-0.170571677,-17.6180147,20.84995813,0,0,2.491805556,20,40.08,231,2.2,22.8,2,6.113,1.54,0.19434
AZAFIS,C1=C(C(=CC(=C1Br)C(=O)O)Br)C(=O)O,Ca,4.930134341,179.8292183,4.096868702,-22.78270589,20.35751664,35.40163043,-9.366906086,2726.521886,-1275.059821,30.01104714,63.00171586,-1.421390123,-8.04165504,-1.650395223,-0.170571677,-17.6180147,20.84995813,0,0,2.491805556,20,40.08,231,2.2,22.8,2,6.113,1.54,0.22752
AZILEC,C(=C/C(=O)O)\C=C\C(=O)O,Co,5.694444444,152.5511044,1.3125,-34.875,39.625,34.36805556,-29.76388889,-37.844126,-60.35677856,-322.1088313,9.583532402,-0.66429375,-2.061937685,-0.421875,-0.78125,-0.841463322,-9.68713117,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.2245
BADHIA,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,21,44.95591,211,3.34,17.8,18,6.561,2.99,0.04476
BADHOG,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,21,44.95591,211,3.34,17.8,18,6.561,2.99,0.04496
BADHUM,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,21,44.95591,211,3.34,17.8,18,6.561,2.99,0.0454
BADJAU,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,21,44.95591,211,3.34,17.8,18,6.561,2.99,0.00318
BADZAK,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.47796
BAHFAU,C1=CN=CC=C1C2=CC=NC=C2,Cu,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,29,63.55,140,4.48,6.7,119,7.726,8.933,0.56606
BAHGUN,C1=CN=CC=C1C(=O)O,Cu,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,29,63.55,140,4.48,6.7,119,7.726,8.933,0.14608
BAHGUN01,C1=CN=CC=C1C(=O)O,Cu,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,29,63.55,140,4.48,6.7,119,7.726,8.933,0.12824
BAHGUN02,C1=CN=CC=C1C(=O)O,Cu,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,29,63.55,140,4.48,6.7,119,7.726,8.933,0.13214
BAHGUN03,C1=CN=CC=C1C(=O)O,Cu,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,29,63.55,140,4.48,6.7,119,7.726,8.933,0.13568
BAHGUN04,C1=CN=CC=C1C(=O)O,Cu,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,29,63.55,140,4.48,6.7,119,7.726,8.933,0.13728
BAHMAZ,C1N2CN3CN1CN(C2)C3,Ag,1.5,31.08374443,-32.08264463,-14.87603306,0,-1.41322314,-1.289256198,-362.9720511,345.3050627,719.4353383,-645.1347763,-0.537461157,-73.47897774,-0.284297521,-0.79338843,-1.645508028,23.35832815,0,0,0,47,107.868,172,4.44,7.9,126,7.576,10.501,0.04272
BAQMOW,C1(=C(C(=O)C1=O)O)O,Mn,5,146.7274789,1.28,9.88,0,-28.32,32.72444444,12.58941408,0,-68.35502905,103.2881151,-0.443152,-6.989882639,-2.76,-0.76,0.86586326,23.35832815,0,11.49902367,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.13676
BAQMUC,C1(=C(C(=O)C1=O)O)O,Zn,5,146.7274789,1.28,9.88,0,-28.32,32.72444444,12.58941408,0,-68.35502905,103.2881151,-0.443152,-6.989882639,-2.76,-0.76,0.86586326,23.35832815,0,11.49902367,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.12196
BARKUD,C1=C(C(=CC2=C1NC=N2)C(=O)O)C(=O)O,Cu,9.694444444,149.1571498,-0.401360544,-39.33786848,-34.82993197,32.94387755,-14.28628118,393.237514,-184.137064,-8.62293503,42.70999751,-2.014476417,-8.786803928,-0.419335214,1.47845805,0.434656485,83.26519925,0,0,2.491805556,29,63.55,140,4.48,6.7,119,7.726,8.933,0.54388
BASSOF,C1=C(C(=CC2=C1NC=N2)C(=O)O)C(=O)O,Dy,9.694444444,149.1571498,-0.401360544,-39.33786848,-34.82993197,32.94387755,-14.28628118,393.237514,-184.137064,-8.62293503,42.70999751,-2.014476417,-8.786803928,-0.419335214,1.47845805,0.434656485,83.26519925,0,0,2.491805556,66,162.5,229,3.1,24.5,34,5.939,8.55,0.04176
BASTUM,C1=C(C(=CC2=C1NC=N2)C(=O)O)C(=O)O,Ho,9.694444444,149.1571498,-0.401360544,-39.33786848,-34.82993197,32.94387755,-14.28628118,393.237514,-184.137064,-8.62293503,42.70999751,-2.014476417,-8.786803928,-0.419335214,1.47845805,0.434656485,83.26519925,0,0,2.491805556,67,164.93033,216,3.1,23.6,33,6.022,8.8,0.03444
BAXTUS,C1=C(C=C(C=C1C(=O)O)N)C(=O)O,Co,7.862068966,106.0322075,9.01,-33.17,13.5,36.64555556,-16.68555556,235.4877128,-522.9619364,4.290158193,-355.2791089,-1.7113,-16.76817217,-0.12,0.445172414,4.203716805,69.38641121,0,0,3.46287037,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.05138
BAYQOK,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.31546
BAYQUQ,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.61078
BAYRAX,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.30392
BAZBIO,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Ni,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,28,58.693,163,4.4,6.8,112,7.64,8.912,0.41266
BAZBIO01,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Ni,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,28,58.693,163,4.4,6.8,112,7.64,8.912,0.41192
BAZBOU,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Co,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.41822
BAZBOU01,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Co,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.40732
BAZBOU02,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Co,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.41038
BAZFUF,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,Cu,3.05026455,228.168847,-6.633217993,-80.28373702,-33.34256055,59.14071511,5.958477509,148.3771986,511.8979713,-272.2080821,911.6421651,-2.7619609,-21.2120641,-0.719723183,0.171033119,-0.588251461,-3.294897112,0,33.38070895,25.42293713,29,63.55,140,4.48,6.7,119,7.726,8.933,0.81842
BEDTAI,C1=CC(=CC=C1C(=O)O)C(=O)O,Co,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.41818
BEDTIQ,C1=CC(=CC=C1C(=O)O)C(=O)O,Co,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.40982
