AATS5s,ATSC2dv,ATSC3dv,ATSC7dv,ATSC2s,ATSC3s,ATSC5m,ATSC6m,ATSC2v,ATSC5v,ATSC4pe,ATSC3i,AATSC4dv,AATSC5dv,AATSC2m,AATSC8v,VSA_EState6,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Relative Molecular Weight,Permittivity,LogP,MPC,Boiling Point (°C),Target
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,89.13,37.7,-0.55,0.2,174.0,0.5133
3.625,-22.93877551,-36.31746032,11.62811791,1.559712774,-5.749559083,-58.351888,22.921636,310.7304631,496.5340144,-1.355368481,3.312192454,-1.404140151,-0.996882086,2.877464242,-10.33103491,0.0,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,0.19492
3.049095607,-13.11111111,-36.33333333,5.0,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,10.54098356,28.0,58.693,163.0,4.4,6.8,112.0,7.64,8.912,73.09,36.7,-0.85,0.37,153.0,0.44608
1.902298851,-25.91676576,-32.25208086,-3.405469679,-0.70699564,-3.123728366,76.88580041,182.2579589,-320.3481131,172.4550225,0.026475149,-2.986244747,-0.288318895,0.159334126,-4.781989446,-13.24990373,8.303765432,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,0.32,65.0,0.06064
2.5,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,7.925925926,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,73.09,36.7,-0.85,0.37,153.0,0.235
4.588374486,21.77777778,-3.555555556,140.4444444,52.30013086,6.780330881,-297.1101868,929.853764,-155.6229214,270.910299,-4.989431217,-24.47663291,-1.444444444,-1.125925926,2.85108185,-0.95090704,9.574319938,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,88.11,2.25,0.734,0.26,101.0,0.19642
4.588374486,21.77777778,-3.555555556,140.4444444,52.30013086,6.780330881,-297.1101868,929.853764,-155.6229214,270.910299,-4.989431217,-24.47663291,-1.444444444,-1.125925926,2.85108185,-0.95090704,9.574319938,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,88.11,2.25,0.734,0.26,101.0,0.2007
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.57108
10.93265993,16.24,-26.68,26.04,52.29,-13.75222222,-15.04985567,72.8642989,-88.84582021,-109.0408894,-4.03428,-11.36796128,-1.585,-0.136969697,1.946496089,1.001961453,2.547222222,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,46.07,24.3,-0.31,0.3,78.37,0.0868
6.5,-5.884297521,-61.68595041,0.0,25.94444444,-87.16666667,-221.0698163,71.43784074,-166.8862228,-51.03945649,3.333150413,-2.49472335,5.43553719,-7.537190083,7.201228534,23.35832815,0.0,28.0,58.693,163.0,4.4,6.8,112.0,7.64,8.912,32.04,32.7,0.791,0.32,65.0,0.54068
5.041666667,19.7037037,-67.62962963,-57.77777778,70.28703704,-26.74074074,450.227394,136.932714,-320.4280523,341.5998015,-5.2824,-20.14249843,-0.946502058,0.549382716,1.049631063,49.44063896,0.0,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,0.34306
6.089439787,-15.0,-14.0,0.0,-2.052469136,-1.845679012,0.0,0.0,-133.4506,0.0,0.276033333,-1.484482744,4.0,0.983015531,-11.32507474,23.35832815,0.0,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,129.22,19.9,1.07,0.2,152.0,0.42886
6.089439787,-17.75,-13.75,0.0,-2.73828125,-1.81640625,0.0,0.0,-44.18353857,0.0,0.3240125,-0.600939763,6.25,0.983015531,-11.37954215,23.35832815,0.0,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,0.32,65.0,0.4032
2.5,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,7.925925926,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,78.11,2.2,2.13,0.16,80.1,0.3409
5.956521739,8.061728395,-24.37037037,-14.81481481,33.38957476,-5.769547325,128.7722934,4.396809432,-139.4970291,56.05095496,-2.387660494,-13.6613542,-1.152006173,0.402039721,0.602016249,75.66463763,5.195555556,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.17588
5.132132132,2.0,-72.0,-76.0,70.44444444,-12.0,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,6.464397203,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.52216
6.083333333,-6.326530612,-20.7755102,0.0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,2.893518519,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,73.09,36.7,-0.85,0.37,153.0,0.3147
3.81712963,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.88033846,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.13144
2.5,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,7.925925926,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,0.12328
5.619047619,9.333333333,-17.11111111,-28.88888889,24.21296296,0.904320988,-58.02430904,271.6055111,-141.6918397,-52.99056242,-2.905322222,2.728500953,-2.397660819,-0.222222222,2.702140678,81.84243715,2.178148148,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.48238
5.619047619,9.333333333,-17.11111111,-28.88888889,24.21296296,0.904320988,-58.02430904,271.6055111,-141.6918397,-52.99056242,-2.905322222,2.728500953,-2.397660819,-0.222222222,2.702140678,81.84243715,2.178148148,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.48238
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,0.13434
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,87.12,37.8,0.937,0.25,166.0,0.36452
6.089439787,-15.0,-14.0,0.0,-2.052469136,-1.845679012,0.0,0.0,-133.4506,0.0,0.276033333,-1.484482744,4.0,0.983015531,-11.32507474,23.35832815,0.0,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,101.14,36.7,0.945,0.2,152.0,0.357
4.588374486,21.77777778,-3.555555556,140.4444444,52.30013086,6.780330881,-297.1101868,929.853764,-155.6229214,270.910299,-4.989431217,-24.47663291,-1.444444444,-1.125925926,2.85108185,-0.95090704,9.574319938,55.0,132.905452,343.0,2.18,59.6,46.0,3.894,1.93,73.09,36.7,-0.85,0.37,153.0,0.2483
3.515151515,-9.0,-3.0,-65.25,-1.925925926,-0.444444444,99.502764,-378.735348,-233.8056233,619.5860344,-1.238475,-29.09014543,-0.315217391,-0.295454545,-2.890111,-12.97988325,11.26185185,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,123.11,35.3,1.6,0.21,210.0,0.48426
3.515151515,-9.0,-3.0,-65.25,-1.925925926,-0.444444444,99.502764,-378.735348,-233.8056233,619.5860344,-1.238475,-29.09014543,-0.315217391,-0.295454545,-2.890111,-12.97988325,11.26185185,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,123.11,35.3,1.6,0.21,210.0,0.4258
5.956521739,8.061728395,-24.37037037,-14.81481481,33.38957476,-5.769547325,128.7722934,4.396809432,-139.4970291,56.05095496,-2.387660494,-13.6613542,-1.152006173,0.402039721,0.602016249,75.66463763,5.195555556,25.0,54.93804,197.0,3.72,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,0.37,153.0,0.19862
6.083333333,-6.326530612,-20.7755102,0.0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,2.893518519,28.0,58.693,163.0,4.4,6.8,112.0,7.64,8.912,46.07,24.3,-0.31,0.3,78.37,0.29556
4.866666667,-4.326530612,-12.20408163,6.612244898,14.48752834,-3.169501134,25.32871978,-76.6296337,-126.5633675,87.63283563,-0.249644898,-13.41592119,-0.575725027,-0.373469388,-3.129332876,23.35832815,3.08212963,26.0,55.84,194.0,4.06,8.4,15.0,7.902,7.874,41.05,37.5,0.34,0.26,81.6,0.14234
3.374485597,1.0,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,12.84127362,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.63456
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,21.0,44.95591,211.0,3.34,17.8,18.0,6.561,2.99,32.04,32.7,0.791,0.32,65.0,0.02656
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,21.0,44.95591,211.0,3.34,17.8,18.0,6.561,2.99,32.04,32.7,0.791,0.32,65.0,0.02648
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,21.0,44.95591,211.0,3.34,17.8,18.0,6.561,2.99,32.04,32.7,0.791,0.32,65.0,0.00916
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,21.0,44.95591,211.0,3.34,17.8,18.0,6.561,2.99,32.04,32.7,0.791,0.32,65.0,0.0266
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,21.0,44.95591,211.0,3.34,17.8,18.0,6.561,2.99,32.04,32.7,0.791,0.32,65.0,0.0262
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,21.0,44.95591,211.0,3.34,17.8,18.0,6.561,2.99,32.04,32.7,0.791,0.32,65.0,0.01752
2.5,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,7.925925926,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,73.09,36.7,-0.85,0.37,153.0,0.30794
5.182222222,14.88888889,-12.77777778,35.66666667,36.66666667,-3.444444444,-310.886279,-55.760216,-109.2228995,-493.3278434,-1.067288889,-2.779407101,-0.837606838,-0.768888889,0.202953053,26.48408176,9.193949358,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,0.12664
3.374485597,1.0,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,12.84127362,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,0.3288
12.08333333,0.788927336,-21.42906574,18.71280277,27.17377932,-19.48173779,-14.6617404,-149.0975894,-30.12566296,-105.3155015,-1.08829308,-11.03563284,-0.603030665,0.094146482,-0.123804066,23.35832815,1.14462963,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,0.36924
12.08333333,0.788927336,-21.42906574,18.71280277,27.17377932,-19.48173779,-14.6617404,-149.0975894,-30.12566296,-105.3155015,-1.08829308,-11.03563284,-0.603030665,0.094146482,-0.123804066,23.35832815,1.14462963,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,87.12,37.8,0.937,0.25,166.0,0.4575
12.08333333,0.788927336,-21.42906574,18.71280277,27.17377932,-19.48173779,-14.6617404,-149.0975894,-30.12566296,-105.3155015,-1.08829308,-11.03563284,-0.603030665,0.094146482,-0.123804066,23.35832815,1.14462963,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,87.12,37.8,0.937,0.25,166.0,0.34432
5.619047619,6.536296296,-34.58864198,-30.04246914,33.76701875,-31.83165219,17.1281794,289.8112614,15.3797224,-8.112786327,-1.919036,-18.63677144,-0.574554906,-0.58680776,2.971853306,93.98528538,2.548518519,70.0,173.05,242.0,3.1,21.0,-2.0,6.254,6.9,46.07,24.3,-0.31,0.3,78.37,0.15992
4.387152778,3.511966701,-55.38189386,-75.10093652,54.8314256,-3.199676263,472.9017234,151.7267787,-127.6428303,314.4336725,-3.170322477,-17.78670351,-0.692790248,0.916915973,0.654011749,7.934098653,9.47030712,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,87.12,32.2,-0.85,0.25,165.1,0.12564
7.862068966,9.01,-33.17,13.5,36.64555556,-16.68555556,235.4877128,-522.9619364,4.290158193,-355.2791089,-1.7113,-16.76817217,-0.12,0.445172414,4.203716805,69.38641121,3.46287037,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,45.09,3.9,0.67,0.2,3.2,0.48528
6.089439787,-8.64,-1.12,0.0,-2.16,-2.88,0.0,0.0,-82.42248586,0.0,0.0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0.0,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,46.03,59.0,-0.39,0.24,100.8,0.06778
6.089439787,-8.64,-1.12,0.0,-2.16,-2.88,0.0,0.0,-82.42248586,0.0,0.0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0.0,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,46.03,59.0,-0.39,0.24,100.8,0.12534
3.374485597,1.0,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,12.84127362,26.0,55.84,194.0,4.06,8.4,15.0,7.902,7.874,73.09,36.7,-0.85,0.37,153.0,0.70864
4.127572016,15.52,-42.97,58.3,47.08666667,-34.35888889,-112.6919219,-175.0118944,-413.8339992,21.53607572,-1.009616,-1.811831412,-0.74,-1.345555556,0.891151629,-17.76143433,0.0,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,87.12,32.2,-0.85,0.25,165.1,0.4449
3.374485597,1.0,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,12.84127362,49.0,114.818,193.0,3.1,9.7,29.0,5.786,7.31,73.09,36.7,-0.85,0.37,153.0,0.575
6.089439787,-15.0,-14.0,0.0,-2.052469136,-1.845679012,0.0,0.0,-133.4506,0.0,0.276033333,-1.484482744,4.0,0.983015531,-11.32507474,23.35832815,0.0,62.0,150.4,229.0,3.1,28.8,16.0,5.644,7.52,68.08,13.1,-0.31,0.26,188.0,0.16658
3.049095607,-13.11111111,-36.33333333,5.0,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,10.54098356,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,0.23912
3.049095607,-13.11111111,-36.33333333,5.0,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,10.54098356,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,0.19744
3.049095607,-13.11111111,-36.33333333,5.0,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,10.54098356,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,87.12,32.2,-0.85,0.25,165.1,0.24434
3.049095607,-13.11111111,-36.33333333,5.0,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,10.54098356,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,87.12,32.2,-0.85,0.25,165.1,0.26158
6.089439787,1.0,-48.0,0.0,23.84722222,-43.27777778,0.0,0.0,-42.03469954,0.0,0.47401875,1.412091599,4.0,0.983015531,15.82330225,23.35832815,0.0,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,46.07,24.3,-0.31,0.3,78.37,0.16234
2.406504065,-37.61111111,-66.55555556,5.083333333,-3.198902606,-1.920438957,-112.7578171,432.3434331,-142.4597353,-355.5091315,-0.44345,4.078073776,-0.361111111,0.194444444,-3.792848865,-12.38901153,16.89819854,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,41.05,37.5,0.34,0.26,81.6,0.06974
6.089439787,-8.64,-1.12,0.0,-2.16,-2.88,0.0,0.0,-82.42248586,0.0,0.0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0.0,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.28328
17.63333333,4.816326531,-69.40816327,5.897959184,37.64965986,-60.76927438,396.3788525,-224.7112336,-249.9676208,98.47365813,-2.263012245,-2.150515384,-0.816326531,5.369387755,4.64666622,23.35832815,0.0,67.0,164.93033,216.0,3.1,23.6,33.0,6.022,8.8,138.12,13.2,2.1,0.28,211.0,0.17814
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,23.0,50.9415,179.0,3.6,12.4,51.0,6.746,6.0,92.14,2.3,2.3,0.23,82.0,0.51212
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,23.0,50.9415,179.0,3.6,12.4,51.0,6.746,6.0,78.11,2.2,2.13,0.16,80.1,0.49238
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,23.0,50.9415,179.0,3.6,12.4,51.0,6.746,6.0,84.16,2.02,3.44,0.17,80.7,0.49456
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,23.0,50.9415,179.0,3.6,12.4,51.0,6.746,6.0,82.15,2.02,3.21,0.18,83.0,0.51344
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,23.0,50.9415,179.0,3.6,12.4,51.0,6.746,6.0,82.15,2.02,3.21,0.18,83.0,0.51216
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.14614
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,46.07,24.3,-0.31,0.3,78.37,0.18232
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,46.07,24.3,-0.31,0.3,78.37,0.32688
4.208994709,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,9.148454271,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,0.29298
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,49.0,114.818,193.0,3.1,9.7,29.0,5.786,7.31,73.09,182.0,-0.1,0.26,163.0,0.515
3.515151515,-9.0,-3.0,-65.25,-1.925925926,-0.444444444,99.502764,-378.735348,-233.8056233,619.5860344,-1.238475,-29.09014543,-0.315217391,-0.295454545,-2.890111,-12.97988325,11.26185185,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,123.11,35.3,1.6,0.21,210.0,0.50142
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,58.0,140.116,235.0,3.1,29.6,635.0,5.539,6.77,73.09,36.7,-0.85,0.37,153.0,0.65732
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,106.17,2.38,2.56,0.17,138.0,0.26076
5.132132132,2.0,-72.0,-76.0,70.44444444,-12.0,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,6.464397203,25.0,54.93804,197.0,3.72,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,0.37,153.0,0.16402
5.132132132,2.0,-72.0,-76.0,70.44444444,-12.0,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,6.464397203,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.5683
3.406349206,7.122769064,-74.70308275,133.1195241,56.84442041,2.407427438,-499.7510135,345.1171454,-388.8149985,-209.4552147,-4.049456463,-11.4038192,-1.302707346,-0.35027428,0.034641831,-1.026993979,18.5093487,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,0.6525
3.049095607,-13.11111111,-36.33333333,5.0,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,10.54098356,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,60.1,18.8,-0.25,0.29,97.2,0.37358
3.049095607,-13.11111111,-36.33333333,5.0,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,10.54098356,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,78.11,2.2,2.13,0.16,80.1,0.37516
3.813131313,22.55555556,-37.47222222,52.55555556,49.25,-10.09027778,-209.0952711,197.5988695,-336.1865227,279.5326761,-2.853133333,-15.89026657,-1.164141414,-0.858585859,-0.07420273,-17.03418453,0.0,13.0,26.981538,184.0,3.23,8.3,42.0,5.986,2.7,106.17,2.38,3.2,0.19,144.0,0.28274
3.813131313,22.55555556,-37.47222222,52.55555556,49.25,-10.09027778,-209.0952711,197.5988695,-336.1865227,279.5326761,-2.853133333,-15.89026657,-1.164141414,-0.858585859,-0.07420273,-17.03418453,0.0,13.0,26.981538,184.0,3.23,8.3,42.0,5.986,2.7,106.17,2.38,2.56,0.17,138.0,0.29304
3.81712963,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.88033846,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,73.09,36.7,-0.85,0.37,153.0,0.2273
5.132132132,2.0,-72.0,-76.0,70.44444444,-12.0,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,6.464397203,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,87.12,37.8,0.937,0.25,166.0,0.64662
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,0.19758
