code,SMILES,Metal,AATS4dv,AATS4s,AATS0i,AATS6i,ATSC2dv,ATSC3dv,ATSC0Z,ATSC3v,ATSC4v,ATSC5v,ATSC6pe,ATSC7i,AATSC4dv,AATSC5dv,AATSC4Z,AATSC0v,AATSC1v,MIC1,MID_O,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Density
NIKVAH,C1=C(NN=C1C(=O)O)C(=O)O,Zr,9.666666667,8.037037037,169.1951772,176.1382701,0.333333333,-28.11111111,111.3333333,-306.9042008,-78.32575297,102.3498192,2.400256444,1.737803091,-1.126984127,0.957264957,-2.301587302,33.71030341,7.295864613,34.65466009,6.816819862,-0.1939,40,91.22,186,3.64,17.9,41,6.634,6.52,1.41537
NIKYOW,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.80221
NIKYOW01,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.78633
NIKYOW02,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.75151
NIKYUC,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.7317
NIKYUC01,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.71164
NIKYUC02,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.67303
NIKZAJ,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.81345
NIKZAJ01,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.79638
NIKZAJ02,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.76634
NIKZEN,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.74151
NIKZEN01,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.72603
NIKZEN02,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.70038
NIMRAD,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,1.31226
NINVAI,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Fe,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,26,55.84,194,4.06,8.4,15,7.902,7.874,0.936759
NIPFUQ,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.2085
NIQXUH,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,1.32348
NIRCID,C1=CN=CC=C1C2=CC=NC=C2,Co,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.05485
NIRCUP,C1=CN=CC=C1C2=CC=NC=C2,Co,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.06514
NIRSAL,C1=CN=CC=C1C2=CC=NC=C2,Zn,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.29115
NIWYEZ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.984253
NIWYID,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.25202
NIWYOJ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.12902
NIZCUX,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Cu,6.0625,5.576388889,159.2036613,176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,-210.5786884,56.05095496,1.733906173,6.506242911,-1.152006173,0.402039721,-2.023533951,42.93582616,5.672705364,26.3638878,6.828547389,1.083,29,63.55,140,4.48,6.7,119,7.726,8.933,1.52295
NIZNOC,CC(=O)O,Y,0,1,170.5202365,169.7560012,1,-48,76,-185.0902213,109.2563761,0,0,0,4,0.983015531,9,40.72487636,-6.432994383,21.92038417,3.244016936,0.0909,39,88.90584,219,3.19,22.7,30,6.217,4.47,0.538082
NODHUM,C1=CN=CC=C1C2=CC=NC=C2,Cu,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,29,63.55,140,4.48,6.7,119,7.726,8.933,1.26402
NODKAT,C[C@]1(CC[C@@H](C1(C)C)C(=O)O)C(=O)O,In,1.554621849,3.411998133,165.6143712,181.8626177,35.36,-73.52,243.2,-917.4613441,-2203.467896,1179.654679,3.3445,4.284486167,-0.604705882,-0.421651376,-1.769411765,47.48773087,2.433571326,25.25433284,6.793400451,1.5981,49,114.818,193,3.1,9.7,29,5.786,7.31,1.20089
NODKUN,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,In,5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,49,114.818,193,3.1,9.7,29,5.786,7.31,0.764763
NODTEH,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.612822
NODTOR,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.604795
NOFDUI,C[C@]1(CC[C@@H](C1(C)C)C(=O)O)C(=O)O,Co,1.554621849,3.411998133,165.6143712,181.8626177,35.36,-73.52,243.2,-917.4613441,-2203.467896,1179.654679,3.3445,4.284486167,-0.604705882,-0.421651376,-1.769411765,47.48773087,2.433571326,25.25433284,6.793400451,1.5981,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.21153
NOHFOG,C1=CC(=C2C(=CC=C(C2=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Er,10.52777778,5.922839506,157.9357496,163.2824491,21.44,-39.52,212.8,65.65621118,-448.6195188,-625.784204,2.09724,29.51959373,-0.921111111,-0.144615385,-1.315555556,38.23682945,8.147112538,28.07164268,13.74130911,1.6326,68,167.26,235,3.1,22.7,30,6.108,9.07,1.85764
NORCIJ,C1=C(C=NC=C1C(=O)O)C(=O)O,Zn,8.206896552,6.900383142,162.6584682,174.5860367,-4.211072664,-30.1349481,126.9411765,-476.228019,4.899709962,91.82694363,1.075936332,4.96450468,-0.47321322,1.258362168,-1.39004892,38.72707241,4.373896611,33.19105079,6.828547389,0.478,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.51694
NORQES,C1=CC(=C(N=C1)C(=O)O)C(=O)O,Sc,9.851851852,7.432098765,162.6584682,180.1901742,11.84775087,-1.429065744,126.9411765,-44.73731774,-290.48802,-316.4595498,-2.092188581,2.446837679,-0.730744585,-1.265081992,-0.475842625,38.72707241,4.373896611,33.19105079,6.833332039,0.478,21,44.95591,211,3.34,17.8,18,6.561,2.99,1.8094
NOWYAC,C1=CC(=C(C=C1C(=O)O)N)C(=O)O,In,5.725,6.172222222,163.0911809,175.1344561,14.01,-34.97,158.2,-403.3543722,-578.3171355,-54.96179564,-0.4656,2.26333397,-1.0925,-0.913030303,-1.47,42.37728459,9.038133208,30.24642141,6.824833415,0.6652,49,114.818,193,3.1,9.7,29,5.786,7.31,0.981789
NUDLIJ,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.14165
NUDLOP,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.19392
NUDLOP01,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.19566
NUDMEG,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.19809
NUDMOQ,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.15867
NUDMUW,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.18747
NUDMUW01,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.17547
NUDNEH,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.17792
NUDNUW03,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,2.32597
NUDNUW04,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.54671
NUDNUW05,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.55326
NUDNUW06,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,2.57451
NUDNUW07,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,2.57255
NUDNUW08,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,2.79476
NUDNUW13,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.61973
NUFBUN,C(=O)O,Zn,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.31228
NUFTOY,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,In,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,49,114.818,193,3.1,9.7,29,5.786,7.31,0.864391
NUHHEG,C1=C(C=NC=C1C(=O)O)C(=O)O,Mn,8.206896552,6.900383142,162.6584682,174.5860367,-4.211072664,-30.1349481,126.9411765,-476.228019,4.899709962,91.82694363,1.075936332,4.96450468,-0.47321322,1.258362168,-1.39004892,38.72707241,4.373896611,33.19105079,6.828547389,0.478,25,54.93804,197,3.72,9.4,-50,7.434,7.3,1.37056
NUHVOE,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Eu,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,63,151.964,233,3.1,27.7,83,5.67,5.24,1.77748
NUHVUK,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Eu,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,63,151.964,233,3.1,27.7,83,5.67,5.24,1.77463
NULSUJ,C(=O)O,Zn,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.37802
NUMMOX,C(C(=O)O)NCC(=O)O,Hg,2.608695652,3.801932367,172.1653872,178.7720847,-5.765625,-37.3125,149.75,-259.4109162,174.134828,-71.67618093,3.3964,1.127285139,-0.424592391,-1.625,1.249320652,39.05049303,0.014096066,25.64325,6.749993194,-1.2548,80,200.59,209,4.91,5.4,-50,10.438,13.5336,2.90465
NUWXAF,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.44483
NUXZIQ,C(=C/C(=O)O)\C(=O)O,Cu,7.333333333,6.277777778,165.721098,185.1842767,0,-44,104,-133.043857,12.7780432,22.25755962,-1.5052,0.597289909,-0.166666667,4.625,-1,38.11370535,4.185616201,25.00348062,6.735810142,-0.2882,29,63.55,140,4.48,6.7,119,7.726,8.933,1.55069
NUYVIN,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Cd,6.0625,5.576388889,159.2036613,176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,-210.5786884,56.05095496,1.733906173,6.506242911,-1.152006173,0.402039721,-2.023533951,42.93582616,5.672705364,26.3638878,6.828547389,1.083,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.45132
NUYVUZ,C1=C(C=C(C=C1C(=O)O)O)C(=O)O,Cd,7.527777778,5.595679012,160.5851153,178.4766186,-0.872576177,-39.95567867,148.9473684,-479.2679442,5.313848326,-171.0374962,-0.822231579,7.749371444,-0.159510619,1.383336885,-0.478224069,40.68554192,8.082498684,28.99300178,8.591393826,0.7886,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.49559
OCINIA,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.78269
OCIZIL,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.33861
OCUGEZ,C(CCC(=O)O)CC(=O)O,Nd,1.666666667,3.435185185,167.58739,174.4868462,15.52,-42.97,177.8,-142.4850075,37.38080356,21.53607572,-2.014978,1.714500575,-0.74,-1.345555556,-0.328888889,44.1807585,-0.051986264,23.46726078,6.757084721,0.716,60,144.24,229,3.1,31.4,185,5.525,7.01,1.46923
OCUGEZ01,C(CCC(=O)O)CC(=O)O,Nd,1.666666667,3.435185185,167.58739,174.4868462,15.52,-42.97,177.8,-142.4850075,37.38080356,21.53607572,-2.014978,1.714500575,-0.74,-1.345555556,-0.328888889,44.1807585,-0.051986264,23.46726078,6.757084721,0.716,60,144.24,229,3.1,31.4,185,5.525,7.01,1.43138
OCUQIO,C(=O)O,Cu,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,29,63.55,140,4.48,6.7,119,7.726,8.933,1.48584
OCUQIO01,C(=O)O,Cu,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,29,63.55,140,4.48,6.7,119,7.726,8.933,1.44605
OCUQIO02,C(=O)O,Cu,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,29,63.55,140,4.48,6.7,119,7.726,8.933,1.47183
OCUQIO03,C(=O)O,Cu,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,29,63.55,140,4.48,6.7,119,7.726,8.933,1.47183
OCUQIO04,C(=O)O,Cu,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,29,63.55,140,4.48,6.7,119,7.726,8.933,1.43917
ODIVUU,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Zn,7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.01269
ODIWAB,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Zn,7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.5642
ODOMIF,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Mn,6.923076923,4.927350427,155.944943,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.837606838,-0.768888889,-1.055555556,45.02791735,5.667693064,25.13285217,6.862458426,2.2362,25,54.93804,197,3.72,9.4,-50,7.434,7.3,1.07759
ODOXEK,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.86723
ODUNEH,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.13768
OFERUN02,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.946724
OFERUN03,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.924163
