mof,AATS8Z,ATSC2d,ATSC4d,ATSC8d,ATSC1p,ATSC3p,ATSC1i,AATSC0m,AATSC7i,GATS3c,GATS8c,GATS4dv,GATS1p,SpMAD_Dzm,MINdO,AETA_eta_FL,ZMIC1,piPC10,GGI10,Diameter,AtomicNumber,AtomicMass,AtomicRadius,Mulliken EN,Polarizability,Electron affinity,IonizationEnergy,Density,Mr,Boiling point,Permittivity,LogP,HBD,HBA,MPC,pH,Temperature,Time,Target
GAWJEV_clean,20.46428571,-3.356401384,0.78200692,6.747404844,1.998875051,-1.749748739,11.87713613,34.06980826,-0.322001462,0.610829233,1.548344209,1.090953947,0.751449586,6.702549775,11.10172892,0.294189252,67.86342603,7.360680302,0,9,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,72,0.142113
KUZZAI_clean,16.625,-8.364839319,5.444234405,3.206049149,1.055009632,-2.351118815,1.994416153,32.14981842,-0.052073759,0.651485792,0.746039238,1.098346018,0.807614692,8.691700248,11.13906793,0.311991486,72.20558505,8.568545547,0.214876033,14,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,0,120,72,0.296276
NIYZIG_clean,22.71428571,-9,-2.625,-15.75,2.717329598,-5.656418872,11.89334801,44.76269709,0.015117846,0.609949343,1.044663691,1.214221029,1.065727399,6.981211135,11.12424533,0.292145811,73.53385387,7.736532235,0.247321702,12,30,65.39,139,4.45,6.4,-60,9.394,7.134,101.147,177,9.2,-0.52,0,1,0.2,,120,72,0.568567
HAMLIT_clean,15.0001605,-0.44,-4.16,0,-0.101883533,-1.325086843,-16.40572396,32.66933622,0.242079625,0.827319954,1.147085137,1.376404494,0.950457428,2.659159659,10.85259827,0.329317486,23.38063809,0,0,4,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,1,135,72,0.441133
NUCREJ_clean,13.69230769,0.326530612,-6,3.265306122,-0.847179781,1.584716606,-26.2231864,36.62471888,-0.168698156,0.613755359,2.033311551,0.828506908,1.219110871,5.851776593,10.68124163,0.289067537,36.38678423,6.027939607,0,9,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,160,72,0.0354668
ERULEK_clean,21.84615385,-7.265306122,0.326530612,1.265306122,1.136916934,-2.346142607,6.872833699,34.22076092,-0.462133623,0.599579258,1.695582929,1.18173913,0.787196274,6.393758078,10.70309043,0.302822927,51.05277609,7.087586759,0.066115702,11,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,80,96,0.64748
GIDKOU_clean,15.0001605,-0.706666667,-9.24,0,0.331984856,-0.727331118,-5.868988413,34.48204905,0.421718022,0.728546116,1.147085137,1.076923077,0.947678306,3.667541833,10.24148148,0.298788042,26.68454767,0,0,5,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,140,96,0.12847
HUVHIR_clean,24.62686567,-4.587257618,0.349030471,-24.82271468,-4.867707684,8.222683298,-44.87772792,64.9074955,0.467601949,0.807188072,0.899581727,0.821439522,1.821025679,8.190067949,11.22467968,0.230077988,77.51962489,6.706556666,0,10,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,110,120,0.176033
FOJLOH_clean,14.66666667,-9.333333333,-12.33333333,6,0.701939802,-6.330363636,3.417803771,35.73611141,-0.092410552,0.833610652,0.532976541,1.117981829,1.008977392,12.21758198,11.1920988,0.277939393,85.53796222,7.826817168,0.495255586,18,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,115,120,0.548082
HAMJOW_clean,20.58974359,-6.254942768,-1.703433923,-6.08012487,0.839443132,-3.278867393,0.928315349,34.1620692,0.092451142,0.762348166,0.814623687,1.104262103,0.860602279,6.829375693,10.96984042,0.307548953,43.71046307,6.305818978,0.049382716,10,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,120,0.577247
DEPXAY_clean,15.0001605,-1.335640138,-8.373702422,0,0.512871546,-1.466529157,-0.439374212,34.82995965,0.81561256,0.809553411,1.147085137,1.069325248,0.892131128,3.918430998,10.42287037,0.306211469,28.40322139,0,0,5,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,140,120,0.439651
LACJAC_clean,1,-4.111111111,-1.777777778,0.444444444,0.82618979,-2.226927701,4.879682183,36.15315736,1.084373818,0.633909222,0,1.278409091,0.825533373,4.157505902,10.38281557,0.298157506,33.93016113,0,0,6,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,140,120,0.11748
CADPII_clean,1,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,35.1171682,1.00856117,0.597938845,0,1.210144928,0.793673939,4.855187367,10.56470522,0.29112234,43.31347594,0,0,6,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,170,120,0.0477864
ETAXIH_clean,6.222222222,4.354166667,-12.27083333,6.125,0.210750958,0.451857324,-5.160408301,39.33747458,-0.296893187,0.70692937,1.241646545,0.874084249,1.158078964,5.026262831,10.59796249,0.234447973,27.11468371,0,0,7,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,180,120,0.0415432
OPENUT_clean,1,-4.111111111,-1.777777778,0.444444444,0.82618979,-2.226927701,4.879682183,36.15315736,1.084373818,0.633909222,0,1.278409091,0.825533373,4.157505902,10.38281557,0.298157506,33.93016113,0,0,6,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,,60,96,0.286351
DIVSUY_clean,17.21621622,-7.222684703,1.597294485,4.399583767,1.573870615,-3.076280144,9.44104643,34.41735606,-0.191765517,0.584430417,1.310212044,1.096593616,0.767996269,6.68837105,10.78016156,0.29713132,58.98832991,7.293283376,0,10,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,,80,48,0.38378
KEWBUL_clean,15.2,-1.795918367,-8.795918367,4.714285714,1.373695277,-2.895724059,8.247356129,34.67761344,0.403252689,0.531682903,2.010777967,1.052445193,0.833708644,6.270313634,11.15042926,0.255451628,46.91573711,7.789790948,0,10,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,,80,72,0.166809
MOTVOI_clean,17.03225806,-2.316804408,-7.953168044,3.609733701,1.812602258,-1.905765763,10.91350339,34.89514243,0.298316988,0.639910685,1.613688989,1.107342707,0.763147946,6.224969773,11.06879661,0.266686959,46.30813322,7.789790948,0,10,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,,80,72,0.520009
EYACOX_clean,25.63157895,-8.570637119,-2.542936288,6,2.131633444,-4.044724866,12.80268274,30.98079731,0.246099651,0.615796991,0.43711161,1.173861941,0.676825338,8.990790765,11.05181198,0.298075587,65.36727185,8.067893744,0.148964391,13,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,1,85,17,0.64148
DOZKIO_clean,23.66081871,-6.631111111,16.28444444,-35.25333333,5.262993452,-3.832778107,31.84268466,31.70277476,0.065241613,0.515803371,0.673979765,0.981569392,0.67945895,12.02944906,12.34502776,0.294544841,181.2032516,10.78766202,1.620242832,15,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,1,85,24,0.497815
WIPLOY_clean,16.25714286,-9.838842975,1.123966942,14.4338843,2.282016785,-4.138396563,13.74204495,33.70724648,0.030723837,0.559544443,0.94421817,1.011662631,0.747661416,9.060328759,11.28343059,0.296720846,84.40329645,8.195118067,0.148964391,13,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,,85,72,0.376087
KIKFIV_clean,17.02985075,-3.209876543,0.189300412,-3.775034294,1.68526892,0.062963753,10.16747533,30.16128856,-0.201945468,0.58730947,0.400495748,1.146813917,0.697540007,10.11163882,11.13143049,0.308372773,92.36759731,9.553508057,0.363432303,19,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,1,85,96,0.348928
SARMOO_clean,5.666666667,0.375,-11.25,3.375,1.139410675,-0.37264957,6.871726703,33.988018,0.768685409,0.635937955,3.534670963,1.060665486,0.752368193,4.650793726,10.94863898,0.300999082,45.08220626,6.678965937,0,7,63,151.965,233,3.1,27.7,83,5.67,5.24,18.015,100,78.5,-1.38,1,1,0.82,,120,48,0.133888
PIBGAK_clean,15.2,-1.795918367,-8.795918367,4.714285714,1.373695277,-2.895724059,8.247356129,34.67761344,0.403252689,0.531682903,2.010777967,1.052445193,0.833708644,6.270313634,11.15042926,0.255451628,46.91573711,7.789790948,0,10,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,,120,72,0.419116
SARMEE_clean,5.666666667,0.375,-11.25,3.375,1.139410675,-0.37264957,6.871726703,33.988018,0.768685409,0.635937955,3.534670963,1.060665486,0.752368193,4.650793726,10.94863898,0.300999082,45.08220626,6.678965937,0,7,63,151.965,233,3.1,27.7,83,5.67,5.24,18.015,100,78.5,-1.38,1,1,0.82,14,120,72,0.0433081
TEJBAN_clean,16.78125,-12.15575987,3.373715522,-2.239048134,0.180206243,-8.067127426,-9.378310968,35.18661818,0.288268979,0.632691701,1.042483637,0.995942467,1.002057593,9.715112012,10.87086555,0.276331525,51.93109276,6.496020558,0.082440567,16,63,151.965,233,3.1,27.7,83,5.67,5.24,18.015,100,78.5,-1.38,1,1,0.82,,120,72,0.0258932
LALFUB_clean,8,-4.125,0.875,2.25,0.191254519,-0.705785993,-6.806206893,32.47777219,0.00154454,0.690838297,2.782408335,1.273360786,0.981103111,4.171829196,10.23215372,0.311633011,29.25,0,0,7,63,151.965,233,3.1,27.7,83,5.67,5.24,18.015,100,78.5,-1.38,1,1,0.82,1,150,24,0.200415
INOVEN_clean,20.57446809,-8.87755102,-0.775510204,-4.734693878,1.791174125,-4.778806661,16.41264099,35.61333362,0.500698689,0.677665944,0.742314384,1.097246476,0.78691233,7.790855942,10.74696293,0.296042899,55.79225258,6.572020271,0.152739516,12,64,157.25,237,3.1,23.5,13,6.15,7.9,46.068,78.2,24.5,-0.31,1,1,0.3,,60,168,0.499496
PORLAL_clean,19.7761194,-8.768595041,0.123966942,-1.026859504,1.37513305,-4.18429177,2.052092892,31.58543723,0.220522204,0.71601924,0.872642742,1.227069863,0.758901332,9.168954371,11.13428171,0.304474451,64.25614965,8.873877198,0.209382716,17,64,157.25,237,3.1,23.5,13,6.15,7.9,73.0938,153,36.7,-1.01,0,1,0.22,,110,72,0.374322
QUHMOX_clean,15.0001605,-1.102040816,0.183673469,0,-1.711425604,0.62079031,-4.825840363,97.10442735,0.242079625,1.248911891,1.147085137,0,2.227079058,0.607371036,8.743055556,0.24324167,23.97397335,0,0,2,64,157.25,237,3.1,23.5,13,6.15,7.9,78.13,189,46.7,-1.35,0,2,0.3,,140,48,0.0362476
QUPDEL01_clean,15.0001605,-2.5,-2,0,0.269716053,-0.466992179,1.194195384,40.18891489,0.597289909,0.818809704,1.147085137,1.07421875,1.067787928,3.465586523,9.553611111,0.275377921,25.84962501,0,0,5,64,157.25,237,3.1,23.5,13,6.15,7.9,18.015,100,78.5,-1.38,1,1,0.82,,140,48,0.128437
YEMJAC_clean,1,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,35.1171682,1.00856117,0.597938845,0,1.210144928,0.793673939,4.855187367,10.56470522,0.29112234,43.31347594,0,0,6,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,1,60,168,0.295922
CEJBEA_clean,1,-4.111111111,-1.777777778,0.444444444,0.82618979,-2.226927701,4.879682183,36.15315736,1.084373818,0.633909222,0,1.278409091,0.825533373,4.157505902,10.38281557,0.298157506,33.93016113,0,0,6,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,85,48,0.130691
IKUTIT_clean,8,-2.314049587,-10.74380165,1.619834711,1.721932653,-2.716788046,13.56479265,37.70163752,0.334298428,0.88169312,3.297407859,1.017030126,0.692404606,4.575173269,10.57215372,0.289565033,32.60906833,0,0,7,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,95,24,0.4791
IKUTOZ_clean,3.666666667,7.2,-22.32,8.32,1.365376071,1.191764345,8.260514111,32.641811,0.403196085,0.662531485,1.58899633,0.8650261,0.71870814,4.974144049,11.56262424,0.302704027,57.17524634,8.247929005,0,7,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,95,24,0.378606
IKUTUF_clean,1,-4.551246537,-2.822714681,0.542936288,0.913948996,-2.637495834,4.970931686,31.61141167,1.368190863,0.59212789,0,1.251143791,0.747443384,4.58945998,10.54155707,0.306628943,32.90721106,0,0,6,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,95,24,0.471114
ZEZPAX01_clean,19.5,-4.485207101,-0.875739645,-4.26035503,0.579906086,-1.488257327,-2.219821455,33.14799302,-0.199029683,0.667510441,1.726159858,1.194060773,0.863116802,5.756265512,10.81733345,0.311874171,40.22630072,6.864652039,0,9,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,100,144,0.22108
SONTOF_clean,8,-2.314049587,-10.74380165,1.619834711,1.721932653,-2.716788046,13.56479265,37.70163752,0.334298428,0.88169312,3.297407859,1.017030126,0.692404606,4.575173269,10.57215372,0.289565033,32.60906833,0,0,7,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,120,20,0.488015
EVADIQ_clean,24.45454545,-6.485207101,2.816568047,-0.520710059,0.579906086,-2.631913307,-2.219821455,33.14799302,0.187822233,0.758844138,1.534804589,1.288328729,0.863116802,6.108594812,10.64746543,0.311820279,40.22630072,7.087586759,0.066115702,11,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,120,96,0.456196
XUGWAZ_clean,30.06790123,-8.528746039,-1.300135808,-46.47261204,-3.716304225,-6.201318304,1.457271835,53.68095492,-0.114630506,0.874563786,0.432300032,1.024156268,1.252583938,11.37403183,12.02396004,0.290156618,153.432524,10.23861227,1.210521375,20,66,162.5,229,3.1,24.5,34,5.939,8.55,18.015,100,78.5,-1.38,1,1,0.82,,200,240,0.0886596
QUQFOY_clean,23.07272727,-12.96,8.64,-31.2,3.428810199,-5.970323615,20.61053292,33.23412061,0.256201671,0.552391461,0.607934899,0.98738868,0.72851842,10.15025376,11.72603076,0.294105668,118.2867643,9.01632129,0.843587389,12,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,65,24,0.681391
QOZPIG_clean,24.55555556,-5.346260388,-4.48199446,1.584487535,0.259255695,-1.829980713,1.048144883,31.80304097,-0.257812307,0.710679518,1.323219688,0.960412164,0.957721825,8.003772604,11.58577664,0.305755879,58.22692759,7.073746299,0.08,13,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,0,65,48,0.257688
ECIWIW_clean,22.30769231,-4.767361111,-1.626736111,-0.685763889,0.414690494,-1.272218524,0.163673221,33.12236148,-0.122149832,0.65728106,3.085541489,1.09034788,0.849689184,5.220608776,10.63873551,0.316205373,37.00025104,6.423399144,0,9,48,112.411,158,4.33,7.2,-70,8.994,8.69,46.068,78.2,24.5,-0.31,1,1,0.3,,75,48,0.129898
BUSRUE_clean,21.84615385,-7.265306122,0.326530612,1.265306122,1.136916934,-2.346142607,6.872833699,34.22076092,-0.462133623,0.599579258,1.695582929,1.18173913,0.787196274,6.393758078,10.70309043,0.302822927,51.05277609,7.087586759,0.066115702,11,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,80,72,0.377109
IVARUT_clean,11.16,-8.16,-0.48,1.6,-1.28634823,-3.909654271,-24.91576334,32.82126249,-0.021264618,0.990595243,1.408448057,0.776273885,1.213183552,8.172415287,10.85259827,0.26163836,42.33674271,5.524456427,0.008366493,13,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,80,72,0.042977
LAWHOJ_clean,8,-0.20498615,-4.864265928,3.202216066,-0.149780487,-0.539061521,-6.540724608,50.36636425,0.314968483,0.817299362,3.653073909,1.150755243,0.867614599,4.281380861,10.78345002,0.283139081,37.08213857,6.336535313,0,7,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,80,72,0.264481
ZUDQEW_clean,1,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,35.1171682,1.00856117,0.597938845,0,1.210144928,0.793673939,4.855187367,10.56470522,0.29112234,43.31347594,0,0,6,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,80,72,0.192615
AVAQIX_clean,15.0001605,-2.87755102,-1.076530612,0,0.118706081,-1.240526058,-2.403599661,35.44306652,0.242079625,0.738056826,1.147085137,1.30875153,0.948733412,3.126481016,10.17314815,0.318906442,19.93194522,0,0,5,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,80,504,0.238181
AROFAP_clean,17.27272727,-23.71401764,15.81159692,-10.15575155,0.655031667,-12.87950331,2.773753865,36.34309262,-0.006295499,0.93666343,0.909132323,1.311446484,1.016333119,12.51754653,11.27599463,0.282572123,102.0585724,6.900982395,0.494643404,16,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,85,24,0.336076
WISVEB_clean,26.44,-8.222222222,-2.24691358,-1.308641975,1.740399409,-4.582740483,12.94974982,33.14441042,0.525040834,0.61342453,0.601172164,1.183385867,0.793284362,7.722521419,11.04571493,0.298141268,64.97477364,7.541285143,0.363228242,11,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,1,85,48,0.85543
AROFET_clean,17.27272727,-23.71401764,15.81159692,-10.15575155,0.655031667,-12.87950331,2.773753865,36.34309262,-0.006295499,0.93666343,0.909132323,1.311446484,1.016333119,12.51754653,11.27599463,0.282572123,102.0585724,6.900982395,0.494643404,16,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,85,72,0.680148
FIPKOG01_clean,21.46666667,-13.01775148,-1.24260355,-9.514792899,2.260088267,-6.444847243,11.4777233,34.00181844,0.347357694,0.721893575,0.7521537,1.128185497,0.800324931,11.67304671,11.21822871,0.298739727,86.52498776,7.292422264,0.305479033,17,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,1,85,72,0.319224
KUNMUD_clean,17.56818182,-3.524305556,-6.848958333,-2.347222222,0.553927416,-2.529115867,9.678632384,30.86953398,-0.270211305,0.693814949,1.375549509,1.114408887,0.824645749,8.937525942,10.85259827,0.319347321,72.19072761,8.468482087,0.049790838,16,48,112.411,158,4.33,7.2,-70,8.994,8.69,32.042,64.7,32.7,-0.77,1,1,0.32,,90,20,0.211672
BUCWAZ_clean,23.21100917,-11.73454545,-6.881322314,3.407933884,1.744383302,-8.090648856,9.719371471,35.63393215,0.399659432,0.726371247,0.560544695,1.045612356,0.90507084,11.09643452,11.27928114,0.288402924,82.66426493,7.477498186,0.519946944,16,48,112.411,158,4.33,7.2,-70,8.994,8.69,87.12,165,37.8,-0.77,0,1,0.25,,90,72,0.599855
OKIPUU_clean,21.25714286,-6.757487217,-3.891891892,-5.363769175,-1.344754712,-0.668966767,-23.56407049,31.92578193,0.06679972,1.304576373,1.382156134,1.053535757,1.04006857,7.6390423,10.85259827,0.323431159,51.50758937,7.470313163,0.063267014,14,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,90,72,0.0656497
DUPJAB_clean,15.0001605,-0.703125,0.390625,0,-0.448363995,-0.179024688,-9.186189497,35.48540873,0.242079625,0.609603409,1.147085137,0,1.265935633,1.333620176,10.85259827,0.344273126,17,0,0,2,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,100,24,0.4587039
EXOTUH_SL,5.5,4.643598616,-9.100346021,21.14186851,1.998875051,0.263099831,11.87713613,34.06980826,0.131474443,0.61755361,1.799260084,0.914555921,0.751449586,6.238220767,11.44442224,0.295515889,67.86342603,7.293283376,0,7,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,100,24,0.487272
AJAKON_clean,23.25925926,-7.414818821,-4.069226609,-17.37371552,1.268174177,-1.959130107,2.891038837,34.07653056,0.069205586,0.707854682,0.918613046,1.220737592,0.834692843,8.266301672,11.09986891,0.30371826,72.18666826,7.736532235,0.247321702,12,48,112.411,158,4.33,7.2,-70,8.994,8.69,87.12,165,37.8,-0.77,0,1,0.25,0,100,40,0.17722
DAMZEZ_clean,10.05882353,-0.429752066,-9.231404959,1.561983471,-1.280151036,-0.902960768,-24.50753484,32.59230413,0.036990205,1.18558151,0.718649489,1.272533951,1.190913001,8.060608833,10.85259827,0.24906064,41.18701759,6.967526596,0.082644628,13,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,1,100,48,0.129519
EXEMUR_clean,20.62857143,-12,-1.75,-1.625,0.514029023,-1.629303059,-6.12987455,33.12236148,0.395633252,0.746701183,1.036446291,1.095739995,0.87817939,10.46601871,10.97457247,0.280234955,72.54787084,8.013508676,0.230996837,19,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,100,48,0.0974397
XOPLUL_clean,1,-2.973333333,-3.382222222,0.537777778,0.291516411,0.197974972,1.056322927,35.01026736,0.88073313,0.534131754,0,1.406698565,0.975959681,3.765325796,10.15017668,0.293550056,29.9898247,0,0,6,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,100,48,0.152681
AVESUR_clean,24.64705882,-10.11815301,5.618379357,-33.0421005,2.723052506,-4.839108736,16.31044975,33.54613823,0.202705258,0.5651138,1.217539629,1.011651882,0.736239723,8.814105032,11.42724588,0.293653649,92.97512701,8.43936002,0.281195796,12,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,2,100,72,0.406137
CUKXAJ_clean,6.6,-0.875,-11.25,5.625,1.607785695,-1.434921216,9.126289891,33.54745824,0.545881603,0.654480144,2.065628301,1.043013891,0.767698689,5.365693136,10.77848781,0.288201079,54.15839793,0,0,7,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,2,100,72,0.0983187
LAHTUM_clean,15.0001605,-2.32,-3.54,0,-0.312419267,-0.146509697,-6.672990632,31.17136264,1.924855082,0.904965454,1.147085137,0.891739675,0.9398942,3.991975457,10.85259827,0.336279042,31.98506523,5.731873777,0,7,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,100,72,0.362886
LAHVAU_clean,21.46153846,-5.838842975,-2.603305785,-3.935950413,2.282016785,-2.125547993,13.74204495,33.70724648,-0.147181161,0.593511188,1.239442913,1.039234149,0.747661416,8.512445126,11.05689353,0.297782155,84.40329645,8.319138516,0.231404959,14,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,100,72,0.4467343
LOXBEH_clean,11.9047619,-4.933884298,4.462809917,5.082644628,-1.744786569,-0.980824337,-36.32147039,31.51200288,-0.375084245,1.147378574,0.825909531,0.686293624,1.11030879,5.696402508,10.85259827,0.325037199,47.8816083,7.869076139,0,8,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,100,72,0.473972
OQUCOU_clean,19.2,-4.586734694,-1.357142857,8.678571429,0.614950348,-0.591932082,3.103918258,38.61350223,-0.646166385,0.798996359,0.644665612,1.138235294,1.042454592,5.929975093,10.58360528,0.267231184,38.4836727,4.523146351,0,8,48,112.411,158,4.33,7.2,-70,8.994,8.69,87.12,165,37.8,-0.77,0,1,0.25,,100,72,0.67385047
QAGQEW_clean,22.09090909,0,0,-9,3.074565912,-5.953515131,14.98863038,67.22798709,-0.963334038,0.50938847,2.354153027,0.781121763,0.554796578,5.184772466,11.29779481,0.245374388,68.53996056,9.382611429,0,9,48,112.411,158,4.33,7.2,-70,8.994,8.69,87.12,165,37.8,-0.77,0,1,0.25,0,100,72,0.662027
CABDER_clean,14.71428571,-5.111111111,-0.555555556,-0.888888889,-0.323524577,-2.438643145,-8.756297523,33.43630262,0.171849408,0.943448292,0.320196791,1.143900657,1.013421913,6.17371718,11.66347978,0.313930774,32.12475928,5.432902891,0,10,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,14,100,96,0.0264826
EREGOY_clean,17.27272727,-23.71401764,15.81159692,-10.15575155,0.655031667,-12.87950331,2.773753865,36.34309262,-0.006295499,0.93666343,0.909132323,1.311446484,1.016333119,12.51754653,11.27599463,0.282572123,102.0585724,6.900982395,0.494643404,16,48,112.411,158,4.33,7.2,-70,8.994,8.69,87.12,165,37.8,-0.77,0,1,0.25,,110,72,0.659358
PAFMUH_clean,1,-3.117913832,-7.947845805,0.383219955,0.791094456,-3.403778406,4.707609172,37.37112114,1.003180768,0.646861694,0,1.050628581,0.907330615,4.394013826,10.53503779,0.278346083,30.87362783,0,0,6,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,14,110,72,0.0567735
COXQUB_clean,15.0001605,-2.32,-3.54,0,-0.312419267,-0.146509697,-6.672990632,31.17136264,1.924855082,0.904965454,1.147085137,0.891739675,0.9398942,3.991975457,10.85259827,0.336279042,31.98506523,5.731873777,0,7,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,120,24,0.0348993
KETHEY02_clean,13.58333333,-4.621399177,-0.427983539,6.502057613,0.859577486,-2.046179401,2.601777249,33.84149785,-0.404757927,0.614434997,1.184459571,0.992305325,0.822043857,5.588171798,10.9540114,0.307334757,42.98647113,6.710675351,0,8,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,120,48,0.188115
XOTSIK_clean,15.42857143,-8.330578512,-5.479338843,6.148760331,2.047565976,-2.597119185,12.40822483,32.23082152,-0.360992343,0.613098591,0.305680078,1.296155184,0.772284674,11.81782534,11.1948274,0.28940926,88.6658151,9.151909826,0.495255586,18,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,120,48,0.457441
FURFIJ_clean,1,-2.973333333,-3.382222222,0.537777778,1.530571154,-5.553225414,6.476948229,63.03764033,1.335610408,0.598416783,0,1.077299221,0.635053582,3.402785684,10.25434335,0.260281625,32.07349969,0,0,6,48,112.411,158,4.33,7.2,-70,8.994,8.69,87.12,165,37.8,-0.77,0,1,0.25,,120,72,0.0481485
