mof,AATS8Z,ATSC2d,ATSC4d,ATSC8d,ATSC1p,ATSC3p,ATSC1i,AATSC0m,AATSC7i,GATS3c,GATS8c,GATS4dv,GATS1p,SpMAD_Dzm,MINdO,AETA_eta_FL,ZMIC1,piPC10,GGI10,Diameter,AtomicNumber,AtomicMass,AtomicRadius,Mulliken EN,Polarizability,Electron affinity,IonizationEnergy,Density,Mr,Boiling point,Permittivity,LogP,HBD,HBA,MPC,pH,Temperature,Time,Target
MAQRAA_clean,1,-2.973333333,-3.382222222,0.537777778,1.530571154,-5.553225414,6.476948229,63.03764033,1.335610408,0.598416783,0,1.077299221,0.635053582,3.402785684,10.25434335,0.260281625,32.07349969,0,0,6,29,63.546,140,4.48,6.7,119,7.726,8.933,87.12,165,37.8,-0.77,0,1,0.25,,110,48,0.370253
LUMZEA_clean,15.0001605,-4.826666667,-1.057777778,0,0.337035973,-0.736177238,1.401537443,44.29142012,0.380650911,0.820698548,1.147085137,1.102072011,1.290114662,4.055206792,9.690833333,0.226451877,25.04925934,0,0,5,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,120,50,0.108755
GEGDED_clean,24.1641791,-23.5083737,7.440276817,-37.4350173,2.254521378,-15.37328502,11.88118097,36.40723837,0.375295895,0.818773528,1.066704848,1.124521324,0.966247095,13.0965343,11.80053991,0.278447818,127.5590107,7.299290482,1.288031833,14,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,0,60,72,0.7614887
DICKEH_clean,22.025,-11.45486111,-1.243055556,-11.94444444,2.347345595,-4.60443034,14.22437902,31.48691766,0.135795236,0.594666589,0.571507884,1.145510996,0.694493003,11.11843933,11.19543487,0.300091748,81.99707259,8.444272975,0.272217121,17,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,0,65,72,1.48521
HULCOI_clean,21.8245614,-16.52662722,-4.775147929,7.26035503,3.206836418,-7.296510381,8.970031443,34.53942746,0.407167213,0.857213894,0.682384872,0.983164564,0.828466725,14.72215498,11.46769811,0.29802957,123.8109008,7.461137392,0.644628099,18,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,1,75,72,1.1969
ODEZAB_clean,19.71428571,4.903686088,-4.756242568,-15.31510107,1.63893341,-1.690659898,9.307044581,34.83832983,-0.047910767,0.644106875,1.14851412,1.000331523,0.878088392,9.106622358,11.73722323,0.293159468,90.05298141,9.122809968,0.305887154,13,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,80,72,0.754998
PORVID_clean,6.6,-0.875,-11.25,5.625,1.607785695,-1.434921216,9.126289891,33.54745824,0.545881603,0.654480144,2.065628301,1.043013891,0.767698689,5.365693136,10.77848781,0.288201079,54.15839793,0,0,7,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,1,80,72,0.331767
MAYKOO_clean,17.2,-9.659131469,4.390838786,6.661511005,1.830573372,-3.405143359,11.06537586,33.59586888,-0.325749114,0.581459593,1.147808541,1.075385135,0.76044916,8.331469468,10.98719968,0.300469642,76.54614479,8.15666261,0.099173554,14,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,85,72,1.15732
FABGOG_clean,1,-3.015625,0.453125,0.390625,0.009365799,-1.084244076,-6.084790181,36.47404486,0.401558758,0.798668268,0.377930559,0.846938776,1.015153318,3.909592338,9.973395692,0.298134355,20.5,0,0,6,29,63.546,140,4.48,6.7,119,7.726,8.933,32.042,64.7,32.7,-0.77,1,1,0.32,,90,72,0.0463334
PEKZIP_clean,15.0001605,-2.32,-3.54,0,-0.312419267,-0.146509697,-6.672990632,31.17136264,1.924855082,0.904965454,1.147085137,0.891739675,0.9398942,3.991975457,10.85259827,0.336279042,31.98506523,5.731873777,0,7,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,180,72,0.129709
GUHMIH_clean,16.38095238,-4.671280277,-4.131487889,1.937716263,-0.390881375,-1.832758834,-11.68192988,34.76132312,0.322793075,1.059861772,1.132932618,1.402061856,1.068984538,8.281036002,11.68552079,0.298076864,39.58634066,4.780173362,0.033057851,13,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,2,120,96,1.36536
ADASEF_clean,18.95121951,-7.520661157,-0.190082645,7.719008264,1.552139553,-2.901076165,25.37247016,32.29094881,-0.439695752,0.597763735,1.1919107,1.036308551,0.731963998,7.180994691,11.14960913,0.305052413,52.25189095,7.773150664,0.096922763,11,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,75,40,1.88326
AVUDAX_clean,16.17857143,-7.633136095,0.568047337,0.319526627,-1.761160306,-5.807506657,-24.64077885,33.26047621,-0.177057712,0.691090568,1.256231381,0.894338381,1.191729327,7.526864599,10.85259827,0.300615189,50.43772603,7.403213426,0,10,29,63.546,140,4.48,6.7,119,7.726,8.933,32.042,64.7,32.7,-0.77,1,1,0.32,,25,672,0.358823
BAHGUN02_clean,15.0001605,-2.87755102,-1.076530612,0,0.118706081,-1.240526058,-2.403599661,35.44306652,0.242079625,0.738056826,1.147085137,1.30875153,0.948733412,3.126481016,10.17314815,0.318906442,19.93194522,0,0,5,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,180,72,0.0951688
BEXVEH_clean,24.55555556,-8.282548476,-4.537396122,1.529085873,1.488882553,-5.46662071,8.445291881,35.59670957,0.511235748,0.686072733,0.568389607,1.084038287,0.875062717,8.129438437,11.06243829,0.289187371,61.3564046,6.848668537,0.363228242,11,29,63.546,140,4.48,6.7,119,7.726,8.933,87.12,165,37.8,-0.77,0,1,0.25,1,80,48,0.867156
BOWNUY_clean,25.92307692,-5,2,2,1.247984928,-2.279572015,34.15383287,26.24686733,1.051918401,0.634000692,1.47448869,1.065448113,0.628671618,5.856072101,10.85259827,0.317105521,41.96391252,7.869076139,0,8,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,1,85,48,0.873937
BUQWER_clean,15.0001605,-2.87755102,-0.433673469,0,0.118706081,-1.812354048,-2.403599661,35.44306652,0.869421309,0.842492021,1.147085137,1.280905753,0.948733412,3.095780564,10.16092593,0.31885255,19.93194522,0,0,5,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,25,336,0.202213
CUGVUX_clean,1,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,35.1171682,1.00856117,0.597938845,0,1.210144928,0.793673939,4.855187367,10.56470522,0.29112234,43.31347594,0,0,6,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,14,120,96,0
DANROC_clean,1,-4.026465028,-1.474480151,0.686200378,0.447855742,-0.499168847,2.334928878,42.77202181,0.512985813,0.698263468,0,0.897993827,1.29502502,5.812617433,10.18683485,0.207284464,38.18304236,0,0,6,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,11,25,168,0.229967
DARBUU_clean,15.0001605,0,0,0,-0.274997807,0,-3.499322693,32.66933622,0.242079625,0.732577445,1.147085137,1.07858334,1.314678189,0.294579761,10.85259827,0.440371521,7.39649167,0,0,1,29,63.546,140,4.48,6.7,119,7.726,8.933,72.106,66,7.6,0.46,0,1,0.28,,120,72,0.364641
DEJCIF_clean,15.0001605,-1.335640138,-8.373702422,0,0.512871546,-1.466529157,-0.439374212,34.82995965,0.81561256,0.809553411,1.147085137,1.069325248,0.892131128,3.918430998,10.42287037,0.306211469,28.40322139,0,0,5,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,85,12,0.264532
DITYEM_clean,14.71428571,-1.832840237,-1.76035503,0.420118343,-0.2483219,-1.522806969,-5.751253271,30.94378695,-0.039039931,0.848600766,0.355928685,1.133426568,0.92072455,5.501315634,10.85259827,0.330337345,36.83419045,7.195714657,0,10,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,160,72,0.0379076
EBATUZ_clean,21.07692308,-11.76331361,5.017751479,1.153846154,2.729980816,-6.157269545,16.52945721,32.01388708,0.303316807,0.548295413,0.682247253,0.989552239,0.69200987,10.57626637,11.46295481,0.277807101,102.3449071,9.297755834,0.165085195,16,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,0,85,24,1.23905
EJOQUR_clean,24.79310345,-2.031020408,-11.05795918,-14.51265306,1.530397236,-2.454582235,8.652283475,34.19303303,-0.132881593,0.839718066,1.191167618,1.026975321,0.83172806,7.074139546,11.07868643,0.296358421,63.80837561,7.187137377,0,10,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,85,16,0.64041687
ENESOH_clean,17.10526316,-4.264650284,-1.060491493,0.119092628,-0.608160322,-0.742784362,-3.411955543,34.02474778,-0.760666239,1.003261367,0.557256655,0.953898886,1.129965591,5.527415685,11.42454082,0.31553255,23.79349876,5.210851341,0,9,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,85,96,0.976994
EPOTAF_clean,17.27272727,-23.71401764,15.81159692,-10.15575155,0.655031667,-12.87950331,2.773753865,36.34309262,-0.006295499,0.93666343,0.909132323,1.311446484,1.016333119,12.51754653,11.27599463,0.282572123,102.0585724,6.900982395,0.494643404,16,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,80,24,1.26952
EXOZIB_clean,17.92307692,-0.852071006,-1.01183432,4.615384615,-1.18278519,-1.932030257,-28.75111707,40.56704961,-0.122359639,1.122523781,0.927758163,1.369892473,1.442963984,7.505265135,10.61388988,0.237696144,60.37816043,6.090036447,0,10,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,25,504,0.687499
FECXES_clean,24.1641791,-23.5083737,7.440276817,-37.4350173,2.254521378,-15.37328502,11.88118097,36.40723837,0.375295895,0.818773528,1.066704848,1.124521324,0.966247095,13.0965343,11.80053991,0.278447818,127.5590107,7.299290482,1.288031833,14,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,1,100,72,0.7682846
GAWMAU_clean,18.08474576,-1.027681661,-0.560553633,-21.53979239,-1.240343814,0.920555233,-43.90265114,39.59466359,0.381456332,0.72164596,0.82527151,0.866019156,1.396683351,8.959366842,11.14660062,0.270371122,83.52253268,6.506157682,0,10,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,11,25,168,0
GEWXAJ_clean,15.0001605,-2.36,0.84,0,-0.358691196,-1.493464599,-7.348951597,37.03984216,0.242079625,0.682359055,1.147085137,1.126126126,1.215460652,1.76415453,10.85259827,0.314111349,18.5822679,0,0,3,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,14,120,72,0.105523
GIXMUX_clean,10.5,-4.444444444,0.666666667,1.333333333,-0.31398036,-1.116558424,-6.610022165,31.25523869,-0.746347451,0.968377985,1.84926662,0.821428571,0.948118518,5.191873355,10.85259827,0.323814601,38.19998711,6.305818978,0,9,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,100,24,0.159914
GUJREK_clean,22.31428571,2.390530438,-12.50800997,12.79458882,0.925294947,-2.425417254,-0.286731082,42.33409381,-0.038603728,0.871086256,0.979006071,1.224799559,0.829895349,8.868530419,11.44578477,0.28806897,67.06954635,8.564207971,0.188760331,16,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,140,5,0.2150076
HAWZEM_clean,15.0001605,-2.87755102,-1.076530612,0,0.118706081,-1.240526058,-2.403599661,35.44306652,0.242079625,0.738056826,1.147085137,1.30875153,0.948733412,3.126481016,10.17314815,0.318906442,19.93194522,0,0,5,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,120,120,0.245452
JUTCIM_clean,39.29411765,1.802469136,-1.975308642,-22.02469136,2.696822037,-2.875963834,27.57017615,25.84178609,0.034553127,0.602385658,1.634767398,1.099788129,0.64625076,7.076927772,11.14140833,0.304443693,69.82840836,7.765933466,0.066115702,11,29,63.546,140,4.48,6.7,119,7.726,8.933,87.12,165,37.8,-0.77,0,1,0.25,7,85,24,0.861194
KADLOT_clean,22.28571429,-5.028355388,0.4536862,1.517958412,0.14368353,-2.73216155,-4.392898334,32.90451017,-1.014621872,0.615723289,1.327253943,1.121779884,0.897395992,5.15515132,10.62404415,0.321326217,33.44201035,6.423399144,0,9,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,85,48,0.524392
LABJUV_clean,14.97297297,0.059027778,-3.222222222,-1.743055556,-0.247946327,1.373971143,-9.768000383,30.05180466,-0.350568873,0.810601298,1.12456017,0.880106131,0.866960138,7.631694621,10.85259827,0.328279384,81.2238957,8.789050714,0.03264973,11,29,63.546,140,4.48,6.7,119,7.726,8.933,41.052,81.6,37.5,-0.34,0,1,0.26,,175,72,0.060807
LAGHIL_clean,15.0001605,-2.87755102,-0.433673469,0,0.118706081,-1.812354048,-2.403599661,35.44306652,0.869421309,0.842492021,1.147085137,1.280905753,0.948733412,3.095780564,10.16092593,0.31885255,19.93194522,0,0,5,29,63.546,140,4.48,6.7,119,7.726,8.933,32.042,64.7,32.7,-0.77,1,1,0.32,,65,6,0.220809
LEVDIB_clean,27.90816327,-3.299307958,-7.726643599,-15.23183391,3.932487925,-4.603857456,23.6149241,50.26205904,-0.014944994,0.602861663,0.723821657,0.946055429,0.605020148,10.92002091,11.84402174,0.293099512,124.2685655,9.774493396,0.6852362,17,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,90,48,0.795185
LIKDOA_clean,23.85,-5.972318339,-2.871972318,9.626297578,1.806077424,-3.673591249,10.83989514,35.42563788,-0.605376473,0.570908657,1.026893072,1.013965022,0.796058386,6.563369322,11.21871914,0.220053633,42.62019988,7.389563954,0,8,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,65,48,1.44139
MAQBIS_clean,11.91666667,12.61157025,-14.59504132,10.7768595,-0.894852696,-0.656034862,-6.651381012,38.15946039,-0.024386806,1.011590685,0.235726204,0.872942574,1.210750967,6.930276993,11.32511959,0.286595808,56.97207174,7.450651717,0.066115702,11,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,70,24,0.877949
MEHMET_clean,25.79411765,-16,-2.833333333,10.83333333,3.634288348,-6.825763677,22.11490395,28.56544924,0.307818902,0.622537857,0.338228319,1.14864564,0.632089086,15.20787002,11.39795659,0.301938503,120.4360938,9.270217656,0.397306397,20,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,80,48,1.98916
MUNDAC_clean,1,-4.335640138,0.567474048,0.498269896,0.512871546,-3.044781431,-0.439374212,34.82995965,0.827417447,0.788266834,0,1.226578961,0.892131128,4.085904574,10.34281557,0.304844413,28.40322139,0,0,6,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,1,85,48,0.4035236
MUNDOQ_clean,18.96,-6.621399177,1.720164609,2.680384088,0.859577486,-3.189835381,2.601777249,33.84149785,-0.516919578,0.667443338,1.431218356,1.106340412,0.822043857,6.086981914,10.70210286,0.307280865,42.98647113,6.950088631,0,10,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,0,85,12,0.843365
OWIZAW_clean,17.4351145,-18.8185034,-8.685351474,17.3875737,3.236518924,-3.795321243,19.5369787,30.68883822,0.054196715,0.581637397,0.369657271,1.17991881,0.722954139,17.09414144,11.39129718,0.30455251,169.7191942,9.576477595,0.710131619,24,29,63.546,140,4.48,6.7,119,7.726,8.933,101.147,177,9.2,-0.52,0,1,0.2,2,80,48,2.08321
OYIVIC_clean,34.85714286,-3.96,4.44E-16,-1.92,0.803525383,-1.979860904,18.04249003,32.44251189,-0.146550945,0.663336096,1.37761473,1.321513808,0.758576942,4.764758548,10.54896699,0.308383955,29.52270252,5.88556135,0,8,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,90,72,0.280794
PEWLUA_clean,23,-18.35946746,12.75,-11.45857988,2.840776926,-7.45990778,35.44341383,31.01313802,0.63726071,0.61443469,0.462693844,1.059985735,0.782562529,13.68628001,11.73282271,0.29987768,116.6190434,9.354535408,0.786066728,18,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,85,18,1.25484
PODKUQ_clean,18.39325843,-25.46990741,9.548611111,4.233796296,3.573109418,-8.537920881,44.67960054,31.51480508,0.162368312,0.602168148,0.417412565,1.00915801,0.77156006,18.97578267,11.74726442,0.302823942,167.3092426,9.692671995,0.421181512,26,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,0,80,24,1.87263
QEPZOB_clean,14.36477987,18.82548476,-49.80609418,-12.81440443,0.054591054,3.215753525,-8.532622856,31.16400938,0.223437906,0.788854842,0.66583215,1.31996256,0.941992124,9.207224075,10.85259827,0.288670349,93.75417004,9.284068473,0.132639527,13,29,63.546,140,4.48,6.7,119,7.726,8.933,32.042,64.7,32.7,-0.77,1,1,0.32,,25,240,0.3719232
QIWCOQ_clean,21.80147059,-18.24793388,13.85123967,-2.644628099,1.472259774,-5.996939954,13.14481033,32.79552284,-0.503448963,0.706860842,0.597686065,1.007520247,0.864606219,13.55616374,11.54685943,0.297778555,124.8861474,9.130755893,0.966048362,19,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2.4,100,48,0.522804
RAZGOQ_clean,1,-1.777777778,-18.66666667,0.888888889,1.317524469,-1.424079737,7.288704339,40.18891489,0.607392028,0.7457462,0,1.072135417,1.023296764,5.650510384,10.65985261,0.218090268,51.69925001,0,0,6,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,14,25,252,0.1679303
RONWIA_clean,15.0001605,0,0,0,-0.274997807,0,-3.499322693,32.66933622,0.242079625,0.732577445,1.147085137,1.07858334,1.314678189,0.294579761,10.85259827,0.440371521,7.39649167,0,0,1,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,3,5,252,0.4778
SEYNAM_clean,15.0001605,-2.198347107,0.247933884,0,0.097328297,-0.344356039,0.057448453,43.30019117,0.242079625,1.280850935,1.147085137,0.261904762,1.300616923,3.143695028,9.428888889,0.256637908,23.35109319,0,0,4,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,25,252,0.118291
TAPKAY_clean,5.133333333,-11.30484694,2.455357143,3.100765306,-2.487163497,-12.00610861,0.262683886,73.75532139,-0.068545666,1.098437451,0.759934881,1.056706923,1.732423771,4.227007247,11.03603458,0.214389861,40.70029791,0,0,7,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,160,120,0.0616151
VETMIS_clean,17.65497076,-29.08333333,-13.83333333,26.75,4.278971253,-6.510757069,14.11801481,31.32424805,0.050786382,0.728532146,0.250877677,1.06262993,0.764273282,20.74575794,12.02842124,0.30477907,285.2214835,10.35335985,1.510866238,28,29,63.546,140,4.48,6.7,119,7.726,8.933,87.12,165,37.8,-0.77,0,1,0.25,0,85,72,2.6858
VOFFED_clean,14.71428571,-4.714625446,-1.868014269,-1.136741974,-0.322748633,-1.396955745,-7.034199815,31.94871591,0.258288468,0.838828755,0.810257748,0.867817618,1.057908086,6.520667727,10.85259827,0.275123094,33.8842467,5.432902891,0,10,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,90,24,0.170799
LATPIG_clean,15.0001605,-0.703125,0.78125,0,-0.448363995,-0.58535886,-9.186189497,35.48540873,0.242079625,0.832056377,1.147085137,0,1.265935633,1.333620176,10.85259827,0.339917219,13.75,0,0,2,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,60,24,0.264306
QUQFIS_clean,23.07272727,-12.96,8.64,-31.2,3.428810199,-5.970323615,20.61053292,33.23412061,0.256201671,0.552391461,0.607934899,0.98738868,0.72851842,10.15025376,11.72603076,0.294105668,118.2867643,9.01632129,0.843587389,12,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,65,24,0.72994
RUGZAW_clean,16.625,-8.364839319,5.444234405,3.206049149,1.055009632,-2.351118815,1.994416153,32.14981842,-0.052073759,0.651485792,0.746039238,1.098346018,0.807614692,8.691700248,11.13906793,0.311991486,72.20558505,8.568545547,0.214876033,14,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,70,72,0.452861
WOGHEG_clean,20.27272727,-5.223140496,0.198347107,-2.545454545,0.834297769,-1.515820561,4.994786633,36.18348982,-0.011862741,0.652883673,2.510537251,1.034328358,0.857928455,5.448783023,10.1668697,0.291138999,39.71183116,0,0,9,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,80,24,0.209205
IYOQAQ_clean,6.2,-4.202268431,0.404536862,3.519848771,1.202944254,-2.673623196,19.84880231,31.69362049,0.772828378,0.614703494,2.003211569,1.200838761,0.731549479,5.188869902,10.84037486,0.300371788,35.92645673,6.136257968,0,7,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,80,48,0.213001
QEBKUF_SL,19.66917293,-26.79041485,48.24881762,46.52439079,6.049715758,-7.747760706,36.50977269,32.31914004,-0.078799719,0.548561846,0.424580499,1.022954784,0.744150547,15.43820815,12.4799659,0.299573254,266.4881997,10.34487969,2.771962045,18,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,2,80,48,0.897452
TEMPAE_clean,25.26315789,3.28,-34.72,-11.92,1.096882932,-2.933165746,6.611023081,35.34440695,0.571009107,0.629184222,1.93593696,1.207246092,0.954750543,6.655482771,11.14140833,0.25804215,49.41279171,7.245688501,0.066115702,11,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,80,48,0.662614
USORUR_clean,23.05882353,-11.03703704,3.296296296,-7.296296296,0.805880996,-2.673287471,4.076910133,33.988018,0.116702061,1.062981435,0.911522802,1.195062978,0.899562719,10.42691004,11.08469668,0.306445077,92.29414729,8.049880937,0.321395776,16,30,65.39,139,4.45,6.4,-60,9.394,7.134,101.147,177,9.2,-0.52,0,1,0.2,,80,72,0.801205
ADASOP_clean,21.51785714,-15.1875,-8.25,7.5,1.996084405,-10.71806864,10.95828533,35.62107631,0.325589036,0.74745806,0.51949977,1.023802469,0.920692233,13.12421081,11.496124,0.287978015,104.8650406,7.814626789,0.470156107,16,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,85,12,1.14825
WIJXIY_clean,22.60869565,-4.286989796,-2.570153061,-0.195153061,1.406666341,-2.443465544,8.010279631,32.94342679,-0.46440281,0.666059994,1.680857951,1.18353305,0.709614192,5.543250238,10.91162541,0.296032828,46.77360618,8.400123329,0,10,30,65.39,139,4.45,6.4,-60,9.394,7.134,101.147,177,9.2,-0.52,0,1,0.2,,85,16,1.64189
NATFAS_clean,6.6,-0.875,-11.25,5.625,1.607785695,-1.434921216,9.126289891,33.54745824,0.545881603,0.654480144,2.065628301,1.043013891,0.767698689,5.365693136,10.77848781,0.288201079,54.15839793,0,0,7,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,85,72,0.279573
VIXTUT_clean,10.5,-4.875739645,-0.01183432,0.781065089,-0.320913943,-1.672150744,-6.943192378,31.92973033,-0.737433304,0.871357617,2.052792727,0.786771982,1.024098915,5.683142077,10.85259827,0.294774743,33.46661213,5.614495784,0,9,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,85,72,0.0131355
WOPHIU01_clean,20.14141414,-10.75739645,-3.396449704,-2.74704142,1.334025229,-7.434777533,7.376421027,35.71335985,0.31027401,0.755412542,0.543101085,1.008631128,0.920669309,10.97161813,11.22492623,0.290645975,75.57721022,7.224707884,0.206101418,16,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,85,72,0.114246
WOPHIU_clean,20.14141414,-10.75739645,-3.396449704,-2.74704142,1.334025229,-7.434777533,7.376421027,35.71335985,0.31027401,0.755412542,0.543101085,1.008631128,0.920669309,10.97161813,11.22492623,0.290645975,75.57721022,7.224707884,0.206101418,16,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,85,72,0.0480604
PUWDOA_clean,16.81818182,-12.11418685,7.152249135,7.837370242,2.04876031,-3.769315624,12.38648055,32.94325277,-0.330574364,0.573957074,0.79091139,1.075410922,0.757516053,9.615210349,11.19423781,0.302594029,94.96151371,8.707717989,0.297520661,14,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,90,24,0.736121
UWUTIQ_clean,22.30769231,-4.767361111,-1.626736111,-0.685763889,0.414690494,-1.272218524,0.163673221,33.12236148,-0.122149832,0.65728106,3.085541489,1.09034788,0.849689184,5.220608776,10.63873551,0.316205373,37.00025104,6.423399144,0,9,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,90,24,0.432198
OMUSAS_clean,11.92468619,40.32,3.84,44.13,3.527607153,12.09826015,20.58339271,32.69388245,-0.345109651,0.497260555,0.416608303,1.113849337,0.874560029,13.67127903,11.84907415,0.233229459,148.3510002,10.41656377,0.981359045,21,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,90,48,2.55998
ROTQIC_clean,23.78723404,4.066481994,-4.725761773,-18.70637119,0.175761733,0.240529757,-10.07526549,35.38839716,-0.193383093,0.823615009,1.681460042,1.297787944,1.032381499,6.688117236,11.09898095,0.258316343,58.71219682,9.071964002,0.099173554,12,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,90,48,0.156045
TAPHOJ_clean,11.16,-8.16,-0.48,1.6,-1.28634823,-3.909654271,-24.91576334,32.82126249,-0.021264618,0.990595243,1.408448057,0.776273885,1.213183552,8.172415287,10.85259827,0.26163836,42.33674271,5.524456427,0.008366493,13,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,90,48,0.0226698
QOJKAB_clean,15.0001605,-0.777777778,0.111111111,0,-0.182821245,0.093543988,-2.043409413,45.50624822,0.242079625,1.160644902,1.147085137,0,1.572166629,1.479337458,8.555555556,0.27616016,15.54135417,0,0,2,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,90,68,0.434687
