mof,AATS7d,AATS8d,AATS8m,AATS5p,ATSC2d,ATSC3p,AATSC6dv,AATSC2s,AATSC0Z,GATS3c,GATS2dv,GATS7m,GATS1se,SpMAD_Dzm,AXp-2dv,NaasC,AMID_h,piPC3,piPC10,GGI10,AtomicNumber,AtomicMass,AtomicRadius,Mulliken EN,Polarizability,Electron affinity,IonizationEnergy,Density,Mr,Boiling point,Permittivity,LogP,HBD,HBA,MPC,pH,Temperature,Time,Target
LUPYAX_clean,1.666666667,1,16.126992,1.335930669,-2.938271605,-1.000737229,3.503215973,1.343716424,19.58024691,0.746870795,0.607287663,0.210832446,0.941157823,4.298196222,0.161830302,4,0.739654493,4.098502572,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,24,1.01424
CAGSAG_clean,2,2.2,79.6934388,1.181498603,-5.625,-2.38549814,-0.555555556,0.994152047,7.222222222,0.593341485,0.657029086,1.653511301,0.806780179,5.135102172,0.141125589,2,0.428038169,4.485823428,6.577317921,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,24,0.961699
QAKFIU_clean,2.65625,2.816326531,58.73174147,1.33462327,-7.531855956,-1.957076913,0.096988422,0.597662529,7.191135734,0.67906315,0.823876025,1.269326516,0.814855097,7.784563725,0.146541945,4,0.463095374,4.695924549,7.276210561,0.115702479,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,1,80,36,1.40052
FIJCUX01_clean,1.666666667,1,16.126992,0.849837329,-5.111111111,-2.226927701,3.738271605,1.27994091,7.728395062,0.64561009,0.597902098,0.527109885,0.879500501,4.356591063,0.136728462,2,0.568931696,3.876395828,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,101.147,177,9.2,-0.52,0,1,0.2,,100,40,1.22326
FAGREM_clean,1.333333333,1,13.1048064,0.953465492,-2.836734694,-1.848963029,0.653948536,1.521768707,7.551020408,0.656883384,0.527536232,1.289393683,0.97234548,4.864515893,0.127420032,3,0.684096261,4.147095128,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,101.147,177,9.2,-0.52,0,1,0.2,,65,48,1.46524
IGINIX_clean,1.666666667,1,16.126992,0.905653935,-4.629757785,-1.618964687,3.500192234,1.154299628,7.467128028,0.670048705,0.62071535,0.545241703,0.953963251,4.214932358,0.127651223,2,0.736797153,3.876395828,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,48,1.27352
IZEWAN_clean,3.304347826,3.166666667,76.82744819,1.461174634,-10.03703704,-4.278955819,-0.369509044,0.656544156,7.222222222,0.791125677,0.683286735,1.099197151,0.920770972,9.402830788,0.138776852,12,0.432682369,5.270432163,8.832363128,0.470768289,30,65.39,139,4.45,6.4,-60,9.394,7.134,88.1051,101,2.2,-0.27,0,2,0.26,,100,48,0.87931
MUVLUM_clean,1.584615385,1.4,35.3010172,1.569646405,-0.796875,-1.044713031,-0.177927928,2.535500963,13.75,0.610943258,0.443389423,1.270813585,0.802277637,5.065739876,0.184606042,4,0.888597311,4.884694071,7.747659242,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,0,100,48,1.09338
HOXSIY_clean,2.479166667,2.216216216,60.95919576,1.341645583,-7.222684703,-3.076280144,0.13192697,1.142321367,7.336108221,0.584430417,0.636910434,1.377657567,0.848947508,6.68837105,0.138446647,5,0.489004272,4.605170186,7.293283376,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,100,60,1.3744
DITTEH_clean,2.479166667,2.216216216,60.95919576,1.341645583,-7.222684703,-3.076280144,0.13192697,1.142321367,7.336108221,0.584430417,0.636910434,1.377657567,0.848947508,6.68837105,0.138446647,5,0.489004272,4.605170186,7.293283376,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,110,60,1.0803
ODUNEH_clean,3.074074074,2.384615385,78.91203054,1.206124906,-7.265306122,-2.346142607,1.75,0.855442177,7.25,0.599579258,0.693675889,0.698142008,0.791304728,6.393758078,0.14480791,4,0.379832453,4.460144414,7.087586759,0.066115702,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,12,60,72,0.964914
LADHEF_clean,2.336871941,2.241404418,53.11604345,1.221480226,-0.703125,-0.179024688,0.413415537,-0.166548295,7.5,0.609603409,1.029411765,1.149391391,0.921036961,1.333620176,0.131161133,0,1.1625,2.883403089,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,11,80,72,1.16057
AVEQID_clean,3.384858044,3.355029586,76.70647195,1.583390545,-14.16,-7.783235477,-0.077345679,1.063932202,7.123950617,0.554615792,0.633330032,1.057975039,0.888666202,12.60711604,0.136074576,20,0.500562303,5.815621956,9.65176467,1.587184981,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,1,85,72,0.801255
HAFSOZ_clean,1,1,1.016064,1.033641103,-2.966942149,-2.886684323,1.407713499,1.284398235,7.561983471,0.792063244,0.509568556,2.697889532,1.078279539,4.909897775,0.123279639,4,0.751685666,4.237723145,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,95,72,1.28721
KIDDOS_clean,2.336871941,2.241404418,53.11604345,1.11354431,-5.652892562,-10.37668677,2.115702479,-0.029442149,7.338842975,0.629097774,1.694542254,1.149391391,1.08364061,3.322903711,0.196211651,0,0.897240166,3.218875825,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,72,1.34479
HOFSUS_clean,2.111111111,1.4,53.8950258,1.255859839,-0.727430556,-0.868255226,-1.09375,0.814060154,7.083333333,0.703453877,0.627598753,1.551376731,0.966802429,5.254454271,0.126208434,4,0.762808959,4.438229731,6.503316987,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,110,72,1.26142
LUZJAT_clean,1,1,1.016064,1.115081704,-4.836734694,-2.855387314,0.274376417,1.54399093,7.551020408,0.597938845,0.568115942,2.437880496,0.97234548,4.855187367,0.129261705,3,0.68388361,4.123093976,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,1,110,72,1.37403
GAWJEV_clean,2.273972603,1.607142857,72.91413171,1.398690327,-3.356401384,-1.749748739,0.631578947,1.329059829,7.294117647,0.610829233,0.559463563,0.979820709,0.903575133,6.702549775,0.131703783,6,0.571412965,4.757891273,7.360680302,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,72,1.47981
KUZZAI_clean,3.353535354,2.803571429,59.8187772,1.497167282,-8.364839319,-2.351118815,-0.063839004,0.487687792,6.771266541,0.651485792,0.789571488,0.958422495,0.770474808,8.691700248,0.144069469,8,0.365049893,5.093750201,8.568545547,0.214876033,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,0,120,72,1.09675
NIYZIG_clean,2.914285714,3,85.71052304,1.540678944,-9,-5.656418872,0.478273192,0.729581054,9.603305785,0.609949343,0.684203031,0.753013434,0.804795927,6.981211135,0.198513056,6,0.498363576,5.02223443,7.736532235,0.247321702,30,65.39,139,4.45,6.4,-60,9.394,7.134,101.147,177,9.2,-0.52,0,1,0.2,,120,72,0.956862
HAMLIT_clean,2.336871941,2.241404418,53.11604345,0.780029954,-0.44,-1.325086843,7.111111111,0.051574074,6.888888889,0.827319954,0.791432584,1.149391391,1.315568637,2.659159659,0.124003507,1,0.984816435,4.1763085,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,1,135,72,1.03116
NUCREJ_clean,1.976744186,1.538461538,42.28193677,1.255017568,0.326530612,1.584716606,0.296122449,0.713688011,7.801020408,0.613755359,0.916924641,0.561867416,0.949681878,5.851776593,0.136345275,2,0.850419143,4.340553386,6.027939607,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,160,72,1.63646
ERULEK_clean,3.074074074,2.384615385,78.91203054,1.206124906,-7.265306122,-2.346142607,1.75,0.855442177,7.25,0.599579258,0.693675889,0.698142008,0.791304728,6.393758078,0.14480791,4,0.379832453,4.460144414,7.087586759,0.066115702,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,80,96,0.799593
GIDKOU_clean,1,2.241404418,53.11604345,0.714538745,-0.706666667,-0.727331118,0.634920635,1.10978836,7.422222222,0.728546116,0.552884615,0,1.134328984,3.667541833,0.115763226,2,0.983942195,3.836760521,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,140,96,1.74547
HUVHIR_clean,2.942307692,2.791044776,92.28297494,1.394364086,-4.587257618,8.222683298,0.179213988,2.256502917,14.08864266,0.807188072,0.668659673,0.834593825,1.286747368,8.190067949,0.217878169,3,1.240597833,4.451436086,6.706556666,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,110,120,1.55619
